Game Number,Score,Tiles Closed,Rolls,Moves
21,27,5,"[(4, 2), (5, 2), (1, 4), (3, 4)]","[(1, 2, 3), (7,), (5,)]"
22,29,5,"[(3, 6), (3, 4), (1, 2)]","[(1, 2, 6), (3, 4)]"
23,29,5,"[(6, 1), (3, 6), (4, 2)]","[(1, 2, 4), (3, 6)]"
24,25,5,"[(1, 1), (5, 4), (5, 4), (5, 4)]","[(2,), (1, 3, 5), (9,)]"
25,16,7,"[(6, 6), (4, 5), (4, 4), (1, 3)]","[(1, 2, 3, 6), (4, 5), (8,)]"
26,17,7,"[(1, 6), (4, 3), (4, 2), (6, 2), (1, 5)]","[(1, 2, 4), (7,), (6,), (3, 5)]"
27,11,7,"[(5, 4), (3, 6), (5, 2), (3, 6), (6, 3)]","[(1, 2, 6), (4, 5), (7,), (9,)]"
28,18,6,"[(3, 6), (5, 4), (6, 3), (6, 6)]","[(1, 2, 6), (4, 5), (9,)]"
29,29,5,"[(4, 3), (5, 4), (5, 6)]","[(1, 2, 4), (3, 6)]"
30,27,5,"[(3, 6), (6, 3), (4, 2)]","[(1, 2, 6), (4, 5)]"
31,28,5,"[(6, 3), (5, 3), (6, 4)]","[(1, 2, 6), (3, 5)]"
32,10,7,"[(4, 1), (5, 2), (5, 1), (4, 5), (6, 2), (1, 3)]","[(1, 4), (2, 5), (6,), (9,), (8,)]"
33,24,6,"[(2, 5), (3, 2), (4, 5), (1, 4)]","[(1, 2, 4), (5,), (3, 6)]"
34,19,6,"[(3, 6), (5, 3), (6, 3), (1, 1)]","[(1, 2, 6), (3, 5), (9,)]"
35,21,6,"[(4, 5), (3, 5), (1, 6), (4, 3)]","[(1, 2, 6), (3, 5), (7,)]"
36,18,6,"[(6, 4), (4, 4), (6, 3), (6, 2)]","[(1, 2, 3, 4), (8,), (9,)]"
37,23,6,"[(3, 4), (4, 6), (3, 2), (2, 1)]","[(1, 2, 4), (3, 7), (5,)]"
38,33,4,"[(4, 4), (1, 3), (3, 1)]","[(1, 2, 5), (4,)]"
39,12,7,"[(5, 4), (4, 1), (6, 4), (4, 5), (4, 3)]","[(1, 2, 6), (5,), (3, 7), (9,)]"
40,36,3,"[(5, 4), (1, 1)]","[(1, 2, 6)]"
41,22,6,"[(2, 1), (2, 3), (2, 5), (5, 3), (3, 2)]","[(1, 2), (5,), (3, 4), (8,)]"
42,18,6,"[(4, 4), (5, 3), (1, 3), (5, 2), (1, 4)]","[(1, 2, 5), (8,), (4,), (7,)]"
43,22,6,"[(2, 1), (2, 5), (2, 6), (2, 3), (1, 4)]","[(1, 2), (3, 4), (8,), (5,)]"
44,26,5,"[(2, 5), (6, 6), (1, 3)]","[(1, 2, 4), (3, 9)]"
45,25,5,"[(5, 6), (4, 5), (1, 4)]","[(1, 2, 3, 5), (9,)]"
46,17,7,"[(2, 3), (2, 6), (5, 3), (1, 6), (4, 6)]","[(1, 4), (2, 6), (3, 5), (7,)]"
47,21,6,"[(6, 5), (4, 3), (1, 5), (2, 1)]","[(1, 2, 3, 5), (7,), (6,)]"
48,21,6,"[(2, 4), (5, 5), (5, 3), (5, 6)]","[(1, 2, 3), (4, 6), (8,)]"
49,32,4,"[(3, 3), (1, 6), (4, 3)]","[(1, 2, 3), (7,)]"
50,12,7,"[(3, 5), (4, 4), (6, 5), (2, 4), (5, 3)]","[(1, 2, 5), (8,), (4, 7), (6,)]"
51,25,5,"[(3, 4), (1, 5), (2, 5), (4, 2)]","[(1, 2, 4), (6,), (7,)]"
52,31,4,"[(2, 5), (6, 1), (4, 3)]","[(1, 2, 4), (7,)]"
53,26,5,"[(5, 3), (1, 2), (2, 6), (2, 3)]","[(1, 2, 5), (3,), (8,)]"
54,38,3,"[(5, 2), (1, 1)]","[(1, 2, 4)]"
55,17,6,"[(1, 3), (6, 1), (6, 3), (4, 4), (6, 3)]","[(1, 3), (2, 5), (9,), (8,)]"
56,17,7,"[(2, 3), (6, 4), (4, 2), (1, 6), (5, 2)]","[(1, 4), (2, 3, 5), (6,), (7,)]"
57,20,6,"[(6, 1), (6, 4), (5, 3), (6, 4)]","[(1, 2, 4), (3, 7), (8,)]"
58,22,6,"[(1, 1), (5, 5), (4, 3), (3, 1), (2, 1)]","[(2,), (1, 3, 6), (7,), (4,)]"
59,24,6,"[(1, 6), (3, 6), (4, 1), (1, 3)]","[(1, 2, 4), (3, 6), (5,)]"
60,18,6,"[(2, 4), (2, 5), (2, 3), (5, 4), (6, 5)]","[(1, 2, 3), (7,), (5,), (9,)]"
61,17,7,"[(5, 1), (6, 1), (5, 1), (5, 4), (1, 1)]","[(1, 2, 3), (7,), (6,), (4, 5)]"
62,36,3,"[(2, 2), (4, 1), (2, 1)]","[(1, 3), (5,)]"
63,38,3,"[(6, 1), (2, 2)]","[(1, 2, 4)]"
64,9,8,"[(6, 5), (6, 4), (3, 5), (3, 4), (2, 5)]","[(1, 2, 3, 5), (4, 6), (8,), (7,)]"
65,28,5,"[(1, 1), (3, 4), (2, 6), (5, 5)]","[(2,), (1, 6), (3, 5)]"
66,6,8,"[(6, 2), (6, 4), (1, 3), (4, 4), (3, 6), (6, 4)]","[(1, 2, 5), (3, 7), (4,), (8,), (9,)]"
67,31,4,"[(4, 3), (3, 4), (2, 2)]","[(1, 2, 4), (7,)]"
68,24,6,"[(3, 2), (1, 4), (3, 2), (1, 5), (5, 1)]","[(1, 4), (2, 3), (5,), (6,)]"
69,38,3,"[(1, 6), (3, 1)]","[(1, 2, 4)]"
70,28,5,"[(5, 4), (3, 5), (1, 4)]","[(1, 2, 6), (3, 5)]"
71,16,7,"[(4, 6), (5, 3), (6, 5), (3, 3)]","[(1, 2, 3, 4), (8,), (5, 6)]"
72,20,6,"[(5, 3), (4, 5), (5, 3), (4, 1)]","[(1, 2, 5), (3, 6), (8,)]"
73,25,5,"[(2, 2), (5, 3), (5, 3), (1, 5)]","[(1, 3), (2, 6), (8,)]"
74,29,5,"[(5, 1), (5, 5), (5, 6)]","[(1, 2, 3), (4, 6)]"
75,7,8,"[(3, 2), (1, 1), (6, 6), (5, 6), (3, 5), (1, 1)]","[(1, 4), (2,), (3, 9), (5, 6), (8,)]"
76,31,4,"[(3, 5), (2, 4), (1, 1)]","[(1, 2, 5), (6,)]"
77,20,6,"[(1, 2), (4, 1), (3, 5), (4, 5), (1, 5)]","[(1, 2), (5,), (8,), (3, 6)]"
78,28,5,"[(5, 4), (3, 5), (4, 1)]","[(1, 2, 6), (3, 5)]"
79,38,3,"[(2, 1), (2, 2), (3, 1)]","[(1, 2), (4,)]"
80,17,7,"[(3, 6), (3, 5), (5, 6), (1, 6)]","[(1, 2, 6), (3, 5), (4, 7)]"
81,30,5,"[(4, 2), (4, 5), (6, 6)]","[(1, 2, 3), (4, 5)]"
82,20,6,"[(1, 4), (1, 2), (4, 4), (5, 4), (3, 3)]","[(1, 4), (3,), (2, 6), (9,)]"
83,16,7,"[(5, 4), (2, 3), (5, 3), (3, 4), (1, 3)]","[(1, 2, 6), (5,), (8,), (3, 4)]"
84,38,3,"[(4, 3), (1, 1)]","[(1, 2, 4)]"
85,14,7,"[(5, 6), (3, 4), (5, 4), (1, 3), (6, 3)]","[(1, 2, 3, 5), (7,), (9,), (4,)]"
86,19,6,"[(5, 6), (5, 2), (2, 6), (6, 5)]","[(1, 2, 3, 5), (7,), (8,)]"
87,26,5,"[(2, 5), (3, 4), (2, 3), (4, 6)]","[(1, 2, 4), (7,), (5,)]"
88,17,6,"[(2, 6), (6, 6), (5, 3), (4, 5)]","[(1, 2, 5), (3, 9), (8,)]"
89,20,6,"[(6, 2), (4, 5), (2, 6), (4, 2)]","[(1, 2, 5), (3, 6), (8,)]"
90,22,6,"[(3, 3), (2, 6), (4, 5), (4, 1)]","[(1, 2, 3), (8,), (4, 5)]"
91,27,5,"[(4, 5), (6, 3), (2, 2)]","[(1, 2, 6), (4, 5)]"
92,17,7,"[(3, 3), (6, 3), (4, 2), (3, 4), (4, 3)]","[(1, 2, 3), (4, 5), (6,), (7,)]"
93,38,3,"[(2, 5), (2, 2)]","[(1, 2, 4)]"
94,37,3,"[(2, 2), (2, 2), (1, 3)]","[(1, 3), (4,)]"
95,30,5,"[(4, 1), (3, 2), (1, 4), (4, 6)]","[(1, 4), (2, 3), (5,)]"
96,28,5,"[(2, 3), (6, 6), (6, 1)]","[(1, 4), (2, 3, 7)]"
97,16,6,"[(3, 2), (3, 6), (1, 5), (5, 4), (1, 3)]","[(1, 4), (2, 7), (6,), (9,)]"
98,21,6,"[(2, 4), (2, 3), (1, 3), (5, 4), (5, 4)]","[(1, 2, 3), (5,), (4,), (9,)]"
99,24,6,"[(4, 4), (4, 2), (6, 1), (5, 1)]","[(1, 2, 5), (6,), (3, 4)]"
100,31,4,"[(1, 2), (2, 2), (1, 6), (3, 1)]","[(1, 2), (4,), (7,)]"
101,35,4,"[(6, 4), (4, 6)]","[(1, 2, 3, 4)]"
102,23,6,"[(2, 2), (5, 1), (2, 5), (2, 3), (6, 4)]","[(1, 3), (2, 4), (7,), (5,)]"
103,28,5,"[(3, 2), (1, 4), (1, 6), (6, 4)]","[(1, 4), (2, 3), (7,)]"
104,25,5,"[(3, 6), (6, 5), (4, 2)]","[(1, 2, 6), (3, 8)]"
105,15,7,"[(5, 6), (4, 3), (6, 6), (6, 2)]","[(1, 2, 3, 5), (7,), (4, 8)]"
106,12,7,"[(5, 4), (4, 3), (4, 5), (3, 5), (5, 5)]","[(1, 2, 6), (3, 4), (9,), (8,)]"
107,8,8,"[(4, 3), (2, 4), (1, 6), (2, 3), (6, 6), (4, 2)]","[(1, 2, 4), (6,), (7,), (5,), (3, 9)]"
108,30,5,"[(5, 1), (1, 4), (1, 3), (3, 1)]","[(1, 2, 3), (5,), (4,)]"
109,24,6,"[(3, 5), (6, 3), (2, 2), (1, 4)]","[(1, 2, 5), (3, 6), (4,)]"
110,24,6,"[(2, 6), (1, 5), (2, 1), (3, 1), (1, 1)]","[(1, 2, 5), (6,), (3,), (4,)]"
111,35,4,"[(6, 4), (1, 3)]","[(1, 2, 3, 4)]"
112,13,7,"[(2, 2), (4, 1), (6, 4), (3, 4), (2, 4), (6, 6)]","[(1, 3), (5,), (2, 8), (7,), (6,)]"
113,34,4,"[(5, 6), (1, 1)]","[(1, 2, 3, 5)]"
114,24,6,"[(2, 5), (3, 3), (1, 2), (3, 2), (3, 3)]","[(1, 2, 4), (6,), (3,), (5,)]"
115,22,6,"[(5, 3), (4, 3), (4, 4), (5, 5)]","[(1, 2, 5), (3, 4), (8,)]"
116,24,6,"[(2, 3), (4, 6), (5, 1), (2, 4)]","[(1, 4), (2, 3, 5), (6,)]"
117,17,7,"[(6, 3), (2, 2), (4, 6), (3, 2), (5, 6)]","[(1, 2, 6), (4,), (3, 7), (5,)]"
118,25,5,"[(2, 5), (1, 6), (1, 5), (4, 6)]","[(1, 2, 4), (7,), (6,)]"
119,8,8,"[(4, 4), (6, 6), (5, 2), (6, 4), (6, 1)]","[(1, 2, 5), (3, 9), (7,), (4, 6)]"
120,33,4,"[(6, 6), (4, 6)]","[(1, 2, 3, 6)]"
121,11,7,"[(5, 5), (1, 6), (2, 6), (3, 6), (2, 5)]","[(1, 2, 3, 4), (7,), (8,), (9,)]"
122,14,7,"[(2, 1), (4, 3), (5, 2), (5, 4), (3, 2), (2, 1)]","[(1, 2), (3, 4), (7,), (9,), (5,)]"
123,13,7,"[(2, 2), (2, 6), (3, 5), (2, 3), (1, 6), (1, 6)]","[(1, 3), (2, 6), (8,), (5,), (7,)]"
124,9,8,"[(3, 4), (6, 1), (5, 1), (5, 6), (4, 1), (3, 2)]","[(1, 2, 4), (7,), (6,), (3, 8), (5,)]"
125,35,4,"[(6, 1), (2, 1), (6, 4)]","[(1, 2, 4), (3,)]"
126,9,8,"[(3, 6), (1, 4), (3, 1), (6, 5), (2, 5), (2, 1)]","[(1, 2, 6), (5,), (4,), (3, 8), (7,)]"
127,23,6,"[(2, 1), (1, 2), (6, 3), (6, 1), (2, 5)]","[(1, 2), (3,), (4, 5), (7,)]"
128,23,6,"[(4, 4), (2, 2), (6, 4), (1, 6)]","[(1, 2, 5), (4,), (3, 7)]"
129,28,5,"[(5, 5), (5, 2), (4, 6)]","[(1, 2, 3, 4), (7,)]"
130,9,8,"[(5, 1), (6, 2), (5, 6), (5, 6), (2, 6)]","[(1, 2, 3), (8,), (4, 7), (5, 6)]"
131,29,5,"[(1, 1), (1, 3), (5, 5), (5, 5)]","[(2,), (1, 3), (4, 6)]"
132,20,6,"[(4, 3), (5, 6), (1, 6), (6, 1)]","[(1, 2, 4), (3, 8), (7,)]"
133,9,8,"[(6, 2), (6, 5), (5, 6), (5, 1), (1, 5)]","[(1, 2, 5), (3, 8), (4, 7), (6,)]"
134,11,7,"[(4, 6), (2, 5), (4, 5), (3, 5), (4, 3)]","[(1, 2, 3, 4), (7,), (9,), (8,)]"
135,17,7,"[(6, 5), (3, 4), (5, 5), (1, 2)]","[(1, 2, 3, 5), (7,), (4, 6)]"
136,32,4,"[(4, 5), (3, 1), (4, 2)]","[(1, 2, 6), (4,)]"
137,21,6,"[(5, 2), (6, 5), (1, 5), (2, 6)]","[(1, 2, 4), (3, 8), (6,)]"
138,34,4,"[(2, 2), (4, 1), (1, 1), (3, 2)]","[(1, 3), (5,), (2,)]"
139,33,4,"[(1, 3), (5, 3), (5, 5)]","[(1, 3), (2, 6)]"
140,9,8,"[(2, 6), (3, 3), (6, 4), (6, 6), (1, 3)]","[(1, 2, 5), (6,), (3, 7), (4, 8)]"
141,38,3,"[(2, 5), (1, 1)]","[(1, 2, 4)]"
142,24,6,"[(5, 4), (6, 6), (4, 1)]","[(1, 2, 6), (3, 4, 5)]"
143,37,3,"[(2, 6), (2, 3)]","[(1, 2, 5)]"
144,27,5,"[(2, 5), (5, 6), (1, 2)]","[(1, 2, 4), (3, 8)]"
145,30,5,"[(3, 4), (2, 6), (4, 6)]","[(1, 2, 4), (3, 5)]"
146,38,3,"[(2, 5), (1, 1)]","[(1, 2, 4)]"
147,35,4,"[(2, 2), (4, 2), (4, 6)]","[(1, 3), (2, 4)]"
148,21,6,"[(1, 3), (6, 6), (3, 5), (5, 5)]","[(1, 3), (2, 4, 6), (8,)]"
149,24,6,"[(4, 5), (6, 1), (4, 1), (2, 3)]","[(1, 2, 6), (3, 4), (5,)]"
150,25,5,"[(5, 1), (2, 4), (3, 5), (5, 3)]","[(1, 2, 3), (6,), (8,)]"
151,24,5,"[(1, 3), (6, 4), (3, 4), (2, 6)]","[(1, 3), (2, 8), (7,)]"
152,31,4,"[(2, 5), (1, 6), (1, 1)]","[(1, 2, 4), (7,)]"
153,22,6,"[(1, 2), (1, 4), (6, 5), (1, 3), (3, 5)]","[(1, 2), (5,), (3, 8), (4,)]"
154,24,5,"[(2, 2), (3, 6), (3, 5), (4, 3)]","[(1, 3), (2, 7), (8,)]"
155,28,5,"[(2, 5), (5, 5), (1, 3)]","[(1, 2, 4), (3, 7)]"
156,22,6,"[(5, 1), (5, 6), (5, 1), (4, 3)]","[(1, 2, 3), (4, 7), (6,)]"
157,31,4,"[(3, 6), (2, 3), (4, 1)]","[(1, 2, 6), (5,)]"
158,12,7,"[(5, 1), (1, 3), (6, 2), (3, 6), (3, 3), (4, 4)]","[(1, 2, 3), (4,), (8,), (9,), (6,)]"
159,19,6,"[(6, 1), (4, 3), (2, 1), (3, 6), (5, 2)]","[(1, 2, 4), (7,), (3,), (9,)]"
160,13,7,"[(2, 2), (3, 1), (5, 4), (4, 2), (3, 6), (3, 1)]","[(1, 3), (4,), (2, 7), (6,), (9,)]"
161,30,5,"[(5, 5), (2, 3), (2, 2)]","[(1, 2, 3, 4), (5,)]"
162,15,7,"[(6, 1), (1, 5), (4, 5), (4, 4), (4, 6)]","[(1, 2, 4), (6,), (9,), (3, 5)]"
163,30,5,"[(1, 1), (3, 3), (4, 3), (6, 6)]","[(2,), (1, 5), (3, 4)]"
164,28,5,"[(3, 6), (5, 3), (1, 2)]","[(1, 2, 6), (3, 5)]"
165,25,5,"[(5, 6), (5, 4), (3, 6)]","[(1, 2, 3, 5), (9,)]"
166,16,7,"[(2, 2), (5, 5), (3, 6), (1, 5), (4, 2)]","[(1, 3), (2, 8), (4, 5), (6,)]"
167,15,7,"[(6, 2), (6, 5), (5, 6), (3, 5)]","[(1, 2, 5), (3, 8), (4, 7)]"
168,9,8,"[(6, 5), (1, 6), (6, 6), (3, 3), (4, 1)]","[(1, 2, 3, 5), (7,), (4, 8), (6,)]"
169,30,5,"[(4, 4), (1, 6), (5, 6)]","[(1, 2, 5), (3, 4)]"
170,30,5,"[(3, 5), (6, 1), (1, 1)]","[(1, 2, 5), (3, 4)]"
171,4,8,"[(6, 2), (1, 5), (5, 6), (6, 1), (6, 3), (1, 5)]","[(1, 2, 5), (6,), (3, 8), (7,), (9,)]"
172,9,8,"[(4, 1), (2, 4), (3, 5), (6, 2), (4, 5), (6, 6)]","[(1, 4), (6,), (3, 5), (8,), (2, 7)]"
173,27,5,"[(3, 4), (5, 6), (2, 6)]","[(1, 2, 4), (3, 8)]"
174,28,5,"[(6, 2), (4, 5), (2, 1)]","[(1, 2, 5), (3, 6)]"
175,8,8,"[(4, 5), (3, 1), (3, 6), (5, 3), (2, 5), (6, 5)]","[(1, 2, 6), (4,), (9,), (3, 5), (7,)]"
176,38,3,"[(6, 1), (1, 3)]","[(1, 2, 4)]"
177,13,7,"[(3, 1), (6, 6), (6, 1), (5, 4), (2, 2)]","[(1, 3), (2, 4, 6), (7,), (9,)]"
178,17,7,"[(6, 1), (2, 3), (5, 2), (5, 4), (3, 2)]","[(1, 2, 4), (5,), (7,), (3, 6)]"
179,27,5,"[(2, 1), (3, 2), (4, 2), (2, 2), (1, 5)]","[(1, 2), (5,), (6,), (4,)]"
180,20,6,"[(2, 5), (1, 2), (5, 1), (5, 4), (5, 4)]","[(1, 2, 4), (3,), (6,), (9,)]"
181,36,3,"[(5, 4), (3, 3)]","[(1, 2, 6)]"
182,25,5,"[(6, 1), (5, 1), (3, 4), (1, 3)]","[(1, 2, 4), (6,), (7,)]"
183,24,6,"[(3, 4), (2, 3), (6, 3), (1, 4)]","[(1, 2, 4), (5,), (3, 6)]"
184,26,5,"[(4, 5), (6, 4), (5, 5)]","[(1, 2, 6), (3, 7)]"
185,24,6,"[(6, 6), (1, 3), (1, 4), (6, 6)]","[(1, 2, 3, 6), (4,), (5,)]"
186,28,5,"[(4, 6), (3, 4), (3, 4)]","[(1, 2, 3, 4), (7,)]"
187,23,6,"[(5, 5), (6, 6), (3, 2)]","[(1, 2, 3, 4), (5, 7)]"
188,27,5,"[(3, 6), (6, 3), (5, 1)]","[(1, 2, 6), (4, 5)]"
189,19,6,"[(5, 3), (2, 6), (5, 5), (2, 1)]","[(1, 2, 5), (8,), (3, 7)]"
190,14,7,"[(4, 3), (4, 4), (6, 3), (6, 1), (6, 5)]","[(1, 2, 4), (3, 5), (9,), (7,)]"
191,27,5,"[(5, 3), (4, 6), (2, 3)]","[(1, 2, 5), (3, 7)]"
192,28,5,"[(2, 5), (4, 6), (5, 2)]","[(1, 2, 4), (3, 7)]"
193,39,3,"[(3, 3), (1, 1)]","[(1, 2, 3)]"
194,34,4,"[(6, 5), (1, 1)]","[(1, 2, 3, 5)]"
195,25,5,"[(3, 4), (5, 2), (3, 3), (1, 5)]","[(1, 2, 4), (7,), (6,)]"
196,22,6,"[(6, 6), (6, 5), (5, 1)]","[(1, 2, 3, 6), (4, 7)]"
197,22,6,"[(2, 3), (3, 6), (5, 4), (3, 1)]","[(1, 4), (2, 7), (3, 6)]"
198,15,7,"[(6, 5), (4, 6), (4, 5), (3, 3)]","[(1, 2, 3, 5), (4, 6), (9,)]"
199,9,8,"[(6, 6), (5, 3), (6, 5), (2, 3), (3, 3)]","[(1, 2, 3, 6), (8,), (4, 7), (5,)]"
200,34,4,"[(6, 5), (2, 3)]","[(1, 2, 3, 5)]"
201,32,4,"[(2, 4), (4, 3), (2, 1)]","[(1, 2, 3), (7,)]"
202,42,2,"[(2, 1), (1, 1)]","[(1, 2)]"
203,26,5,"[(6, 2), (5, 6), (1, 4)]","[(1, 2, 5), (3, 8)]"
204,23,6,"[(6, 1), (1, 6), (5, 3), (6, 6)]","[(1, 2, 4), (7,), (3, 5)]"
205,9,8,"[(5, 3), (3, 1), (6, 5), (4, 2), (5, 2), (4, 3)]","[(1, 2, 5), (4,), (3, 8), (6,), (7,)]"
206,22,6,"[(5, 1), (6, 1), (6, 4), (1, 6)]","[(1, 2, 3), (7,), (4, 6)]"
207,27,5,"[(6, 3), (3, 6), (1, 4)]","[(1, 2, 6), (4, 5)]"
208,22,6,"[(3, 2), (5, 4), (1, 5), (2, 1), (1, 1)]","[(1, 4), (2, 7), (6,), (3,)]"
209,34,4,"[(2, 2), (2, 5), (4, 1)]","[(1, 3), (2, 5)]"
210,14,7,"[(4, 6), (3, 4), (2, 3), (6, 3), (1, 3)]","[(1, 2, 3, 4), (7,), (5,), (9,)]"
211,25,5,"[(4, 2), (2, 4), (3, 5), (1, 5)]","[(1, 2, 3), (6,), (8,)]"
212,23,6,"[(2, 3), (5, 4), (4, 4), (4, 3)]","[(1, 4), (2, 7), (3, 5)]"
213,29,5,"[(6, 6), (3, 1), (1, 1)]","[(1, 2, 3, 6), (4,)]"
214,25,5,"[(3, 6), (1, 2), (3, 5), (5, 5)]","[(1, 2, 6), (3,), (8,)]"
215,7,8,"[(5, 4), (1, 3), (4, 5), (5, 6), (1, 4), (4, 6)]","[(1, 2, 6), (4,), (9,), (3, 8), (5,)]"
216,35,4,"[(5, 5), (4, 6)]","[(1, 2, 3, 4)]"
217,29,5,"[(2, 5), (5, 4), (1, 3)]","[(1, 2, 4), (3, 6)]"
218,26,5,"[(5, 1), (6, 1), (5, 1), (6, 1)]","[(1, 2, 3), (7,), (6,)]"
219,30,5,"[(4, 6), (1, 4), (1, 4)]","[(1, 2, 3, 4), (5,)]"
220,17,7,"[(4, 5), (3, 2), (5, 2), (5, 2), (1, 5)]","[(1, 2, 6), (5,), (3, 4), (7,)]"
221,35,4,"[(2, 5), (2, 1), (1, 1)]","[(1, 2, 4), (3,)]"
222,28,5,"[(3, 4), (4, 6), (5, 5)]","[(1, 2, 4), (3, 7)]"
223,28,5,"[(5, 6), (4, 2), (4, 2)]","[(1, 2, 3, 5), (6,)]"
224,36,3,"[(3, 6), (1, 5)]","[(1, 2, 6)]"
225,22,6,"[(2, 5), (2, 3), (4, 4), (1, 2), (6, 4)]","[(1, 2, 4), (5,), (8,), (3,)]"
226,38,3,"[(3, 4), (1, 3)]","[(1, 2, 4)]"
227,35,4,"[(6, 4), (4, 6)]","[(1, 2, 3, 4)]"
228,19,6,"[(1, 3), (1, 6), (2, 4), (4, 5), (1, 1)]","[(1, 3), (2, 5), (6,), (9,)]"
229,17,7,"[(6, 3), (5, 5), (1, 4), (2, 2), (3, 4)]","[(1, 2, 6), (3, 7), (5,), (4,)]"
230,30,5,"[(2, 4), (6, 3), (5, 5)]","[(1, 2, 3), (4, 5)]"
231,29,4,"[(5, 3), (6, 2), (1, 1)]","[(1, 2, 5), (8,)]"
232,8,8,"[(3, 2), (1, 5), (5, 3), (5, 6), (3, 4), (1, 2)]","[(1, 4), (6,), (3, 5), (2, 9), (7,)]"
233,18,6,"[(5, 1), (2, 5), (2, 6), (1, 5), (3, 5)]","[(1, 2, 3), (7,), (8,), (6,)]"
234,24,6,"[(2, 4), (3, 1), (5, 6), (6, 5)]","[(1, 2, 3), (4,), (5, 6)]"
235,15,7,"[(4, 2), (5, 4), (4, 2), (3, 6), (5, 5)]","[(1, 2, 3), (4, 5), (6,), (9,)]"
236,15,7,"[(5, 5), (3, 5), (3, 4), (3, 2), (6, 4)]","[(1, 2, 3, 4), (8,), (7,), (5,)]"
237,23,6,"[(5, 5), (1, 4), (2, 5), (2, 3)]","[(1, 2, 3, 4), (5,), (7,)]"
238,24,6,"[(1, 5), (2, 4), (5, 4), (5, 6)]","[(1, 2, 3), (6,), (4, 5)]"
239,38,3,"[(1, 6), (1, 1)]","[(1, 2, 4)]"
240,22,6,"[(6, 3), (3, 4), (2, 5), (1, 3)]","[(1, 2, 6), (3, 4), (7,)]"
241,38,3,"[(5, 2), (1, 3)]","[(1, 2, 4)]"
242,19,6,"[(3, 5), (1, 3), (3, 5), (3, 3), (3, 1)]","[(1, 2, 5), (4,), (8,), (6,)]"
243,31,4,"[(1, 6), (4, 3), (3, 1)]","[(1, 2, 4), (7,)]"
244,24,6,"[(1, 3), (4, 1), (6, 6), (2, 2)]","[(1, 3), (5,), (2, 4, 6)]"
245,41,2,"[(2, 2), (1, 2)]","[(1, 3)]"
246,22,6,"[(1, 3), (6, 3), (4, 6), (2, 5)]","[(1, 3), (2, 7), (4, 6)]"
247,17,7,"[(1, 6), (5, 5), (3, 2), (3, 3), (5, 5)]","[(1, 2, 4), (3, 7), (5,), (6,)]"
248,18,6,"[(2, 2), (6, 2), (6, 2), (4, 3), (6, 1)]","[(1, 3), (2, 6), (8,), (7,)]"
249,32,4,"[(1, 3), (2, 2), (1, 4), (4, 1)]","[(1, 3), (4,), (5,)]"
250,38,3,"[(6, 1), (1, 3)]","[(1, 2, 4)]"
251,15,7,"[(2, 2), (2, 3), (3, 6), (3, 1), (2, 6), (3, 2)]","[(1, 3), (5,), (2, 7), (4,), (8,)]"
252,25,5,"[(5, 2), (6, 1), (2, 4), (3, 3)]","[(1, 2, 4), (7,), (6,)]"
253,15,7,"[(3, 3), (6, 3), (1, 6), (4, 4), (1, 2)]","[(1, 2, 3), (4, 5), (7,), (8,)]"
