Game Number,Score,Tiles Closed,Rolls,Moves
81,27,5,"[(1, 2), (2, 5), (2, 6), (3, 1)]","[(1, 2), (3, 4), (8,)]"
82,20,6,"[(3, 3), (4, 1), (5, 1), (4, 4), (5, 5)]","[(1, 2, 3), (5,), (6,), (8,)]"
83,26,5,"[(5, 2), (2, 3), (5, 2), (6, 4)]","[(1, 2, 4), (5,), (7,)]"
84,13,7,"[(5, 3), (3, 6), (3, 5), (1, 6), (5, 2)]","[(1, 2, 5), (3, 6), (8,), (7,)]"
85,24,6,"[(2, 6), (4, 2), (2, 2), (1, 2), (3, 2)]","[(1, 2, 5), (6,), (4,), (3,)]"
86,11,7,"[(4, 2), (2, 5), (6, 6), (3, 6), (5, 4)]","[(1, 2, 3), (7,), (4, 8), (9,)]"
87,27,5,"[(6, 3), (2, 3), (3, 1), (2, 4)]","[(1, 2, 6), (5,), (4,)]"
88,24,6,"[(2, 5), (3, 6), (3, 2), (6, 5)]","[(1, 2, 4), (3, 6), (5,)]"
89,23,5,"[(4, 3), (5, 1), (5, 4), (1, 5)]","[(1, 2, 4), (6,), (9,)]"
90,21,6,"[(3, 3), (5, 5), (4, 4), (5, 1)]","[(1, 2, 3), (4, 6), (8,)]"
91,26,5,"[(6, 6), (6, 1), (3, 3)]","[(1, 2, 3, 6), (7,)]"
92,35,4,"[(4, 3), (1, 2), (1, 3)]","[(1, 2, 4), (3,)]"
93,27,5,"[(2, 1), (4, 4), (1, 6), (2, 1)]","[(1, 2), (3, 5), (7,)]"
94,19,6,"[(6, 5), (5, 2), (2, 6), (4, 3)]","[(1, 2, 3, 5), (7,), (8,)]"
95,27,5,"[(1, 6), (5, 6), (6, 2)]","[(1, 2, 4), (3, 8)]"
96,24,6,"[(4, 6), (6, 5), (1, 4)]","[(1, 2, 3, 4), (5, 6)]"
97,21,6,"[(3, 5), (3, 3), (5, 5), (1, 1)]","[(1, 2, 5), (6,), (3, 7)]"
98,16,7,"[(6, 3), (6, 5), (3, 6), (5, 1)]","[(1, 2, 6), (3, 8), (4, 5)]"
99,36,3,"[(3, 6), (1, 5)]","[(1, 2, 6)]"
100,17,6,"[(5, 3), (3, 5), (6, 6), (5, 4)]","[(1, 2, 5), (8,), (3, 9)]"
101,32,4,"[(3, 2), (6, 2), (5, 1)]","[(1, 4), (2, 6)]"
102,24,5,"[(5, 1), (6, 1), (5, 3), (2, 1)]","[(1, 2, 3), (7,), (8,)]"
103,21,6,"[(5, 3), (2, 5), (4, 5), (1, 1)]","[(1, 2, 5), (3, 4), (9,)]"
104,14,7,"[(5, 1), (1, 3), (4, 3), (3, 2), (6, 3), (3, 2)]","[(1, 2, 3), (4,), (7,), (5,), (9,)]"
105,30,5,"[(3, 2), (6, 1), (1, 2), (1, 2)]","[(1, 4), (2, 5), (3,)]"
106,27,5,"[(1, 2), (5, 3), (6, 1), (5, 6)]","[(1, 2), (3, 5), (7,)]"
107,39,3,"[(3, 3), (1, 1)]","[(1, 2, 3)]"
108,15,7,"[(5, 5), (4, 4), (3, 2), (4, 3), (2, 5)]","[(1, 2, 3, 4), (8,), (5,), (7,)]"
109,30,5,"[(2, 4), (6, 3), (1, 4)]","[(1, 2, 3), (4, 5)]"
110,26,5,"[(1, 2), (3, 4), (5, 4), (5, 5)]","[(1, 2), (3, 4), (9,)]"
111,24,6,"[(3, 1), (3, 5), (1, 3), (4, 1), (5, 1)]","[(1, 3), (2, 6), (4,), (5,)]"
112,31,4,"[(1, 4), (3, 6), (1, 1)]","[(1, 4), (2, 7)]"
113,38,3,"[(4, 3), (2, 2)]","[(1, 2, 4)]"
114,28,5,"[(4, 5), (5, 3), (4, 1)]","[(1, 2, 6), (3, 5)]"
115,20,6,"[(5, 4), (1, 3), (6, 3), (2, 1), (4, 6)]","[(1, 2, 6), (4,), (9,), (3,)]"
116,27,5,"[(6, 1), (4, 1), (1, 5), (3, 1)]","[(1, 2, 4), (5,), (6,)]"
117,24,6,"[(4, 2), (3, 6), (1, 5), (5, 5)]","[(1, 2, 3), (4, 5), (6,)]"
118,13,7,"[(2, 1), (2, 6), (6, 1), (3, 5), (4, 2), (2, 6)]","[(1, 2), (3, 5), (7,), (8,), (6,)]"
119,35,4,"[(2, 1), (3, 4), (1, 2)]","[(1, 2), (3, 4)]"
120,13,7,"[(4, 3), (2, 4), (3, 6), (4, 6), (5, 4)]","[(1, 2, 4), (6,), (9,), (3, 7)]"
121,20,6,"[(5, 3), (5, 4), (6, 2), (2, 6)]","[(1, 2, 5), (3, 6), (8,)]"
122,20,6,"[(6, 4), (6, 2), (4, 3), (3, 1)]","[(1, 2, 3, 4), (8,), (7,)]"
123,22,6,"[(2, 3), (4, 3), (6, 5), (6, 2)]","[(1, 4), (2, 5), (3, 8)]"
124,13,7,"[(3, 4), (2, 3), (5, 3), (6, 6), (4, 5)]","[(1, 2, 4), (5,), (8,), (3, 9)]"
125,8,8,"[(5, 6), (6, 1), (6, 4), (3, 6), (3, 3)]","[(1, 2, 3, 5), (7,), (4, 6), (9,)]"
126,24,6,"[(1, 3), (5, 1), (4, 2), (2, 3), (3, 3)]","[(1, 3), (2, 4), (6,), (5,)]"
127,28,5,"[(5, 6), (1, 5), (3, 2)]","[(1, 2, 3, 5), (6,)]"
128,41,2,"[(3, 1), (1, 2)]","[(1, 3)]"
129,32,4,"[(1, 5), (1, 6), (1, 6)]","[(1, 2, 3), (7,)]"
130,22,5,"[(3, 5), (4, 2), (5, 4), (3, 2)]","[(1, 2, 5), (6,), (9,)]"
131,34,3,"[(2, 3), (4, 2), (2, 2)]","[(1, 4), (6,)]"
132,17,7,"[(4, 1), (1, 2), (6, 6), (6, 2), (4, 3)]","[(1, 4), (3,), (5, 7), (2, 6)]"
133,37,3,"[(4, 4), (4, 1)]","[(1, 2, 5)]"
134,20,6,"[(4, 6), (5, 3), (3, 4), (1, 2)]","[(1, 2, 3, 4), (8,), (7,)]"
135,28,5,"[(6, 4), (5, 2), (6, 4)]","[(1, 2, 3, 4), (7,)]"
136,27,5,"[(4, 3), (6, 5), (3, 5)]","[(1, 2, 4), (3, 8)]"
137,23,6,"[(6, 5), (3, 4), (2, 2), (4, 3)]","[(1, 2, 3, 5), (7,), (4,)]"
138,24,6,"[(6, 2), (4, 2), (1, 6), (3, 2)]","[(1, 2, 5), (6,), (3, 4)]"
139,14,7,"[(3, 6), (6, 5), (6, 5), (3, 1)]","[(1, 2, 6), (3, 8), (4, 7)]"
140,12,7,"[(5, 6), (5, 1), (5, 4), (2, 5), (1, 2)]","[(1, 2, 3, 5), (6,), (9,), (7,)]"
141,13,7,"[(2, 4), (6, 3), (5, 4), (3, 5), (5, 4)]","[(1, 2, 3), (4, 5), (9,), (8,)]"
142,17,7,"[(5, 6), (6, 4), (5, 2), (6, 6)]","[(1, 2, 3, 5), (4, 6), (7,)]"
143,22,5,"[(5, 4), (1, 4), (6, 3), (3, 3)]","[(1, 2, 6), (5,), (9,)]"
144,21,6,"[(4, 4), (3, 6), (2, 5), (1, 6)]","[(1, 2, 5), (3, 6), (7,)]"
145,30,5,"[(4, 2), (5, 4), (2, 1)]","[(1, 2, 3), (4, 5)]"
146,23,6,"[(3, 1), (5, 6), (1, 6), (6, 4)]","[(1, 3), (2, 4, 5), (7,)]"
147,24,6,"[(6, 4), (4, 2), (4, 1), (4, 1)]","[(1, 2, 3, 4), (6,), (5,)]"
148,14,7,"[(4, 4), (1, 6), (5, 4), (2, 5), (3, 2)]","[(1, 2, 5), (3, 4), (9,), (7,)]"
149,23,6,"[(3, 3), (3, 6), (4, 3), (3, 1)]","[(1, 2, 3), (4, 5), (7,)]"
150,7,8,"[(5, 3), (4, 5), (6, 6), (5, 4), (3, 5)]","[(1, 2, 5), (3, 6), (4, 8), (9,)]"
151,23,6,"[(2, 5), (1, 6), (2, 6), (1, 4)]","[(1, 2, 4), (7,), (3, 5)]"
152,26,5,"[(4, 4), (5, 6), (2, 3)]","[(1, 2, 5), (3, 8)]"
153,28,5,"[(6, 2), (1, 2), (4, 2), (5, 5)]","[(1, 2, 5), (3,), (6,)]"
154,16,7,"[(4, 4), (6, 1), (4, 4), (2, 4), (3, 5)]","[(1, 2, 5), (3, 4), (8,), (6,)]"
155,20,6,"[(6, 1), (5, 5), (4, 4), (5, 2)]","[(1, 2, 4), (3, 7), (8,)]"
156,22,6,"[(2, 3), (4, 6), (4, 4), (4, 1)]","[(1, 4), (2, 3, 5), (8,)]"
157,12,7,"[(1, 1), (5, 1), (3, 1), (3, 3), (3, 5), (1, 6), (2, 4)]","[(2,), (1, 5), (4,), (6,), (8,), (7,)]"
158,25,5,"[(4, 2), (2, 4), (5, 3), (4, 2)]","[(1, 2, 3), (6,), (8,)]"
159,9,8,"[(1, 6), (5, 2), (2, 4), (4, 4), (5, 3), (4, 4)]","[(1, 2, 4), (7,), (6,), (3, 5), (8,)]"
160,35,4,"[(4, 6), (1, 3)]","[(1, 2, 3, 4)]"
161,27,5,"[(1, 2), (2, 6), (5, 2), (2, 5)]","[(1, 2), (3, 5), (7,)]"
162,25,5,"[(1, 2), (2, 6), (6, 3), (3, 2)]","[(1, 2), (3, 5), (9,)]"
163,34,4,"[(5, 6), (1, 4)]","[(1, 2, 3, 5)]"
164,17,7,"[(3, 6), (2, 6), (6, 5), (2, 1)]","[(1, 2, 6), (3, 5), (4, 7)]"
165,28,5,"[(6, 1), (6, 4), (2, 1)]","[(1, 2, 4), (3, 7)]"
166,22,6,"[(6, 4), (3, 2), (2, 6), (3, 2)]","[(1, 2, 3, 4), (5,), (8,)]"
167,24,6,"[(5, 2), (2, 6), (2, 4), (3, 3)]","[(1, 2, 4), (3, 5), (6,)]"
168,28,5,"[(5, 1), (6, 5), (5, 2)]","[(1, 2, 3), (4, 7)]"
169,22,6,"[(4, 3), (3, 4), (5, 4), (1, 1)]","[(1, 2, 4), (7,), (3, 6)]"
170,33,4,"[(2, 3), (4, 3), (1, 1)]","[(1, 4), (2, 5)]"
171,26,5,"[(4, 5), (4, 6), (4, 6)]","[(1, 2, 6), (3, 7)]"
172,38,3,"[(6, 1), (3, 1)]","[(1, 2, 4)]"
173,21,6,"[(2, 2), (1, 6), (3, 6), (1, 3), (6, 3)]","[(1, 3), (2, 5), (9,), (4,)]"
174,27,5,"[(1, 3), (2, 4), (5, 3), (3, 1)]","[(1, 3), (2, 4), (8,)]"
175,16,7,"[(6, 5), (6, 4), (6, 2), (4, 4)]","[(1, 2, 3, 5), (4, 6), (8,)]"
176,18,6,"[(4, 3), (1, 2), (4, 4), (6, 3), (4, 6)]","[(1, 2, 4), (3,), (8,), (9,)]"
177,28,5,"[(4, 5), (3, 5), (4, 6)]","[(1, 2, 6), (3, 5)]"
178,14,7,"[(5, 5), (6, 6), (5, 4), (2, 3)]","[(1, 2, 3, 4), (5, 7), (9,)]"
179,16,7,"[(6, 3), (6, 6), (6, 2), (5, 6)]","[(1, 2, 6), (3, 4, 5), (8,)]"
180,18,6,"[(6, 1), (3, 4), (2, 3), (2, 6), (3, 4)]","[(1, 2, 4), (7,), (5,), (8,)]"
181,16,7,"[(5, 2), (2, 3), (3, 3), (5, 6), (1, 1)]","[(1, 2, 4), (5,), (6,), (3, 8)]"
182,15,7,"[(6, 1), (1, 6), (5, 3), (2, 6), (5, 3)]","[(1, 2, 4), (7,), (3, 5), (8,)]"
183,0,9,"[(5, 6), (3, 5), (1, 5), (6, 5), (5, 4)]","[(1, 2, 3, 5), (8,), (6,), (4, 7), (9,)]"
184,22,6,"[(5, 5), (1, 6), (1, 5), (1, 5)]","[(1, 2, 3, 4), (7,), (6,)]"
185,19,6,"[(1, 6), (5, 5), (3, 6), (4, 3)]","[(1, 2, 4), (3, 7), (9,)]"
186,18,6,"[(3, 6), (3, 6), (5, 4), (6, 3)]","[(1, 2, 6), (4, 5), (9,)]"
187,28,5,"[(1, 2), (2, 3), (5, 4), (3, 2)]","[(1, 2), (5,), (3, 6)]"
188,27,5,"[(6, 3), (5, 4), (1, 5)]","[(1, 2, 6), (4, 5)]"
189,20,6,"[(1, 6), (5, 6), (5, 2), (6, 2)]","[(1, 2, 4), (3, 8), (7,)]"
190,15,7,"[(5, 3), (5, 2), (1, 6), (4, 4), (6, 5)]","[(1, 2, 5), (3, 4), (7,), (8,)]"
191,24,6,"[(4, 1), (5, 3), (3, 5), (3, 2)]","[(1, 4), (2, 6), (3, 5)]"
192,22,6,"[(2, 5), (2, 5), (5, 4), (4, 6)]","[(1, 2, 4), (7,), (3, 6)]"
193,29,5,"[(5, 1), (1, 5), (2, 2), (2, 1)]","[(1, 2, 3), (6,), (4,)]"
194,29,5,"[(1, 3), (2, 2), (3, 5), (1, 5)]","[(1, 3), (4,), (2, 6)]"
195,40,2,"[(1, 4), (1, 3)]","[(1, 4)]"
196,14,7,"[(6, 6), (2, 5), (6, 6), (5, 2)]","[(1, 2, 3, 6), (7,), (4, 8)]"
197,24,6,"[(2, 6), (5, 4), (3, 1), (5, 5)]","[(1, 2, 5), (3, 6), (4,)]"
198,29,5,"[(2, 5), (4, 5), (2, 2)]","[(1, 2, 4), (3, 6)]"
199,22,6,"[(6, 1), (4, 2), (5, 5), (1, 3)]","[(1, 2, 4), (6,), (3, 7)]"
200,22,6,"[(4, 4), (4, 3), (5, 3), (1, 2)]","[(1, 2, 5), (3, 4), (8,)]"
201,27,5,"[(6, 5), (4, 3), (2, 1)]","[(1, 2, 3, 5), (7,)]"
202,18,6,"[(3, 2), (4, 4), (3, 2), (6, 3), (2, 3)]","[(1, 4), (2, 6), (5,), (9,)]"
203,34,4,"[(2, 6), (1, 2), (1, 1)]","[(1, 2, 5), (3,)]"
204,21,6,"[(3, 6), (5, 5), (2, 3), (5, 5)]","[(1, 2, 6), (3, 7), (5,)]"
205,21,6,"[(5, 4), (2, 6), (3, 4), (2, 4)]","[(1, 2, 6), (3, 5), (7,)]"
206,31,4,"[(2, 4), (4, 4), (2, 1)]","[(1, 2, 3), (8,)]"
207,26,5,"[(1, 3), (4, 3), (5, 3), (4, 4)]","[(1, 3), (2, 5), (8,)]"
208,33,4,"[(6, 6), (4, 6)]","[(1, 2, 3, 6)]"
209,17,7,"[(1, 4), (6, 6), (6, 5), (1, 5)]","[(1, 4), (2, 3, 7), (5, 6)]"
210,23,6,"[(1, 5), (1, 6), (5, 4), (1, 6)]","[(1, 2, 3), (7,), (4, 5)]"
211,32,4,"[(4, 1), (6, 2), (4, 2)]","[(1, 4), (2, 6)]"
212,24,6,"[(6, 3), (2, 2), (5, 3), (2, 3)]","[(1, 2, 6), (4,), (3, 5)]"
213,36,3,"[(6, 3), (3, 3)]","[(1, 2, 6)]"
214,17,7,"[(6, 3), (1, 2), (5, 4), (6, 1), (4, 1)]","[(1, 2, 6), (3,), (4, 5), (7,)]"
215,34,4,"[(1, 3), (4, 3), (1, 1)]","[(1, 3), (2, 5)]"
216,21,6,"[(2, 1), (3, 2), (5, 1), (5, 5), (5, 1)]","[(1, 2), (5,), (6,), (3, 7)]"
217,23,6,"[(4, 6), (6, 6), (1, 6)]","[(1, 2, 3, 4), (5, 7)]"
218,19,6,"[(2, 6), (4, 6), (6, 2), (2, 3)]","[(1, 2, 5), (3, 7), (8,)]"
219,13,7,"[(1, 6), (4, 2), (6, 6), (1, 6), (1, 3)]","[(1, 2, 4), (6,), (3, 9), (7,)]"
220,35,4,"[(6, 4), (6, 4)]","[(1, 2, 3, 4)]"
221,29,5,"[(3, 4), (6, 3), (1, 3)]","[(1, 2, 4), (3, 6)]"
222,34,4,"[(1, 1), (5, 4), (1, 1)]","[(2,), (1, 3, 5)]"
223,28,5,"[(3, 3), (5, 6), (2, 2)]","[(1, 2, 3), (4, 7)]"
224,33,4,"[(6, 6), (1, 2)]","[(1, 2, 3, 6)]"
225,35,4,"[(6, 4), (3, 1)]","[(1, 2, 3, 4)]"
226,18,6,"[(5, 5), (5, 4), (2, 6), (2, 1)]","[(1, 2, 3, 4), (9,), (8,)]"
227,23,6,"[(2, 3), (3, 2), (2, 3), (4, 3), (1, 3)]","[(1, 4), (2, 3), (5,), (7,)]"
228,40,2,"[(1, 4), (3, 1)]","[(1, 4)]"
229,30,5,"[(6, 2), (6, 1), (2, 2)]","[(1, 2, 5), (3, 4)]"
230,22,6,"[(3, 3), (6, 4), (6, 1), (1, 2)]","[(1, 2, 3), (4, 6), (7,)]"
231,28,5,"[(5, 1), (3, 2), (1, 5), (1, 4)]","[(1, 2, 3), (5,), (6,)]"
232,27,5,"[(3, 5), (4, 6), (2, 5)]","[(1, 2, 5), (3, 7)]"
233,25,5,"[(5, 4), (6, 5), (4, 4)]","[(1, 2, 6), (3, 8)]"
234,39,3,"[(5, 1), (1, 2)]","[(1, 2, 3)]"
235,15,7,"[(5, 1), (4, 5), (3, 4), (4, 4), (1, 1)]","[(1, 2, 3), (4, 5), (7,), (8,)]"
236,13,7,"[(2, 4), (4, 4), (2, 5), (2, 4), (3, 2), (6, 1)]","[(1, 2, 3), (8,), (7,), (6,), (5,)]"
237,25,5,"[(3, 6), (5, 6), (1, 1)]","[(1, 2, 6), (3, 8)]"
238,29,5,"[(3, 3), (6, 4), (2, 1)]","[(1, 2, 3), (4, 6)]"
239,34,4,"[(5, 6), (2, 1)]","[(1, 2, 3, 5)]"
240,19,6,"[(2, 4), (6, 5), (4, 5), (1, 1)]","[(1, 2, 3), (4, 7), (9,)]"
241,31,4,"[(1, 2), (2, 4), (1, 4), (3, 3)]","[(1, 2), (6,), (5,)]"
242,37,3,"[(6, 2), (2, 3)]","[(1, 2, 5)]"
243,17,7,"[(5, 1), (3, 2), (1, 5), (5, 6), (4, 6)]","[(1, 2, 3), (5,), (6,), (4, 7)]"
244,23,6,"[(1, 5), (2, 3), (5, 6), (4, 1)]","[(1, 2, 3), (5,), (4, 7)]"
245,25,5,"[(2, 6), (1, 3), (6, 2), (1, 3)]","[(1, 2, 5), (4,), (8,)]"
246,15,7,"[(2, 2), (6, 1), (3, 4), (6, 6), (1, 4)]","[(1, 3), (2, 5), (7,), (4, 8)]"
247,21,6,"[(3, 2), (5, 5), (5, 4), (4, 1)]","[(1, 4), (2, 3, 5), (9,)]"
248,25,5,"[(6, 3), (5, 6), (4, 6)]","[(1, 2, 6), (3, 8)]"
249,37,3,"[(1, 3), (3, 1), (3, 1)]","[(1, 3), (4,)]"
250,28,5,"[(4, 6), (2, 5), (6, 4)]","[(1, 2, 3, 4), (7,)]"
251,30,5,"[(4, 1), (3, 2), (1, 4), (3, 2)]","[(1, 4), (2, 3), (5,)]"
252,33,4,"[(1, 2), (5, 4), (2, 4)]","[(1, 2), (3, 6)]"
253,39,3,"[(1, 5), (1, 2)]","[(1, 2, 3)]"
254,21,6,"[(1, 3), (5, 5), (4, 6), (6, 5)]","[(1, 3), (2, 8), (4, 6)]"
255,14,7,"[(5, 5), (6, 3), (6, 6), (2, 1)]","[(1, 2, 3, 4), (9,), (5, 7)]"
256,12,7,"[(3, 1), (4, 1), (5, 2), (5, 6), (1, 5), (1, 1)]","[(1, 3), (5,), (7,), (2, 9), (6,)]"
257,13,7,"[(3, 6), (2, 3), (5, 5), (4, 4), (1, 4)]","[(1, 2, 6), (5,), (3, 7), (8,)]"
