Game Number,Score,Tiles Closed,Rolls,Moves
698,28,5,"[(4, 6), (6, 1), (6, 4)]","[(1, 2, 3, 4), (7,)]"
699,20,6,"[(1, 1), (1, 4), (5, 6), (4, 3), (1, 6)]","[(2,), (1, 4), (3, 8), (7,)]"
700,25,5,"[(2, 6), (6, 6), (4, 1)]","[(1, 2, 5), (3, 9)]"
701,32,4,"[(1, 5), (5, 2), (1, 1)]","[(1, 2, 3), (7,)]"
702,28,5,"[(4, 6), (3, 4), (2, 2)]","[(1, 2, 3, 4), (7,)]"
703,33,4,"[(3, 1), (1, 1), (1, 5), (4, 6)]","[(1, 3), (2,), (6,)]"
704,15,7,"[(4, 2), (5, 3), (6, 5), (4, 1), (6, 5)]","[(1, 2, 3), (8,), (4, 7), (5,)]"
705,15,7,"[(1, 3), (3, 1), (4, 1), (5, 3), (6, 3), (2, 3)]","[(1, 3), (4,), (5,), (2, 6), (9,)]"
706,26,5,"[(3, 4), (6, 6), (5, 4)]","[(1, 2, 4), (3, 9)]"
707,31,4,"[(1, 5), (2, 6), (1, 2)]","[(1, 2, 3), (8,)]"
708,33,4,"[(3, 4), (3, 2), (4, 1)]","[(1, 2, 4), (5,)]"
709,21,6,"[(6, 5), (3, 3), (5, 2), (6, 4)]","[(1, 2, 3, 5), (6,), (7,)]"
710,30,5,"[(2, 3), (4, 6), (4, 6)]","[(1, 4), (2, 3, 5)]"
711,20,6,"[(2, 4), (3, 2), (2, 6), (4, 2), (6, 4)]","[(1, 2, 3), (5,), (8,), (6,)]"
712,26,5,"[(3, 4), (6, 6), (1, 2)]","[(1, 2, 4), (3, 9)]"
713,30,5,"[(6, 2), (1, 6), (5, 5)]","[(1, 2, 5), (3, 4)]"
714,7,8,"[(1, 1), (5, 2), (6, 5), (3, 6), (5, 4), (6, 4)]","[(2,), (1, 6), (3, 8), (4, 5), (9,)]"
715,26,5,"[(1, 1), (5, 2), (4, 6), (5, 5)]","[(2,), (1, 6), (3, 7)]"
716,25,5,"[(3, 1), (5, 2), (4, 5), (6, 3)]","[(1, 3), (2, 5), (9,)]"
717,13,7,"[(3, 1), (6, 4), (3, 6), (6, 3), (5, 5)]","[(1, 3), (2, 8), (4, 5), (9,)]"
718,14,7,"[(2, 1), (5, 2), (1, 6), (5, 3), (3, 3), (2, 6)]","[(1, 2), (3, 4), (7,), (8,), (6,)]"
719,37,3,"[(2, 6), (3, 2)]","[(1, 2, 5)]"
720,25,5,"[(3, 6), (6, 5), (4, 6)]","[(1, 2, 6), (3, 8)]"
721,0,9,"[(1, 4), (1, 2), (6, 3), (4, 1), (4, 2), (6, 3), (3, 5)]","[(1, 4), (3,), (2, 7), (5,), (6,), (9,), (8,)]"
722,7,8,"[(4, 1), (4, 2), (4, 6), (3, 6), (5, 3), (4, 2)]","[(1, 4), (6,), (2, 3, 5), (9,), (8,)]"
723,25,5,"[(4, 1), (5, 4), (1, 5), (3, 4)]","[(1, 4), (2, 7), (6,)]"
724,29,5,"[(2, 4), (5, 5), (5, 1)]","[(1, 2, 3), (4, 6)]"
725,28,5,"[(2, 1), (2, 1), (5, 6), (2, 1)]","[(1, 2), (3,), (4, 7)]"
726,20,6,"[(2, 5), (1, 6), (4, 2), (2, 3), (2, 3)]","[(1, 2, 4), (7,), (6,), (5,)]"
727,14,6,"[(2, 6), (6, 2), (4, 2), (6, 3), (1, 1)]","[(1, 2, 5), (8,), (6,), (9,)]"
728,30,5,"[(3, 4), (2, 6), (4, 6)]","[(1, 2, 4), (3, 5)]"
729,16,7,"[(5, 4), (3, 5), (3, 5), (1, 3), (3, 5)]","[(1, 2, 6), (3, 5), (8,), (4,)]"
730,33,4,"[(2, 4), (4, 2), (6, 4)]","[(1, 2, 3), (6,)]"
731,30,5,"[(6, 1), (3, 5), (1, 4)]","[(1, 2, 4), (3, 5)]"
732,28,5,"[(4, 5), (5, 3), (1, 4)]","[(1, 2, 6), (3, 5)]"
733,29,5,"[(5, 4), (3, 4), (5, 1)]","[(1, 2, 6), (3, 4)]"
734,36,3,"[(3, 6), (2, 4)]","[(1, 2, 6)]"
735,15,7,"[(6, 4), (5, 4), (1, 4), (3, 3), (2, 4)]","[(1, 2, 3, 4), (9,), (5,), (6,)]"
736,15,7,"[(6, 1), (3, 2), (4, 4), (4, 6), (4, 6)]","[(1, 2, 4), (5,), (8,), (3, 7)]"
737,30,5,"[(2, 3), (6, 4), (1, 3)]","[(1, 4), (2, 3, 5)]"
738,31,4,"[(4, 1), (5, 4), (6, 4)]","[(1, 4), (2, 7)]"
739,35,4,"[(5, 5), (1, 2)]","[(1, 2, 3, 4)]"
740,39,3,"[(1, 5), (2, 1)]","[(1, 2, 3)]"
741,16,7,"[(4, 5), (6, 3), (1, 2), (2, 6), (6, 2)]","[(1, 2, 6), (4, 5), (3,), (8,)]"
742,12,7,"[(2, 1), (2, 1), (5, 5), (6, 2), (6, 3), (1, 5)]","[(1, 2), (3,), (4, 6), (8,), (9,)]"
743,9,8,"[(5, 6), (4, 3), (5, 1), (6, 6), (1, 3)]","[(1, 2, 3, 5), (7,), (6,), (4, 8)]"
744,25,5,"[(1, 1), (5, 4), (6, 3), (1, 4)]","[(2,), (1, 3, 5), (9,)]"
745,19,6,"[(1, 1), (2, 4), (6, 2), (1, 3), (1, 5), (2, 3)]","[(2,), (1, 5), (8,), (4,), (6,)]"
746,23,6,"[(4, 6), (4, 1), (6, 1), (5, 5)]","[(1, 2, 3, 4), (5,), (7,)]"
747,34,3,"[(2, 3), (1, 5), (2, 4)]","[(1, 4), (6,)]"
748,30,5,"[(1, 4), (1, 2), (5, 2), (2, 3)]","[(1, 4), (3,), (2, 5)]"
749,30,5,"[(2, 2), (6, 5), (4, 1)]","[(1, 3), (2, 4, 5)]"
750,22,6,"[(5, 5), (3, 4), (2, 4), (2, 2)]","[(1, 2, 3, 4), (7,), (6,)]"
751,23,6,"[(6, 4), (2, 3), (3, 4), (4, 3)]","[(1, 2, 3, 4), (5,), (7,)]"
752,25,5,"[(4, 1), (2, 6), (2, 5), (3, 1)]","[(1, 4), (2, 6), (7,)]"
753,15,7,"[(3, 6), (1, 3), (3, 6), (5, 3), (2, 4)]","[(1, 2, 6), (4,), (9,), (3, 5)]"
754,28,5,"[(1, 6), (6, 4), (2, 1)]","[(1, 2, 4), (3, 7)]"
755,37,3,"[(5, 3), (2, 3)]","[(1, 2, 5)]"
756,9,8,"[(1, 6), (4, 6), (2, 4), (1, 4), (3, 5), (3, 4)]","[(1, 2, 4), (3, 7), (6,), (5,), (8,)]"
757,28,5,"[(6, 3), (4, 4), (2, 4)]","[(1, 2, 6), (3, 5)]"
758,17,7,"[(5, 4), (6, 3), (4, 6), (1, 6)]","[(1, 2, 6), (4, 5), (3, 7)]"
759,17,7,"[(6, 1), (4, 2), (5, 3), (5, 2), (2, 5)]","[(1, 2, 4), (6,), (3, 5), (7,)]"
760,28,5,"[(5, 5), (5, 2), (1, 3)]","[(1, 2, 3, 4), (7,)]"
761,24,6,"[(3, 5), (1, 6), (4, 2), (6, 5)]","[(1, 2, 5), (3, 4), (6,)]"
762,31,4,"[(1, 5), (2, 6), (5, 3)]","[(1, 2, 3), (8,)]"
763,29,5,"[(1, 3), (6, 6), (1, 5)]","[(1, 3), (2, 4, 6)]"
764,18,6,"[(4, 4), (2, 1), (5, 4), (3, 4), (2, 3)]","[(1, 2, 5), (3,), (9,), (7,)]"
765,27,5,"[(2, 4), (2, 2), (6, 2), (6, 4)]","[(1, 2, 3), (4,), (8,)]"
766,24,6,"[(4, 3), (1, 5), (5, 3), (3, 1)]","[(1, 2, 4), (6,), (3, 5)]"
767,28,5,"[(4, 4), (3, 6), (5, 1)]","[(1, 2, 5), (3, 6)]"
768,35,4,"[(5, 5), (2, 1)]","[(1, 2, 3, 4)]"
769,30,5,"[(3, 2), (1, 2), (4, 3), (1, 2)]","[(1, 4), (3,), (2, 5)]"
770,15,7,"[(6, 5), (2, 2), (5, 3), (4, 3), (2, 1)]","[(1, 2, 3, 5), (4,), (8,), (7,)]"
771,23,6,"[(4, 3), (5, 3), (4, 3), (6, 5)]","[(1, 2, 4), (3, 5), (7,)]"
772,36,3,"[(6, 3), (3, 3)]","[(1, 2, 6)]"
773,28,5,"[(5, 4), (3, 5), (1, 1)]","[(1, 2, 6), (3, 5)]"
774,23,5,"[(5, 4), (3, 1), (3, 6), (5, 1)]","[(1, 2, 6), (4,), (9,)]"
775,7,8,"[(2, 2), (5, 3), (3, 5), (3, 6), (4, 5), (1, 5)]","[(1, 3), (2, 6), (8,), (4, 5), (9,)]"
776,19,6,"[(6, 6), (4, 1), (4, 5), (4, 6)]","[(1, 2, 3, 6), (5,), (9,)]"
777,35,4,"[(5, 5), (1, 1)]","[(1, 2, 3, 4)]"
778,21,6,"[(5, 4), (5, 3), (5, 2), (3, 4)]","[(1, 2, 6), (3, 5), (7,)]"
779,8,8,"[(5, 3), (6, 6), (3, 4), (6, 4), (2, 1)]","[(1, 2, 5), (3, 9), (7,), (4, 6)]"
780,17,7,"[(3, 4), (4, 5), (6, 1), (1, 4), (1, 3)]","[(1, 2, 4), (3, 6), (7,), (5,)]"
781,29,5,"[(5, 1), (4, 6), (2, 4)]","[(1, 2, 3), (4, 6)]"
782,7,8,"[(3, 1), (3, 5), (6, 3), (3, 6), (4, 4), (5, 6)]","[(1, 3), (2, 6), (4, 5), (9,), (8,)]"
783,17,7,"[(2, 1), (3, 1), (3, 5), (4, 2), (4, 3), (1, 1)]","[(1, 2), (4,), (3, 5), (6,), (7,)]"
784,29,5,"[(4, 6), (2, 4), (3, 3)]","[(1, 2, 3, 4), (6,)]"
785,22,6,"[(6, 4), (3, 3), (6, 1), (1, 5)]","[(1, 2, 3, 4), (6,), (7,)]"
786,6,8,"[(1, 1), (2, 1), (3, 6), (3, 6), (6, 3), (1, 6), (3, 2)]","[(2,), (3,), (1, 8), (4, 5), (9,), (7,)]"
787,38,3,"[(2, 5), (1, 3)]","[(1, 2, 4)]"
788,35,4,"[(5, 1), (2, 2), (1, 3)]","[(1, 2, 3), (4,)]"
789,24,6,"[(4, 5), (3, 4), (3, 2), (3, 1)]","[(1, 2, 6), (3, 4), (5,)]"
790,25,5,"[(2, 1), (3, 2), (6, 6), (1, 4)]","[(1, 2), (5,), (3, 9)]"
791,26,5,"[(6, 5), (4, 4), (2, 3)]","[(1, 2, 3, 5), (8,)]"
792,20,6,"[(6, 1), (5, 5), (3, 5), (3, 4)]","[(1, 2, 4), (3, 7), (8,)]"
793,28,5,"[(6, 2), (4, 5), (1, 2)]","[(1, 2, 5), (3, 6)]"
794,33,4,"[(6, 6), (4, 2)]","[(1, 2, 3, 6)]"
795,27,5,"[(6, 1), (6, 5), (2, 6)]","[(1, 2, 4), (3, 8)]"
796,14,7,"[(2, 2), (5, 3), (3, 1), (2, 5), (6, 2), (4, 2)]","[(1, 3), (2, 6), (4,), (7,), (8,)]"
797,30,5,"[(6, 4), (1, 4), (2, 1)]","[(1, 2, 3, 4), (5,)]"
798,7,8,"[(6, 2), (2, 1), (1, 3), (6, 2), (5, 4), (4, 2), (2, 3)]","[(1, 2, 5), (3,), (4,), (8,), (9,), (6,)]"
799,33,4,"[(6, 6), (2, 4)]","[(1, 2, 3, 6)]"
800,34,4,"[(1, 1), (1, 2), (4, 2), (2, 1)]","[(2,), (3,), (1, 5)]"
801,23,6,"[(4, 2), (3, 1), (1, 6), (2, 3), (1, 3)]","[(1, 2, 3), (4,), (7,), (5,)]"
802,34,4,"[(1, 3), (1, 1), (1, 4), (4, 1)]","[(1, 3), (2,), (5,)]"
803,33,4,"[(3, 3), (3, 3), (1, 2)]","[(1, 2, 3), (6,)]"
804,12,7,"[(2, 6), (1, 5), (6, 4), (4, 5), (1, 1)]","[(1, 2, 5), (6,), (3, 7), (9,)]"
805,25,5,"[(5, 6), (5, 4), (4, 5)]","[(1, 2, 3, 5), (9,)]"
806,17,7,"[(2, 2), (3, 3), (5, 6), (4, 3), (1, 2)]","[(1, 3), (2, 4), (5, 6), (7,)]"
807,34,4,"[(1, 1), (4, 5), (3, 2)]","[(2,), (1, 3, 5)]"
808,25,5,"[(2, 5), (3, 4), (2, 4), (2, 4)]","[(1, 2, 4), (7,), (6,)]"
809,19,6,"[(3, 3), (4, 3), (3, 2), (3, 5), (2, 5)]","[(1, 2, 3), (7,), (5,), (8,)]"
810,28,5,"[(4, 1), (2, 3), (5, 2), (1, 3)]","[(1, 4), (2, 3), (7,)]"
811,13,7,"[(1, 4), (1, 4), (5, 3), (5, 4), (3, 2), (1, 2)]","[(1, 4), (2, 3), (8,), (9,), (5,)]"
812,25,5,"[(2, 3), (4, 4), (5, 2), (3, 4)]","[(1, 4), (2, 6), (7,)]"
813,0,9,"[(6, 1), (1, 5), (4, 1), (5, 5), (5, 4), (3, 5)]","[(1, 2, 4), (6,), (5,), (3, 7), (9,), (8,)]"
814,29,5,"[(6, 6), (3, 1), (1, 2)]","[(1, 2, 3, 6), (4,)]"
815,33,4,"[(6, 6), (2, 1)]","[(1, 2, 3, 6)]"
816,28,5,"[(1, 1), (5, 4), (1, 5), (1, 2)]","[(2,), (1, 3, 5), (6,)]"
817,34,3,"[(2, 3), (5, 1), (1, 5)]","[(1, 4), (6,)]"
818,26,5,"[(5, 3), (3, 5), (1, 2), (4, 1)]","[(1, 2, 5), (8,), (3,)]"
819,17,7,"[(1, 5), (1, 3), (5, 6), (2, 5), (1, 5)]","[(1, 2, 3), (4,), (5, 6), (7,)]"
820,21,6,"[(6, 1), (6, 3), (5, 3), (2, 1)]","[(1, 2, 4), (3, 6), (8,)]"
821,23,6,"[(2, 2), (4, 3), (6, 5), (6, 1)]","[(1, 3), (2, 5), (4, 7)]"
822,16,7,"[(1, 6), (3, 6), (2, 3), (3, 5), (2, 6)]","[(1, 2, 4), (3, 6), (5,), (8,)]"
823,17,7,"[(4, 3), (1, 6), (2, 4), (2, 6), (3, 4)]","[(1, 2, 4), (7,), (6,), (3, 5)]"
824,41,2,"[(3, 1), (2, 1)]","[(1, 3)]"
825,29,5,"[(5, 4), (5, 2), (2, 4)]","[(1, 2, 6), (3, 4)]"
826,35,4,"[(6, 4), (1, 1)]","[(1, 2, 3, 4)]"
827,32,4,"[(5, 1), (5, 2), (5, 2)]","[(1, 2, 3), (7,)]"
828,19,6,"[(1, 6), (3, 2), (4, 4), (1, 5), (3, 5)]","[(1, 2, 4), (5,), (8,), (6,)]"
829,28,5,"[(2, 1), (3, 3), (5, 3), (3, 2)]","[(1, 2), (6,), (3, 5)]"
830,36,3,"[(6, 3), (1, 5)]","[(1, 2, 6)]"
831,28,5,"[(1, 5), (1, 6), (3, 1), (2, 1)]","[(1, 2, 3), (7,), (4,)]"
832,29,5,"[(3, 2), (5, 6), (1, 1)]","[(1, 4), (2, 3, 6)]"
833,33,4,"[(5, 1), (4, 2), (6, 4)]","[(1, 2, 3), (6,)]"
834,38,3,"[(3, 2), (1, 1), (2, 2)]","[(1, 4), (2,)]"
835,23,6,"[(4, 1), (2, 3), (6, 6), (1, 3)]","[(1, 4), (2, 3), (5, 7)]"
836,21,6,"[(3, 2), (5, 6), (6, 2), (1, 1)]","[(1, 4), (2, 3, 6), (8,)]"
837,9,8,"[(4, 1), (6, 6), (4, 4), (5, 6), (1, 2)]","[(1, 4), (2, 3, 7), (8,), (5, 6)]"
838,11,7,"[(1, 4), (4, 4), (3, 6), (4, 1), (5, 2), (1, 6)]","[(1, 4), (2, 6), (9,), (5,), (7,)]"
839,9,8,"[(5, 2), (4, 5), (6, 2), (6, 6), (1, 6)]","[(1, 2, 4), (3, 6), (8,), (5, 7)]"
840,30,5,"[(5, 1), (5, 4), (1, 1)]","[(1, 2, 3), (4, 5)]"
841,29,5,"[(2, 1), (2, 2), (6, 3), (5, 1)]","[(1, 2), (4,), (3, 6)]"
842,34,4,"[(2, 4), (4, 1), (3, 2)]","[(1, 2, 3), (5,)]"
843,25,5,"[(1, 6), (5, 1), (3, 4), (5, 5)]","[(1, 2, 4), (6,), (7,)]"
844,6,8,"[(3, 5), (6, 6), (4, 4), (6, 5), (3, 5)]","[(1, 2, 5), (3, 9), (8,), (4, 7)]"
845,34,4,"[(5, 6), (4, 1)]","[(1, 2, 3, 5)]"
846,30,5,"[(5, 3), (5, 2), (4, 1)]","[(1, 2, 5), (3, 4)]"
847,29,5,"[(3, 3), (5, 5), (6, 4)]","[(1, 2, 3), (4, 6)]"
848,38,3,"[(2, 5), (1, 3)]","[(1, 2, 4)]"
849,21,6,"[(5, 1), (5, 5), (4, 4), (5, 3)]","[(1, 2, 3), (4, 6), (8,)]"
850,8,8,"[(3, 2), (2, 3), (4, 5), (6, 5), (5, 2), (1, 2)]","[(1, 4), (2, 3), (9,), (5, 6), (7,)]"
851,30,5,"[(1, 5), (5, 4), (1, 2)]","[(1, 2, 3), (4, 5)]"
852,16,7,"[(5, 1), (6, 6), (6, 5), (5, 5)]","[(1, 2, 3), (4, 8), (5, 6)]"
853,14,7,"[(6, 6), (1, 3), (4, 4), (3, 4), (6, 2)]","[(1, 2, 3, 6), (4,), (8,), (7,)]"
854,27,5,"[(2, 6), (5, 5), (3, 2)]","[(1, 2, 5), (3, 7)]"
855,18,6,"[(4, 1), (1, 1), (5, 6), (5, 4), (5, 3)]","[(1, 4), (2,), (3, 8), (9,)]"
856,9,8,"[(5, 6), (4, 6), (2, 5), (3, 5), (3, 2)]","[(1, 2, 3, 5), (4, 6), (7,), (8,)]"
857,20,6,"[(1, 1), (3, 2), (6, 4), (6, 2), (6, 4)]","[(2,), (1, 4), (3, 7), (8,)]"
858,28,5,"[(3, 5), (5, 4), (4, 2)]","[(1, 2, 5), (3, 6)]"
859,10,7,"[(5, 6), (4, 5), (5, 2), (2, 6), (2, 1)]","[(1, 2, 3, 5), (9,), (7,), (8,)]"
860,7,8,"[(6, 2), (5, 4), (6, 2), (2, 2), (6, 3), (4, 1)]","[(1, 2, 5), (3, 6), (8,), (4,), (9,)]"
861,34,3,"[(1, 4), (3, 3), (2, 4)]","[(1, 4), (6,)]"
862,21,6,"[(3, 1), (1, 1), (4, 4), (5, 5), (6, 4)]","[(1, 3), (2,), (8,), (4, 6)]"
863,18,6,"[(4, 6), (6, 2), (4, 5), (2, 2)]","[(1, 2, 3, 4), (8,), (9,)]"
864,28,5,"[(2, 2), (6, 1), (4, 2), (6, 4)]","[(1, 3), (2, 5), (6,)]"
865,6,8,"[(1, 2), (1, 6), (1, 4), (6, 3), (6, 1), (6, 2), (1, 2)]","[(1, 2), (3, 4), (5,), (9,), (7,), (8,)]"
866,0,9,"[(5, 5), (4, 5), (5, 1), (3, 2), (3, 5), (1, 6)]","[(1, 2, 3, 4), (9,), (6,), (5,), (8,), (7,)]"
867,41,2,"[(1, 3), (2, 1)]","[(1, 3)]"
868,28,5,"[(4, 6), (1, 6), (1, 6)]","[(1, 2, 3, 4), (7,)]"
869,36,3,"[(3, 6), (1, 1)]","[(1, 2, 6)]"
870,8,8,"[(3, 6), (3, 6), (5, 5), (4, 5), (2, 4)]","[(1, 2, 6), (4, 5), (3, 7), (9,)]"
871,14,7,"[(6, 4), (2, 6), (5, 2), (1, 5), (6, 1)]","[(1, 2, 3, 4), (8,), (7,), (6,)]"
872,38,3,"[(6, 1), (3, 1)]","[(1, 2, 4)]"
873,29,5,"[(2, 2), (2, 6), (1, 3), (4, 2)]","[(1, 3), (2, 6), (4,)]"
874,23,6,"[(4, 2), (4, 3), (5, 4), (1, 6)]","[(1, 2, 3), (7,), (4, 5)]"
875,13,7,"[(2, 1), (1, 6), (5, 3), (2, 3), (5, 4), (6, 3)]","[(1, 2), (3, 4), (8,), (5,), (9,)]"
876,8,8,"[(1, 1), (2, 3), (1, 6), (3, 2), (6, 6), (2, 4), (4, 6)]","[(2,), (1, 4), (7,), (5,), (3, 9), (6,)]"
877,18,6,"[(2, 5), (3, 2), (1, 6), (4, 4), (3, 1)]","[(1, 2, 4), (5,), (7,), (8,)]"
878,26,5,"[(2, 1), (3, 3), (4, 6), (5, 2)]","[(1, 2), (6,), (3, 7)]"
879,24,6,"[(2, 1), (1, 6), (1, 4), (4, 2), (3, 1)]","[(1, 2), (3, 4), (5,), (6,)]"
880,33,4,"[(4, 4), (3, 1), (2, 2)]","[(1, 2, 5), (4,)]"
881,28,5,"[(4, 2), (3, 4), (1, 3), (5, 5)]","[(1, 2, 3), (7,), (4,)]"
882,36,3,"[(6, 3), (1, 5)]","[(1, 2, 6)]"
883,25,5,"[(6, 1), (3, 4), (5, 1), (2, 2)]","[(1, 2, 4), (7,), (6,)]"
884,14,7,"[(2, 5), (3, 4), (1, 2), (2, 6), (4, 2), (3, 1)]","[(1, 2, 4), (7,), (3,), (8,), (6,)]"
885,35,4,"[(1, 6), (1, 2), (1, 2)]","[(1, 2, 4), (3,)]"
886,17,7,"[(6, 3), (4, 4), (6, 5), (1, 2)]","[(1, 2, 6), (3, 5), (4, 7)]"
887,26,5,"[(3, 4), (1, 4), (2, 5), (2, 3)]","[(1, 2, 4), (5,), (7,)]"
888,17,7,"[(4, 3), (3, 3), (1, 6), (2, 6), (2, 2)]","[(1, 2, 4), (6,), (7,), (3, 5)]"
889,30,5,"[(1, 3), (6, 5), (4, 6)]","[(1, 3), (2, 4, 5)]"
890,16,7,"[(2, 5), (2, 1), (4, 2), (5, 3), (4, 1), (5, 6)]","[(1, 2, 4), (3,), (6,), (8,), (5,)]"
891,14,7,"[(5, 1), (5, 6), (4, 4), (5, 1), (1, 2)]","[(1, 2, 3), (4, 7), (8,), (6,)]"
892,21,6,"[(3, 5), (2, 1), (2, 5), (2, 4), (1, 2)]","[(1, 2, 5), (3,), (7,), (6,)]"
893,38,3,"[(1, 6), (3, 1)]","[(1, 2, 4)]"
894,37,3,"[(3, 5), (3, 2)]","[(1, 2, 5)]"
895,37,3,"[(3, 1), (3, 1), (3, 1)]","[(1, 3), (4,)]"
896,12,7,"[(6, 6), (1, 3), (3, 5), (4, 5), (5, 1)]","[(1, 2, 3, 6), (4,), (8,), (9,)]"
897,36,3,"[(4, 5), (4, 2)]","[(1, 2, 6)]"
898,21,6,"[(1, 5), (3, 5), (5, 5), (4, 4)]","[(1, 2, 3), (8,), (4, 6)]"
899,17,7,"[(5, 2), (1, 2), (6, 6), (1, 5), (1, 1)]","[(1, 2, 4), (3,), (5, 7), (6,)]"
900,37,3,"[(4, 4), (2, 3)]","[(1, 2, 5)]"
901,22,6,"[(6, 1), (5, 4), (2, 5), (2, 2)]","[(1, 2, 4), (3, 6), (7,)]"
902,20,6,"[(5, 5), (5, 3), (2, 5), (2, 6)]","[(1, 2, 3, 4), (8,), (7,)]"
903,14,7,"[(5, 2), (6, 5), (2, 5), (3, 3), (6, 2)]","[(1, 2, 4), (3, 8), (7,), (6,)]"
904,16,7,"[(2, 2), (4, 1), (2, 2), (4, 6), (3, 3), (4, 1)]","[(1, 3), (5,), (4,), (2, 8), (6,)]"
905,29,5,"[(6, 1), (3, 6), (1, 5)]","[(1, 2, 4), (3, 6)]"
906,9,8,"[(2, 5), (4, 1), (5, 6), (3, 3), (3, 4), (3, 5)]","[(1, 2, 4), (5,), (3, 8), (6,), (7,)]"
907,32,4,"[(1, 3), (6, 3), (2, 5)]","[(1, 3), (2, 7)]"
908,15,7,"[(5, 2), (6, 6), (5, 6), (2, 1)]","[(1, 2, 4), (3, 9), (5, 6)]"
909,23,6,"[(3, 5), (3, 1), (5, 5), (6, 5)]","[(1, 2, 5), (4,), (3, 7)]"
910,26,5,"[(2, 1), (4, 5), (1, 6), (5, 6)]","[(1, 2), (3, 6), (7,)]"
911,11,7,"[(5, 6), (4, 2), (4, 4), (5, 4), (4, 5)]","[(1, 2, 3, 5), (6,), (8,), (9,)]"
912,14,7,"[(2, 3), (2, 1), (6, 3), (3, 2), (3, 6), (2, 5)]","[(1, 4), (3,), (2, 7), (5,), (9,)]"
913,28,5,"[(4, 6), (4, 3), (5, 5)]","[(1, 2, 3, 4), (7,)]"
914,32,4,"[(1, 6), (4, 2), (2, 4)]","[(1, 2, 4), (6,)]"
915,27,5,"[(2, 4), (3, 5), (1, 3), (3, 1)]","[(1, 2, 3), (8,), (4,)]"
916,9,8,"[(2, 4), (4, 1), (1, 5), (4, 4), (5, 6), (3, 5)]","[(1, 2, 3), (5,), (6,), (8,), (4, 7)]"
917,20,6,"[(3, 5), (2, 2), (4, 3), (1, 5), (4, 2)]","[(1, 2, 5), (4,), (7,), (6,)]"
918,26,5,"[(3, 1), (3, 4), (6, 2), (6, 6)]","[(1, 3), (2, 5), (8,)]"
919,37,3,"[(5, 3), (1, 1)]","[(1, 2, 5)]"
920,26,5,"[(6, 2), (6, 5), (4, 4)]","[(1, 2, 5), (3, 8)]"
921,29,5,"[(3, 1), (4, 4), (2, 2), (3, 1)]","[(1, 3), (2, 6), (4,)]"
922,29,5,"[(3, 4), (6, 3), (2, 1)]","[(1, 2, 4), (3, 6)]"
923,20,6,"[(3, 5), (5, 1), (6, 5), (3, 3)]","[(1, 2, 5), (6,), (3, 8)]"
924,26,5,"[(3, 3), (5, 1), (2, 5), (6, 1)]","[(1, 2, 3), (6,), (7,)]"
925,34,3,"[(3, 2), (3, 3), (1, 3)]","[(1, 4), (6,)]"
926,28,5,"[(4, 2), (6, 5), (6, 1)]","[(1, 2, 3), (4, 7)]"
927,22,6,"[(6, 4), (5, 3), (1, 4), (2, 6)]","[(1, 2, 3, 4), (8,), (5,)]"
928,24,6,"[(1, 5), (5, 1), (6, 3), (2, 1)]","[(1, 2, 3), (6,), (4, 5)]"
929,28,5,"[(6, 6), (2, 3), (4, 6)]","[(1, 2, 3, 6), (5,)]"
930,20,6,"[(4, 5), (1, 4), (6, 5), (2, 6)]","[(1, 2, 6), (5,), (3, 8)]"
931,26,5,"[(5, 3), (5, 6), (1, 1)]","[(1, 2, 5), (3, 8)]"
932,33,4,"[(5, 4), (2, 1), (1, 5)]","[(1, 2, 6), (3,)]"
933,13,7,"[(5, 6), (6, 6), (6, 3), (2, 6)]","[(1, 2, 3, 5), (4, 8), (9,)]"
934,15,7,"[(2, 2), (1, 5), (5, 4), (6, 5), (6, 6)]","[(1, 3), (2, 4), (9,), (5, 6)]"
935,33,4,"[(2, 2), (5, 3), (2, 1)]","[(1, 3), (2, 6)]"
936,33,4,"[(3, 4), (1, 4), (4, 1)]","[(1, 2, 4), (5,)]"
937,26,5,"[(2, 1), (3, 6), (1, 6), (5, 1)]","[(1, 2), (3, 6), (7,)]"
938,39,3,"[(2, 4), (2, 1)]","[(1, 2, 3)]"
939,23,6,"[(1, 1), (5, 4), (6, 5), (3, 2)]","[(2,), (1, 3, 5), (4, 7)]"
940,37,3,"[(4, 4), (1, 4)]","[(1, 2, 5)]"
941,20,6,"[(4, 1), (5, 6), (3, 6), (2, 4)]","[(1, 4), (2, 3, 6), (9,)]"
942,22,6,"[(3, 2), (2, 6), (5, 5), (5, 1)]","[(1, 4), (2, 6), (3, 7)]"
943,32,4,"[(1, 3), (3, 6), (1, 2)]","[(1, 3), (2, 7)]"
944,20,6,"[(2, 4), (1, 3), (2, 6), (1, 6), (2, 1)]","[(1, 2, 3), (4,), (8,), (7,)]"
945,30,5,"[(2, 2), (6, 5), (6, 5)]","[(1, 3), (2, 4, 5)]"
946,15,7,"[(1, 2), (6, 2), (1, 3), (6, 1), (6, 2), (3, 4)]","[(1, 2), (3, 5), (4,), (7,), (8,)]"
947,30,5,"[(2, 2), (4, 2), (4, 1), (2, 2)]","[(1, 3), (2, 4), (5,)]"
948,41,2,"[(1, 3), (1, 2)]","[(1, 3)]"
949,25,5,"[(4, 1), (3, 5), (3, 4), (3, 3)]","[(1, 4), (2, 6), (7,)]"
