Game Number,Score,Tiles Closed,Rolls,Moves
55,20,6,"[(1, 3), (6, 6), (5, 4), (6, 4)]","[(1, 3), (2, 4, 6), (9,)]"
56,12,7,"[(5, 4), (2, 2), (5, 6), (6, 3), (5, 3)]","[(1, 2, 6), (4,), (3, 8), (9,)]"
57,31,4,"[(1, 2), (1, 5), (3, 2), (5, 1)]","[(1, 2), (6,), (5,)]"
58,24,6,"[(4, 4), (2, 5), (2, 4), (3, 1)]","[(1, 2, 5), (3, 4), (6,)]"
59,22,6,"[(4, 5), (1, 3), (4, 6), (5, 6)]","[(1, 2, 6), (4,), (3, 7)]"
60,25,5,"[(2, 1), (3, 3), (5, 6), (4, 2)]","[(1, 2), (6,), (3, 8)]"
61,14,7,"[(4, 2), (2, 4), (3, 4), (4, 4), (3, 1), (3, 4)]","[(1, 2, 3), (6,), (7,), (8,), (4,)]"
62,23,6,"[(2, 2), (5, 4), (4, 5), (2, 2)]","[(1, 3), (2, 7), (4, 5)]"
63,27,5,"[(6, 3), (4, 5), (2, 2)]","[(1, 2, 6), (4, 5)]"
64,37,3,"[(3, 5), (3, 2)]","[(1, 2, 5)]"
65,29,5,"[(4, 5), (5, 2), (3, 1)]","[(1, 2, 6), (3, 4)]"
66,23,6,"[(4, 4), (5, 5), (1, 3), (2, 1)]","[(1, 2, 5), (3, 7), (4,)]"
67,17,7,"[(6, 5), (4, 6), (1, 6), (2, 2)]","[(1, 2, 3, 5), (4, 6), (7,)]"
68,26,5,"[(6, 5), (4, 4), (5, 3)]","[(1, 2, 3, 5), (8,)]"
69,26,5,"[(5, 1), (4, 3), (4, 2), (5, 5)]","[(1, 2, 3), (7,), (6,)]"
70,15,7,"[(3, 3), (5, 6), (1, 4), (6, 2), (5, 6)]","[(1, 2, 3), (4, 7), (5,), (8,)]"
71,39,3,"[(4, 2), (2, 1)]","[(1, 2, 3)]"
72,15,7,"[(5, 6), (6, 5), (4, 4), (1, 4)]","[(1, 2, 3, 5), (4, 7), (8,)]"
73,28,5,"[(3, 5), (5, 4), (2, 4)]","[(1, 2, 5), (3, 6)]"
74,26,5,"[(4, 6), (5, 4), (3, 1)]","[(1, 2, 3, 4), (9,)]"
75,14,7,"[(2, 1), (5, 1), (2, 1), (4, 4), (5, 6), (2, 1)]","[(1, 2), (6,), (3,), (8,), (4, 7)]"
76,25,5,"[(1, 5), (3, 3), (2, 6), (4, 6)]","[(1, 2, 3), (6,), (8,)]"
77,28,5,"[(6, 6), (4, 1), (3, 2)]","[(1, 2, 3, 6), (5,)]"
78,34,4,"[(5, 1), (2, 3), (1, 2)]","[(1, 2, 3), (5,)]"
79,35,4,"[(5, 5), (2, 1)]","[(1, 2, 3, 4)]"
80,38,3,"[(2, 5), (2, 2)]","[(1, 2, 4)]"
81,37,3,"[(4, 1), (2, 1), (2, 2)]","[(1, 4), (3,)]"
82,37,3,"[(5, 3), (4, 1)]","[(1, 2, 5)]"
83,28,5,"[(3, 6), (5, 3), (4, 6)]","[(1, 2, 6), (3, 5)]"
84,16,7,"[(5, 4), (1, 4), (6, 1), (4, 4), (5, 3)]","[(1, 2, 6), (5,), (3, 4), (8,)]"
85,34,4,"[(5, 6), (1, 4)]","[(1, 2, 3, 5)]"
86,35,4,"[(1, 4), (4, 1), (1, 2)]","[(1, 4), (2, 3)]"
87,29,5,"[(1, 6), (1, 5), (1, 2), (1, 1)]","[(1, 2, 4), (6,), (3,)]"
88,35,4,"[(5, 5), (2, 1)]","[(1, 2, 3, 4)]"
89,18,6,"[(4, 4), (6, 6), (6, 1), (1, 6)]","[(1, 2, 5), (3, 9), (7,)]"
90,33,4,"[(6, 6), (5, 5)]","[(1, 2, 3, 6)]"
91,32,4,"[(4, 2), (3, 4), (3, 4)]","[(1, 2, 3), (7,)]"
92,38,3,"[(4, 3), (3, 1)]","[(1, 2, 4)]"
93,29,5,"[(2, 5), (4, 5), (5, 1)]","[(1, 2, 4), (3, 6)]"
94,27,5,"[(3, 4), (6, 5), (2, 1)]","[(1, 2, 4), (3, 8)]"
95,27,5,"[(4, 6), (3, 5), (1, 3)]","[(1, 2, 3, 4), (8,)]"
96,15,7,"[(4, 6), (4, 4), (6, 6), (2, 5)]","[(1, 2, 3, 4), (8,), (5, 7)]"
97,30,5,"[(1, 3), (6, 5), (2, 1)]","[(1, 3), (2, 4, 5)]"
98,23,6,"[(4, 6), (6, 6), (5, 6)]","[(1, 2, 3, 4), (5, 7)]"
99,21,6,"[(5, 4), (5, 2), (3, 5), (5, 5)]","[(1, 2, 6), (3, 4), (8,)]"
100,18,6,"[(6, 3), (6, 3), (5, 4), (2, 2)]","[(1, 2, 6), (4, 5), (9,)]"
101,31,4,"[(2, 4), (5, 3), (1, 1)]","[(1, 2, 3), (8,)]"
102,30,5,"[(1, 6), (4, 4), (2, 1)]","[(1, 2, 4), (3, 5)]"
103,31,4,"[(3, 5), (3, 3), (1, 5)]","[(1, 2, 5), (6,)]"
104,23,5,"[(5, 3), (5, 3), (1, 5), (5, 1)]","[(1, 2, 5), (8,), (6,)]"
105,16,7,"[(6, 5), (2, 6), (2, 4), (3, 1), (2, 3)]","[(1, 2, 3, 5), (8,), (6,), (4,)]"
106,24,6,"[(2, 6), (5, 2), (4, 2), (1, 2)]","[(1, 2, 5), (3, 4), (6,)]"
107,33,4,"[(6, 2), (3, 1), (1, 4)]","[(1, 2, 5), (4,)]"
108,23,6,"[(5, 5), (6, 6), (6, 1)]","[(1, 2, 3, 4), (5, 7)]"
109,24,6,"[(4, 3), (2, 6), (1, 5), (6, 4)]","[(1, 2, 4), (3, 5), (6,)]"
110,29,5,"[(1, 3), (1, 5), (5, 1), (1, 1)]","[(1, 3), (2, 4), (6,)]"
111,14,7,"[(6, 6), (1, 3), (6, 1), (4, 4), (1, 3)]","[(1, 2, 3, 6), (4,), (7,), (8,)]"
112,28,5,"[(5, 6), (5, 1), (3, 2)]","[(1, 2, 3, 5), (6,)]"
113,0,9,"[(2, 1), (3, 3), (3, 6), (5, 3), (3, 6), (6, 4)]","[(1, 2), (6,), (4, 5), (8,), (9,), (3, 7)]"
114,35,4,"[(4, 6), (3, 1)]","[(1, 2, 3, 4)]"
115,29,4,"[(5, 3), (3, 5), (4, 4)]","[(1, 2, 5), (8,)]"
116,18,6,"[(5, 3), (6, 2), (5, 6), (6, 4)]","[(1, 2, 5), (8,), (4, 7)]"
117,21,6,"[(6, 5), (5, 4), (2, 2), (6, 6)]","[(1, 2, 3, 5), (9,), (4,)]"
118,32,4,"[(1, 5), (5, 2), (2, 1)]","[(1, 2, 3), (7,)]"
119,24,6,"[(2, 4), (6, 3), (4, 2), (4, 6)]","[(1, 2, 3), (4, 5), (6,)]"
120,18,6,"[(4, 3), (3, 2), (5, 3), (4, 3), (2, 5)]","[(1, 2, 4), (5,), (8,), (7,)]"
121,17,7,"[(1, 3), (5, 4), (3, 1), (6, 5), (4, 6)]","[(1, 3), (2, 7), (4,), (5, 6)]"
122,29,5,"[(2, 3), (2, 6), (2, 1), (2, 4)]","[(1, 4), (2, 6), (3,)]"
123,37,3,"[(4, 4), (3, 2)]","[(1, 2, 5)]"
124,14,7,"[(5, 1), (6, 5), (5, 3), (4, 2), (3, 4)]","[(1, 2, 3), (4, 7), (8,), (6,)]"
125,29,4,"[(6, 2), (4, 4), (2, 6)]","[(1, 2, 5), (8,)]"
126,31,4,"[(2, 4), (5, 3), (3, 5)]","[(1, 2, 3), (8,)]"
127,29,5,"[(2, 2), (1, 3), (4, 4), (4, 2)]","[(1, 3), (4,), (2, 6)]"
128,17,7,"[(2, 4), (5, 2), (3, 6), (1, 5), (4, 6)]","[(1, 2, 3), (7,), (4, 5), (6,)]"
129,28,5,"[(6, 5), (1, 5), (2, 4)]","[(1, 2, 3, 5), (6,)]"
130,14,7,"[(3, 4), (6, 5), (6, 1), (2, 4), (4, 4)]","[(1, 2, 4), (3, 8), (7,), (6,)]"
131,6,8,"[(5, 3), (2, 5), (4, 5), (3, 5), (4, 3), (4, 6)]","[(1, 2, 5), (3, 4), (9,), (8,), (7,)]"
132,7,8,"[(2, 4), (4, 4), (2, 2), (1, 4), (6, 3), (2, 4), (3, 2)]","[(1, 2, 3), (8,), (4,), (5,), (9,), (6,)]"
133,23,6,"[(4, 6), (6, 6), (6, 6)]","[(1, 2, 3, 4), (5, 7)]"
134,30,5,"[(2, 1), (3, 4), (2, 3), (2, 3)]","[(1, 2), (3, 4), (5,)]"
135,23,6,"[(3, 3), (1, 3), (1, 4), (4, 3), (1, 4)]","[(1, 2, 3), (4,), (5,), (7,)]"
136,0,9,"[(1, 3), (5, 5), (4, 1), (6, 3), (2, 5), (6, 4)]","[(1, 3), (2, 8), (5,), (9,), (7,), (4, 6)]"
137,28,5,"[(3, 3), (6, 5), (6, 1)]","[(1, 2, 3), (4, 7)]"
138,41,2,"[(1, 3), (1, 2)]","[(1, 3)]"
139,30,5,"[(2, 2), (5, 6), (2, 1)]","[(1, 3), (2, 4, 5)]"
140,31,4,"[(6, 1), (2, 5), (4, 6)]","[(1, 2, 4), (7,)]"
141,31,4,"[(3, 2), (6, 3), (6, 4)]","[(1, 4), (2, 7)]"
142,21,6,"[(1, 2), (6, 6), (4, 5), (5, 6)]","[(1, 2), (3, 4, 5), (9,)]"
143,0,9,"[(3, 5), (5, 6), (5, 4), (4, 3), (4, 6)]","[(1, 2, 5), (3, 8), (9,), (7,), (4, 6)]"
144,15,7,"[(3, 4), (5, 6), (6, 6), (5, 3)]","[(1, 2, 4), (3, 8), (5, 7)]"
145,29,4,"[(1, 3), (4, 1), (4, 3), (1, 2)]","[(1, 3), (5,), (7,)]"
146,31,4,"[(3, 2), (3, 6), (4, 3)]","[(1, 4), (2, 7)]"
147,27,5,"[(6, 2), (1, 2), (4, 3), (2, 5)]","[(1, 2, 5), (3,), (7,)]"
148,34,4,"[(5, 6), (3, 2)]","[(1, 2, 3, 5)]"
149,16,7,"[(1, 5), (1, 3), (5, 1), (1, 4), (4, 4), (4, 2)]","[(1, 2, 3), (4,), (6,), (5,), (8,)]"
150,29,5,"[(5, 1), (2, 4), (2, 2), (4, 2)]","[(1, 2, 3), (6,), (4,)]"
151,14,7,"[(3, 1), (3, 2), (5, 2), (1, 3), (5, 6), (4, 1)]","[(1, 3), (5,), (7,), (4,), (2, 9)]"
152,31,4,"[(2, 5), (4, 3), (6, 4)]","[(1, 2, 4), (7,)]"
153,15,7,"[(5, 1), (2, 3), (3, 1), (6, 1), (4, 4), (5, 5)]","[(1, 2, 3), (5,), (4,), (7,), (8,)]"
154,38,3,"[(4, 3), (2, 2)]","[(1, 2, 4)]"
155,12,7,"[(3, 2), (2, 3), (2, 6), (1, 5), (3, 6), (4, 5)]","[(1, 4), (2, 3), (8,), (6,), (9,)]"
156,28,5,"[(4, 3), (4, 6), (3, 1)]","[(1, 2, 4), (3, 7)]"
157,34,4,"[(1, 3), (3, 4), (4, 1)]","[(1, 3), (2, 5)]"
158,16,7,"[(4, 5), (1, 2), (2, 3), (1, 3), (5, 3), (2, 2)]","[(1, 2, 6), (3,), (5,), (4,), (8,)]"
159,13,7,"[(6, 6), (6, 5), (4, 5), (5, 2)]","[(1, 2, 3, 6), (4, 7), (9,)]"
160,27,5,"[(6, 4), (3, 5), (5, 3)]","[(1, 2, 3, 4), (8,)]"
161,25,5,"[(6, 3), (5, 6), (6, 4)]","[(1, 2, 6), (3, 8)]"
162,21,6,"[(4, 4), (6, 4), (5, 1), (5, 5)]","[(1, 2, 5), (3, 7), (6,)]"
163,30,5,"[(1, 3), (5, 6), (1, 3)]","[(1, 3), (2, 4, 5)]"
164,20,6,"[(1, 3), (2, 3), (5, 5), (3, 3), (4, 1)]","[(1, 3), (5,), (2, 8), (6,)]"
165,34,3,"[(2, 3), (2, 4), (2, 4)]","[(1, 4), (6,)]"
166,36,3,"[(4, 5), (1, 1)]","[(1, 2, 6)]"
167,21,6,"[(2, 1), (6, 1), (2, 3), (3, 6), (2, 3)]","[(1, 2), (3, 4), (5,), (9,)]"
168,24,6,"[(3, 1), (5, 2), (5, 5), (1, 4)]","[(1, 3), (2, 5), (4, 6)]"
169,24,6,"[(3, 6), (6, 1), (2, 3), (2, 2)]","[(1, 2, 6), (3, 4), (5,)]"
170,40,2,"[(2, 3), (1, 3)]","[(1, 4)]"
171,6,8,"[(5, 6), (4, 4), (4, 5), (1, 3), (6, 1), (4, 3)]","[(1, 2, 3, 5), (8,), (9,), (4,), (7,)]"
172,24,6,"[(5, 2), (3, 5), (3, 3), (2, 2)]","[(1, 2, 4), (3, 5), (6,)]"
173,36,3,"[(3, 6), (1, 1)]","[(1, 2, 6)]"
174,24,6,"[(3, 2), (5, 2), (6, 3), (1, 4)]","[(1, 4), (2, 5), (3, 6)]"
175,30,5,"[(5, 3), (3, 4), (1, 2)]","[(1, 2, 5), (3, 4)]"
176,31,4,"[(2, 3), (1, 1), (3, 4), (5, 2)]","[(1, 4), (2,), (7,)]"
177,15,7,"[(2, 4), (2, 2), (2, 4), (1, 4), (4, 5), (1, 4)]","[(1, 2, 3), (4,), (6,), (5,), (9,)]"
178,34,4,"[(5, 6), (2, 1)]","[(1, 2, 3, 5)]"
179,5,8,"[(6, 4), (6, 3), (1, 6), (6, 2), (3, 3), (1, 3)]","[(1, 2, 3, 4), (9,), (7,), (8,), (6,)]"
180,8,8,"[(3, 1), (2, 3), (3, 6), (6, 3), (5, 5), (2, 3)]","[(1, 3), (5,), (2, 7), (9,), (4, 6)]"
181,32,4,"[(1, 1), (2, 2), (4, 3), (5, 2)]","[(2,), (1, 3), (7,)]"
182,38,3,"[(2, 5), (1, 1)]","[(1, 2, 4)]"
183,28,5,"[(6, 2), (6, 3), (4, 6)]","[(1, 2, 5), (3, 6)]"
184,29,4,"[(4, 4), (2, 6), (4, 1)]","[(1, 2, 5), (8,)]"
185,16,7,"[(6, 5), (5, 5), (5, 3), (5, 5)]","[(1, 2, 3, 5), (4, 6), (8,)]"
186,24,6,"[(4, 5), (1, 2), (3, 6), (5, 6)]","[(1, 2, 6), (3,), (4, 5)]"
187,22,6,"[(2, 4), (6, 4), (3, 4), (6, 6)]","[(1, 2, 3), (4, 6), (7,)]"
188,24,6,"[(2, 5), (4, 1), (3, 6), (4, 6)]","[(1, 2, 4), (5,), (3, 6)]"
189,31,4,"[(2, 5), (3, 4), (4, 3)]","[(1, 2, 4), (7,)]"
190,41,2,"[(2, 2), (1, 2)]","[(1, 3)]"
191,9,8,"[(2, 1), (6, 3), (2, 3), (6, 5), (3, 5), (1, 2)]","[(1, 2), (3, 6), (5,), (4, 7), (8,)]"
192,14,7,"[(5, 1), (6, 6), (6, 1), (4, 2), (2, 6)]","[(1, 2, 3), (4, 8), (7,), (6,)]"
193,21,6,"[(4, 3), (6, 3), (4, 4), (6, 5)]","[(1, 2, 4), (3, 6), (8,)]"
194,35,4,"[(3, 3), (3, 1), (5, 5)]","[(1, 2, 3), (4,)]"
195,11,7,"[(4, 5), (4, 4), (4, 4), (5, 4), (1, 5)]","[(1, 2, 6), (3, 5), (8,), (9,)]"
196,29,5,"[(1, 6), (4, 5), (1, 1)]","[(1, 2, 4), (3, 6)]"
197,8,8,"[(1, 6), (6, 6), (1, 6), (5, 6), (5, 1)]","[(1, 2, 4), (3, 9), (7,), (5, 6)]"
198,31,4,"[(1, 1), (3, 2), (6, 1), (1, 1)]","[(2,), (1, 4), (7,)]"
199,14,7,"[(1, 2), (2, 4), (1, 2), (5, 6), (2, 6), (4, 6)]","[(1, 2), (6,), (3,), (4, 7), (8,)]"
200,27,5,"[(3, 3), (6, 1), (3, 2), (3, 2)]","[(1, 2, 3), (7,), (5,)]"
201,24,6,"[(3, 3), (6, 4), (4, 1), (3, 1)]","[(1, 2, 3), (4, 6), (5,)]"
202,29,5,"[(5, 5), (5, 1), (5, 5)]","[(1, 2, 3, 4), (6,)]"
203,28,5,"[(2, 2), (1, 6), (3, 3), (6, 4)]","[(1, 3), (2, 5), (6,)]"
204,25,5,"[(3, 4), (4, 3), (3, 3), (1, 1)]","[(1, 2, 4), (7,), (6,)]"
205,8,8,"[(2, 5), (4, 2), (4, 3), (5, 3), (3, 6), (5, 1)]","[(1, 2, 4), (6,), (7,), (3, 5), (9,)]"
206,38,3,"[(2, 5), (3, 1)]","[(1, 2, 4)]"
207,8,8,"[(6, 3), (5, 3), (6, 5), (3, 6), (3, 6)]","[(1, 2, 6), (3, 5), (4, 7), (9,)]"
208,34,3,"[(3, 2), (1, 5), (3, 1)]","[(1, 4), (6,)]"
209,9,8,"[(5, 6), (3, 3), (1, 3), (5, 2), (4, 4), (6, 5)]","[(1, 2, 3, 5), (6,), (4,), (7,), (8,)]"
210,15,7,"[(4, 3), (4, 1), (5, 3), (6, 4), (4, 4)]","[(1, 2, 4), (5,), (8,), (3, 7)]"
211,34,4,"[(1, 2), (1, 4), (1, 2), (1, 4)]","[(1, 2), (5,), (3,)]"
212,9,8,"[(5, 6), (6, 1), (4, 4), (4, 6), (1, 2)]","[(1, 2, 3, 5), (7,), (8,), (4, 6)]"
213,21,6,"[(3, 3), (2, 5), (6, 5), (2, 3)]","[(1, 2, 3), (7,), (5, 6)]"
214,28,5,"[(4, 3), (4, 6), (3, 4)]","[(1, 2, 4), (3, 7)]"
215,33,4,"[(5, 4), (1, 2), (4, 2)]","[(1, 2, 6), (3,)]"
216,8,8,"[(4, 1), (4, 6), (3, 3), (1, 6), (4, 5), (4, 2)]","[(1, 4), (2, 3, 5), (6,), (7,), (9,)]"
217,19,6,"[(5, 6), (6, 2), (3, 4), (5, 3)]","[(1, 2, 3, 5), (8,), (7,)]"
218,9,8,"[(6, 2), (5, 3), (4, 6), (5, 5), (1, 4)]","[(1, 2, 5), (8,), (3, 7), (4, 6)]"
219,39,3,"[(1, 5), (1, 1)]","[(1, 2, 3)]"
220,29,5,"[(4, 3), (6, 3), (1, 1)]","[(1, 2, 4), (3, 6)]"
221,28,5,"[(3, 6), (4, 4), (5, 5)]","[(1, 2, 6), (3, 5)]"
222,24,6,"[(5, 2), (2, 4), (2, 6), (3, 1)]","[(1, 2, 4), (6,), (3, 5)]"
223,21,6,"[(1, 6), (4, 5), (3, 5), (4, 4)]","[(1, 2, 4), (3, 6), (8,)]"
224,9,8,"[(6, 4), (3, 5), (2, 3), (3, 4), (4, 2), (6, 2)]","[(1, 2, 3, 4), (8,), (5,), (7,), (6,)]"
225,22,6,"[(1, 4), (1, 4), (2, 4), (2, 5), (3, 1)]","[(1, 4), (2, 3), (6,), (7,)]"
226,26,5,"[(1, 6), (1, 4), (4, 3), (1, 4)]","[(1, 2, 4), (5,), (7,)]"
227,17,7,"[(3, 4), (3, 2), (3, 6), (1, 6), (6, 1)]","[(1, 2, 4), (5,), (3, 6), (7,)]"
228,16,7,"[(1, 1), (3, 6), (6, 2), (3, 3), (2, 2), (4, 4)]","[(2,), (1, 3, 5), (8,), (6,), (4,)]"
229,28,5,"[(3, 3), (5, 6), (4, 6)]","[(1, 2, 3), (4, 7)]"
230,21,6,"[(2, 3), (6, 2), (6, 5), (5, 5)]","[(1, 4), (2, 6), (3, 8)]"
231,19,6,"[(5, 6), (2, 5), (3, 5), (5, 2)]","[(1, 2, 3, 5), (7,), (8,)]"
232,30,5,"[(5, 3), (1, 3), (2, 1), (3, 1)]","[(1, 2, 5), (4,), (3,)]"
233,7,8,"[(3, 1), (4, 4), (4, 4), (6, 3), (5, 4), (5, 1)]","[(1, 3), (2, 6), (8,), (4, 5), (9,)]"
234,28,5,"[(4, 2), (4, 2), (2, 3), (4, 2)]","[(1, 2, 3), (6,), (5,)]"
235,36,3,"[(6, 3), (4, 2)]","[(1, 2, 6)]"
236,26,5,"[(2, 1), (6, 3), (3, 4), (6, 4)]","[(1, 2), (3, 6), (7,)]"
237,17,7,"[(3, 4), (3, 5), (1, 5), (1, 6), (5, 5)]","[(1, 2, 4), (3, 5), (6,), (7,)]"
238,30,5,"[(1, 5), (6, 3), (2, 1)]","[(1, 2, 3), (4, 5)]"
239,25,5,"[(3, 5), (6, 6), (1, 1)]","[(1, 2, 5), (3, 9)]"
240,31,4,"[(1, 2), (1, 3), (4, 3), (3, 4)]","[(1, 2), (4,), (7,)]"
241,9,8,"[(5, 3), (5, 5), (6, 6), (4, 2), (2, 5)]","[(1, 2, 5), (3, 7), (4, 8), (6,)]"
242,28,5,"[(2, 1), (1, 6), (6, 1), (2, 5)]","[(1, 2), (3, 4), (7,)]"
243,6,8,"[(3, 3), (5, 2), (3, 1), (4, 4), (5, 4), (2, 3), (5, 6)]","[(1, 2, 3), (7,), (4,), (8,), (9,), (5,)]"
244,17,6,"[(2, 6), (4, 4), (1, 2), (4, 5), (4, 4)]","[(1, 2, 5), (8,), (3,), (9,)]"
245,23,6,"[(4, 3), (4, 3), (3, 5), (1, 6)]","[(1, 2, 4), (7,), (3, 5)]"
246,29,5,"[(5, 4), (5, 2), (3, 3)]","[(1, 2, 6), (3, 4)]"
247,34,4,"[(1, 1), (5, 4), (1, 2)]","[(2,), (1, 3, 5)]"
248,23,6,"[(3, 1), (3, 2), (4, 2), (3, 4), (6, 6)]","[(1, 3), (5,), (2, 4), (7,)]"
249,25,5,"[(4, 4), (6, 2), (1, 3), (4, 4)]","[(1, 2, 5), (8,), (4,)]"
250,39,3,"[(5, 1), (1, 1)]","[(1, 2, 3)]"
251,30,5,"[(5, 3), (6, 1), (4, 1)]","[(1, 2, 5), (3, 4)]"
252,23,6,"[(5, 6), (5, 6), (1, 6)]","[(1, 2, 3, 5), (4, 7)]"
253,13,7,"[(5, 1), (1, 3), (5, 4), (5, 3), (1, 4), (6, 2)]","[(1, 2, 3), (4,), (9,), (8,), (5,)]"
254,10,7,"[(5, 3), (5, 6), (5, 4), (3, 4), (2, 1)]","[(1, 2, 5), (3, 8), (9,), (7,)]"
255,27,5,"[(4, 4), (4, 6), (6, 1)]","[(1, 2, 5), (3, 7)]"
256,35,4,"[(6, 4), (6, 4)]","[(1, 2, 3, 4)]"
