Game Number,Score,Tiles Closed,Rolls,Moves
28,2,8,"[(5, 4), (3, 1), (5, 3), (6, 5), (5, 6), (4, 5)]","[(9,), (4,), (8,), (5, 6), (1, 3, 7)]"
29,4,8,"[(5, 2), (2, 6), (4, 2), (6, 2), (6, 6), (4, 2)]","[(7,), (8,), (6,), (3, 5), (1, 2, 9)]"
30,9,7,"[(4, 5), (4, 5), (6, 4), (4, 4), (6, 5)]","[(9,), (1, 8), (3, 7), (2, 6)]"
31,16,6,"[(6, 4), (1, 3), (4, 2), (3, 6), (3, 3)]","[(1, 9), (4,), (6,), (2, 7)]"
32,6,8,"[(5, 6), (2, 2), (4, 3), (3, 1), (2, 6), (3, 2), (3, 6)]","[(2, 9), (4,), (7,), (1, 3), (8,), (5,)]"
33,13,6,"[(1, 3), (4, 3), (6, 4), (5, 1), (1, 4), (3, 4)]","[(4,), (7,), (1, 9), (6,), (5,)]"
34,3,8,"[(3, 6), (4, 2), (4, 1), (2, 4), (3, 4), (3, 6), (1, 3)]","[(9,), (6,), (5,), (2, 4), (7,), (1, 8)]"
35,5,8,"[(2, 2), (4, 6), (3, 5), (6, 4), (3, 5), (6, 3)]","[(4,), (1, 9), (8,), (3, 7), (2, 6)]"
36,2,8,"[(4, 4), (2, 4), (1, 6), (5, 3), (4, 1), (4, 5), (5, 3)]","[(8,), (6,), (7,), (3, 5), (1, 4), (9,)]"
37,11,6,"[(3, 6), (2, 4), (6, 1), (4, 1), (1, 6), (3, 2)]","[(9,), (6,), (7,), (5,), (3, 4)]"
38,20,6,"[(1, 5), (4, 3), (1, 6), (1, 4), (3, 1)]","[(6,), (7,), (2, 5), (1, 4)]"
39,11,6,"[(4, 3), (5, 6), (5, 3), (4, 4), (5, 4)]","[(7,), (2, 9), (8,), (3, 5)]"
40,4,8,"[(4, 5), (3, 6), (5, 1), (5, 5), (1, 1), (2, 3), (6, 1)]","[(9,), (1, 8), (6,), (3, 7), (2,), (5,)]"
41,7,7,"[(4, 2), (2, 4), (4, 5), (1, 1), (1, 6), (5, 3), (4, 4)]","[(6,), (1, 5), (9,), (2,), (7,), (8,)]"
42,4,8,"[(6, 6), (3, 4), (5, 3), (2, 1), (4, 1), (4, 2), (3, 2)]","[(3, 9), (7,), (8,), (1, 2), (5,), (6,)]"
43,3,8,"[(4, 6), (6, 1), (6, 2), (5, 5), (1, 6), (3, 5)]","[(1, 9), (7,), (8,), (4, 6), (2, 5)]"
44,2,8,"[(4, 2), (6, 3), (3, 6), (2, 6), (6, 5), (4, 5)]","[(6,), (9,), (1, 8), (3, 5), (4, 7)]"
45,11,6,"[(3, 6), (1, 4), (6, 1), (3, 2), (5, 3), (3, 1)]","[(9,), (5,), (7,), (1, 4), (8,)]"
46,8,8,"[(5, 2), (2, 2), (5, 6), (1, 2), (2, 3), (3, 4), (4, 6)]","[(7,), (4,), (2, 9), (3,), (5,), (1, 6)]"
47,26,5,"[(2, 2), (2, 1), (2, 4), (2, 4), (4, 2)]","[(4,), (3,), (6,), (1, 5)]"
48,8,8,"[(1, 3), (4, 2), (2, 3), (3, 6), (2, 4), (4, 3), (2, 2)]","[(4,), (6,), (5,), (9,), (1, 2, 3), (7,)]"
49,9,7,"[(6, 5), (5, 5), (6, 3), (1, 5), (6, 1)]","[(2, 9), (3, 7), (1, 8), (6,)]"
50,7,8,"[(2, 4), (5, 4), (1, 4), (1, 5), (6, 6), (3, 5)]","[(6,), (9,), (5,), (2, 4), (1, 3, 8)]"
51,2,8,"[(5, 2), (5, 5), (2, 6), (6, 3), (6, 3), (6, 2)]","[(7,), (1, 9), (8,), (3, 6), (4, 5)]"
52,15,6,"[(2, 4), (5, 5), (6, 2), (1, 5), (2, 4)]","[(6,), (1, 9), (8,), (2, 4)]"
53,0,9,"[(5, 2), (6, 5), (2, 1), (5, 5), (5, 4), (4, 1)]","[(7,), (2, 9), (3,), (4, 6), (1, 8), (5,)]"
54,8,7,"[(1, 2), (4, 4), (2, 6), (6, 3), (4, 5), (2, 2)]","[(3,), (8,), (1, 7), (9,), (4, 5)]"
55,18,5,"[(6, 5), (4, 6), (4, 2), (6, 5)]","[(2, 9), (3, 7), (6,)]"
56,6,8,"[(2, 1), (2, 6), (2, 3), (3, 4), (4, 1), (1, 1), (4, 5), (4, 6)]","[(3,), (8,), (5,), (7,), (1, 4), (2,), (9,)]"
57,12,7,"[(2, 4), (4, 3), (3, 1), (5, 1), (6, 4), (1, 5)]","[(6,), (7,), (4,), (1, 5), (2, 8)]"
58,7,7,"[(1, 5), (3, 6), (5, 3), (5, 6), (2, 2), (6, 6)]","[(6,), (9,), (8,), (4, 7), (1, 3)]"
59,10,7,"[(4, 3), (6, 6), (3, 1), (3, 3), (3, 3), (4, 2)]","[(7,), (3, 9), (4,), (6,), (1, 5)]"
60,0,9,"[(4, 4), (4, 4), (1, 2), (3, 1), (3, 5), (2, 3), (5, 4)]","[(8,), (1, 7), (3,), (4,), (2, 6), (5,), (9,)]"
61,7,8,"[(4, 5), (4, 5), (3, 1), (1, 4), (6, 5), (3, 2)]","[(9,), (1, 8), (4,), (5,), (2, 3, 6)]"
62,8,8,"[(1, 4), (2, 5), (2, 1), (6, 5), (2, 2), (4, 3), (4, 3)]","[(5,), (7,), (3,), (2, 9), (4,), (1, 6)]"
63,6,7,"[(3, 6), (3, 6), (4, 2), (3, 2), (4, 6), (6, 4)]","[(9,), (1, 8), (6,), (5,), (3, 7)]"
64,22,5,"[(1, 5), (1, 2), (4, 3), (2, 5), (2, 4)]","[(6,), (3,), (7,), (2, 5)]"
65,7,7,"[(1, 5), (5, 1), (2, 5), (5, 3), (5, 6), (6, 2)]","[(6,), (1, 5), (7,), (8,), (2, 9)]"
66,5,8,"[(2, 4), (4, 6), (3, 4), (5, 6), (2, 4), (1, 3)]","[(6,), (1, 9), (7,), (3, 8), (2, 4)]"
67,8,7,"[(2, 2), (5, 5), (1, 4), (4, 4), (5, 5), (1, 3)]","[(4,), (1, 9), (5,), (8,), (3, 7)]"
68,4,7,"[(5, 4), (4, 4), (3, 6), (2, 4), (4, 5), (2, 5)]","[(9,), (8,), (2, 7), (6,), (4, 5)]"
69,8,7,"[(1, 5), (6, 4), (4, 6), (6, 5), (3, 4)]","[(6,), (1, 9), (2, 8), (4, 7)]"
70,6,7,"[(6, 6), (4, 5), (4, 1), (3, 4), (4, 2), (1, 6)]","[(3, 9), (1, 8), (5,), (7,), (6,)]"
71,16,6,"[(1, 6), (2, 5), (6, 4), (3, 2), (5, 5)]","[(7,), (1, 6), (2, 8), (5,)]"
72,11,6,"[(5, 4), (6, 5), (3, 6), (1, 4), (5, 3)]","[(9,), (3, 8), (2, 7), (5,)]"
73,25,4,"[(6, 4), (1, 5), (3, 1), (2, 4)]","[(1, 9), (6,), (4,)]"
74,8,7,"[(5, 6), (2, 3), (6, 6), (5, 4), (1, 3)]","[(2, 9), (5,), (4, 8), (3, 6)]"
75,14,7,"[(6, 2), (1, 2), (5, 3), (2, 6), (1, 3), (6, 1)]","[(8,), (3,), (1, 7), (2, 6), (4,)]"
76,21,6,"[(1, 4), (6, 1), (5, 2), (4, 1), (4, 1)]","[(5,), (7,), (1, 6), (2, 3)]"
77,11,6,"[(2, 5), (2, 4), (5, 5), (5, 6), (5, 3)]","[(7,), (6,), (1, 9), (3, 8)]"
78,6,8,"[(2, 1), (6, 5), (4, 5), (3, 2), (5, 6), (3, 4)]","[(3,), (2, 9), (1, 8), (5,), (4, 7)]"
79,13,6,"[(2, 6), (6, 1), (4, 6), (6, 1), (6, 6)]","[(8,), (7,), (1, 9), (2, 5)]"
80,20,6,"[(6, 4), (1, 3), (4, 2), (1, 1), (1, 2), (1, 3)]","[(1, 9), (4,), (6,), (2,), (3,)]"
81,34,2,"[(5, 6), (1, 1)]","[(2, 9)]"
82,12,6,"[(1, 6), (4, 6), (5, 1), (6, 4), (6, 5)]","[(7,), (1, 9), (6,), (2, 8)]"
83,4,8,"[(1, 1), (1, 4), (2, 6), (6, 4), (6, 4), (3, 3), (6, 5)]","[(2,), (5,), (8,), (1, 9), (3, 7), (6,)]"
84,15,6,"[(5, 2), (6, 2), (1, 1), (2, 2), (1, 2), (2, 4), (1, 3)]","[(7,), (8,), (2,), (4,), (3,), (6,)]"
85,7,8,"[(6, 5), (6, 2), (3, 6), (6, 4), (4, 6)]","[(2, 9), (8,), (3, 6), (1, 4, 5)]"
86,9,7,"[(1, 6), (3, 3), (5, 4), (3, 2), (1, 5), (1, 2), (2, 1)]","[(7,), (6,), (9,), (5,), (2, 4), (3,)]"
87,15,6,"[(5, 2), (4, 5), (1, 4), (6, 1), (1, 1), (5, 1)]","[(7,), (9,), (5,), (1, 6), (2,)]"
88,23,4,"[(2, 4), (3, 2), (3, 1), (3, 4), (2, 5)]","[(6,), (5,), (4,), (7,)]"
89,12,7,"[(1, 2), (5, 1), (5, 4), (2, 2), (6, 5), (3, 6)]","[(3,), (6,), (9,), (4,), (1, 2, 8)]"
90,19,5,"[(3, 1), (4, 4), (6, 2), (3, 3), (2, 4)]","[(4,), (8,), (1, 7), (6,)]"
91,4,8,"[(5, 1), (4, 5), (6, 1), (5, 6), (1, 1), (2, 4), (5, 5)]","[(6,), (9,), (7,), (3, 8), (2,), (1, 5)]"
92,6,7,"[(4, 5), (4, 3), (4, 6), (5, 1), (5, 2), (3, 5)]","[(9,), (7,), (2, 8), (6,), (3, 4)]"
93,4,8,"[(1, 6), (1, 1), (4, 1), (3, 4), (5, 4), (5, 6), (6, 5)]","[(7,), (2,), (5,), (1, 6), (9,), (3, 8)]"
94,13,6,"[(1, 6), (5, 2), (6, 3), (3, 6), (5, 4)]","[(7,), (1, 6), (9,), (4, 5)]"
95,20,6,"[(2, 2), (4, 4), (1, 2), (4, 3), (2, 1), (2, 6)]","[(4,), (8,), (3,), (7,), (1, 2)]"
96,7,8,"[(6, 3), (2, 3), (5, 5), (5, 1), (2, 1), (3, 2), (3, 6)]","[(9,), (5,), (2, 8), (6,), (3,), (1, 4)]"
97,28,4,"[(2, 3), (1, 4), (2, 5), (4, 3)]","[(5,), (1, 4), (7,)]"
98,4,8,"[(5, 3), (5, 5), (4, 3), (6, 5), (3, 2), (3, 3)]","[(8,), (1, 9), (7,), (5, 6), (2, 3)]"
99,32,3,"[(1, 2), (6, 4), (2, 1)]","[(3,), (1, 9)]"
100,2,8,"[(6, 3), (3, 5), (2, 6), (5, 6), (3, 4), (5, 4)]","[(9,), (8,), (1, 7), (5, 6), (3, 4)]"
101,26,5,"[(3, 1), (2, 4), (4, 1), (3, 1), (3, 2)]","[(4,), (6,), (5,), (1, 3)]"
102,22,5,"[(3, 2), (1, 1), (3, 5), (3, 5), (4, 4)]","[(5,), (2,), (8,), (1, 7)]"
103,26,5,"[(2, 1), (2, 6), (1, 4), (2, 1), (5, 3)]","[(3,), (8,), (5,), (1, 2)]"
104,6,7,"[(4, 5), (3, 3), (1, 2), (5, 3), (1, 5), (3, 4), (1, 2)]","[(9,), (6,), (3,), (8,), (1, 5), (7,)]"
105,11,7,"[(2, 2), (6, 4), (5, 3), (5, 5), (1, 1), (4, 3)]","[(4,), (1, 9), (8,), (3, 7), (2,)]"
106,9,7,"[(6, 3), (5, 4), (6, 5), (3, 4), (3, 4)]","[(9,), (1, 8), (4, 7), (2, 5)]"
107,11,7,"[(2, 2), (5, 3), (4, 1), (1, 3), (3, 3), (5, 2), (3, 2)]","[(4,), (8,), (5,), (1, 3), (6,), (7,)]"
108,12,6,"[(1, 4), (3, 6), (2, 2), (5, 4), (1, 5), (1, 3)]","[(5,), (9,), (4,), (1, 8), (6,)]"
109,11,6,"[(2, 6), (6, 3), (1, 1), (3, 2), (5, 5), (4, 4)]","[(8,), (9,), (2,), (5,), (3, 7)]"
110,6,7,"[(4, 6), (1, 6), (5, 3), (4, 5), (4, 1), (2, 6)]","[(1, 9), (7,), (8,), (3, 6), (5,)]"
111,3,7,"[(6, 3), (2, 3), (2, 6), (3, 3), (3, 1), (4, 6), (1, 4)]","[(9,), (5,), (8,), (6,), (4,), (3, 7)]"
112,11,7,"[(1, 3), (5, 3), (2, 1), (4, 4), (5, 6), (2, 1)]","[(4,), (8,), (3,), (1, 7), (2, 9)]"
113,32,4,"[(1, 2), (2, 5), (1, 2), (1, 1)]","[(3,), (7,), (1, 2)]"
114,19,6,"[(4, 1), (6, 4), (1, 4), (3, 3), (3, 2)]","[(5,), (1, 9), (2, 3), (6,)]"
115,5,7,"[(6, 2), (6, 1), (1, 5), (4, 6), (4, 5), (6, 1)]","[(8,), (7,), (6,), (1, 9), (4, 5)]"
116,8,7,"[(4, 6), (3, 3), (2, 4), (2, 5), (5, 3), (5, 2)]","[(1, 9), (6,), (2, 4), (7,), (8,)]"
117,3,8,"[(4, 2), (6, 4), (3, 1), (3, 4), (5, 2), (2, 6), (4, 1)]","[(6,), (1, 9), (4,), (7,), (2, 5), (8,)]"
118,31,4,"[(4, 1), (1, 3), (3, 2), (1, 2)]","[(5,), (4,), (2, 3)]"
119,4,8,"[(4, 2), (6, 2), (5, 6), (4, 2), (6, 4), (1, 6)]","[(6,), (8,), (2, 9), (1, 5), (3, 7)]"
120,11,6,"[(3, 2), (4, 2), (1, 3), (2, 5), (6, 6), (2, 4)]","[(5,), (6,), (4,), (7,), (3, 9)]"
121,8,7,"[(5, 5), (3, 4), (6, 2), (2, 6), (2, 2), (4, 5)]","[(1, 9), (7,), (8,), (2, 6), (4,)]"
122,12,7,"[(4, 2), (6, 1), (4, 5), (4, 2), (2, 3), (6, 5)]","[(6,), (7,), (9,), (1, 5), (2, 3)]"
123,15,7,"[(1, 5), (1, 2), (4, 6), (2, 4), (4, 1), (3, 3)]","[(6,), (3,), (1, 9), (2, 4), (5,)]"
124,6,7,"[(3, 2), (5, 4), (5, 4), (5, 5), (1, 5), (4, 6)]","[(5,), (9,), (1, 8), (3, 7), (6,)]"
125,9,7,"[(3, 1), (2, 3), (4, 2), (6, 1), (1, 4), (6, 3), (6, 5)]","[(4,), (5,), (6,), (7,), (2, 3), (9,)]"
126,6,7,"[(1, 5), (6, 3), (6, 4), (4, 6), (3, 1), (6, 4)]","[(6,), (9,), (2, 8), (3, 7), (4,)]"
127,4,8,"[(4, 4), (4, 2), (4, 3), (5, 1), (6, 5), (1, 2), (6, 3)]","[(8,), (6,), (7,), (1, 5), (2, 9), (3,)]"
128,2,8,"[(2, 5), (5, 3), (3, 6), (5, 5), (6, 3), (5, 1)]","[(7,), (8,), (9,), (4, 6), (1, 3, 5)]"
129,17,7,"[(2, 1), (3, 3), (5, 2), (3, 2), (6, 1), (3, 2)]","[(3,), (6,), (7,), (5,), (1, 2, 4)]"
130,0,9,"[(4, 6), (1, 5), (5, 4), (2, 6), (1, 6), (2, 3)]","[(1, 9), (6,), (2, 7), (8,), (3, 4), (5,)]"
131,7,8,"[(1, 5), (6, 4), (6, 6), (1, 1), (4, 4), (1, 5)]","[(6,), (1, 9), (4, 8), (2,), (3, 5)]"
132,6,8,"[(4, 5), (4, 5), (6, 3), (2, 1), (5, 4), (6, 4)]","[(9,), (1, 8), (2, 7), (3,), (4, 5)]"
133,31,4,"[(3, 2), (3, 1), (4, 1), (2, 3)]","[(5,), (4,), (2, 3)]"
134,17,5,"[(4, 4), (3, 3), (3, 4), (4, 3), (1, 1)]","[(8,), (6,), (7,), (2, 5)]"
135,10,6,"[(1, 2), (2, 6), (5, 2), (5, 4), (2, 6), (6, 1)]","[(3,), (8,), (7,), (9,), (2, 6)]"
136,13,7,"[(1, 3), (5, 6), (3, 4), (6, 4), (5, 1)]","[(4,), (2, 9), (7,), (1, 3, 6)]"
137,12,7,"[(4, 2), (6, 2), (4, 1), (4, 2), (3, 5), (4, 1)]","[(6,), (8,), (5,), (2, 4), (1, 7)]"
138,17,5,"[(2, 1), (3, 6), (2, 6), (5, 3), (2, 1)]","[(3,), (9,), (8,), (1, 7)]"
139,2,8,"[(3, 4), (4, 1), (5, 3), (3, 6), (4, 3), (2, 5), (1, 5)]","[(7,), (5,), (8,), (9,), (1, 6), (3, 4)]"
140,22,5,"[(1, 5), (6, 4), (1, 2), (1, 3), (1, 2)]","[(6,), (1, 9), (3,), (4,)]"
141,5,8,"[(6, 5), (1, 6), (1, 5), (5, 2), (6, 3), (5, 6)]","[(2, 9), (7,), (6,), (3, 4), (1, 8)]"
142,3,8,"[(2, 4), (2, 6), (3, 6), (6, 2), (4, 5), (1, 1), (5, 4)]","[(6,), (8,), (9,), (1, 7), (4, 5), (2,)]"
143,7,7,"[(1, 1), (1, 6), (3, 5), (3, 6), (2, 2), (5, 3), (2, 6)]","[(2,), (7,), (8,), (9,), (4,), (3, 5)]"
144,16,6,"[(4, 6), (5, 4), (6, 4), (2, 5)]","[(1, 9), (2, 7), (4, 6)]"
145,9,6,"[(2, 4), (3, 4), (4, 1), (4, 5), (4, 5), (3, 5)]","[(6,), (7,), (5,), (9,), (1, 8)]"
146,16,7,"[(5, 1), (3, 2), (1, 3), (6, 2), (3, 3), (1, 4)]","[(6,), (5,), (4,), (8,), (1, 2, 3)]"
147,18,5,"[(2, 5), (3, 2), (4, 3), (5, 3), (2, 6)]","[(7,), (5,), (1, 6), (8,)]"
148,9,6,"[(3, 6), (3, 1), (6, 4), (2, 5), (5, 1), (5, 5)]","[(9,), (4,), (2, 8), (7,), (6,)]"
149,11,7,"[(6, 2), (4, 6), (4, 4), (6, 2), (1, 5)]","[(8,), (1, 9), (2, 6), (3, 5)]"
150,13,7,"[(4, 4), (6, 2), (3, 2), (1, 2), (5, 3), (4, 4)]","[(8,), (1, 7), (5,), (3,), (2, 6)]"
151,8,7,"[(3, 4), (4, 5), (6, 3), (6, 6), (5, 1)]","[(7,), (9,), (1, 8), (2, 4, 6)]"
152,23,4,"[(1, 3), (1, 5), (2, 3), (6, 1), (3, 4)]","[(4,), (6,), (5,), (7,)]"
153,8,8,"[(4, 6), (4, 3), (4, 3), (3, 3), (1, 3), (2, 1), (6, 3)]","[(1, 9), (7,), (2, 5), (6,), (4,), (3,)]"
154,13,6,"[(4, 6), (2, 5), (6, 5), (3, 1), (6, 4)]","[(1, 9), (7,), (3, 8), (4,)]"
155,15,6,"[(6, 3), (6, 3), (3, 1), (4, 4), (4, 2)]","[(9,), (1, 8), (4,), (2, 6)]"
156,8,7,"[(4, 4), (2, 6), (4, 1), (1, 6), (3, 6), (1, 2)]","[(8,), (1, 7), (5,), (3, 4), (9,)]"
157,6,7,"[(1, 5), (2, 5), (6, 2), (1, 1), (4, 5), (4, 3), (1, 3)]","[(6,), (7,), (8,), (2,), (9,), (3, 4)]"
158,10,7,"[(2, 2), (4, 2), (4, 4), (6, 5), (4, 2), (2, 2)]","[(4,), (6,), (8,), (2, 9), (1, 5)]"
159,34,2,"[(6, 5), (1, 1)]","[(2, 9)]"
160,11,7,"[(6, 5), (6, 3), (2, 3), (4, 5), (6, 3)]","[(2, 9), (1, 8), (5,), (3, 6)]"
161,16,6,"[(6, 1), (6, 1), (4, 5), (1, 5), (6, 6)]","[(7,), (1, 6), (9,), (2, 4)]"
162,8,7,"[(2, 3), (4, 5), (5, 2), (4, 5), (3, 4), (1, 2)]","[(5,), (9,), (7,), (1, 8), (3, 4)]"
163,20,5,"[(2, 3), (2, 1), (6, 4), (4, 3), (6, 1)]","[(5,), (3,), (1, 9), (7,)]"
164,10,7,"[(5, 3), (4, 6), (4, 6), (4, 3), (1, 2)]","[(8,), (1, 9), (3, 7), (2, 5)]"
165,12,7,"[(2, 3), (4, 2), (6, 4), (6, 3), (1, 2), (2, 1)]","[(5,), (6,), (1, 9), (2, 7), (3,)]"
166,19,6,"[(5, 1), (6, 4), (3, 2), (3, 2), (1, 1)]","[(6,), (1, 9), (5,), (2, 3)]"
167,18,5,"[(4, 5), (1, 2), (2, 4), (1, 3), (4, 1), (3, 2)]","[(9,), (3,), (6,), (4,), (5,)]"
168,5,7,"[(1, 4), (2, 6), (6, 3), (5, 5), (4, 4), (3, 3)]","[(5,), (8,), (9,), (3, 7), (2, 6)]"
169,0,9,"[(5, 3), (3, 6), (3, 6), (5, 1), (2, 3), (3, 5)]","[(8,), (9,), (2, 7), (6,), (5,), (1, 3, 4)]"
170,3,8,"[(5, 3), (4, 5), (1, 6), (6, 2), (5, 5), (4, 3)]","[(8,), (9,), (7,), (2, 6), (1, 4, 5)]"
171,22,5,"[(1, 3), (6, 4), (6, 3), (1, 3)]","[(4,), (1, 9), (2, 7)]"
172,9,7,"[(6, 5), (6, 3), (2, 3), (6, 5), (5, 3)]","[(2, 9), (1, 8), (5,), (4, 7)]"
173,18,5,"[(5, 6), (6, 4), (4, 2), (1, 1)]","[(2, 9), (3, 7), (6,)]"
174,1,8,"[(6, 3), (1, 4), (5, 1), (1, 5), (6, 4), (6, 2), (2, 1)]","[(9,), (5,), (6,), (2, 4), (3, 7), (8,)]"
175,7,6,"[(3, 5), (6, 3), (3, 2), (2, 5), (4, 5), (6, 2)]","[(8,), (9,), (5,), (7,), (3, 6)]"
176,21,5,"[(1, 5), (5, 3), (1, 4), (2, 1), (1, 1), (5, 1)]","[(6,), (8,), (5,), (3,), (2,)]"
177,17,5,"[(6, 5), (1, 5), (6, 5), (2, 1)]","[(2, 9), (6,), (3, 8)]"
178,2,8,"[(3, 2), (2, 6), (2, 5), (1, 4), (4, 5), (5, 4), (2, 2)]","[(5,), (8,), (7,), (1, 4), (9,), (3, 6)]"
179,11,6,"[(6, 6), (5, 3), (4, 1), (6, 3), (3, 5)]","[(3, 9), (8,), (5,), (2, 7)]"
180,17,6,"[(4, 6), (4, 4), (4, 1), (2, 3), (4, 4)]","[(1, 9), (8,), (5,), (2, 3)]"
181,16,6,"[(6, 6), (2, 6), (2, 1), (3, 3), (5, 1)]","[(3, 9), (8,), (1, 2), (6,)]"
182,9,7,"[(4, 6), (2, 5), (6, 4), (2, 2), (1, 4), (4, 1)]","[(1, 9), (7,), (2, 8), (4,), (5,)]"
183,20,5,"[(1, 2), (4, 2), (3, 2), (5, 6), (4, 2)]","[(3,), (6,), (5,), (2, 9)]"
184,34,4,"[(4, 1), (1, 2), (1, 2), (1, 4)]","[(5,), (3,), (1, 2)]"
185,23,5,"[(4, 2), (6, 1), (2, 1), (5, 1), (1, 4)]","[(6,), (7,), (3,), (1, 5)]"
186,23,4,"[(3, 1), (6, 5), (5, 2), (1, 1)]","[(4,), (2, 9), (7,)]"
187,0,9,"[(1, 2), (6, 3), (1, 6), (1, 2), (6, 5), (6, 6)]","[(3,), (9,), (7,), (1, 2), (5, 6), (4, 8)]"
188,21,5,"[(6, 2), (5, 3), (3, 5), (5, 5)]","[(8,), (1, 7), (2, 6)]"
189,17,6,"[(4, 6), (4, 5), (1, 4), (2, 2), (4, 6)]","[(1, 9), (2, 7), (5,), (4,)]"
190,11,7,"[(6, 4), (4, 5), (2, 1), (6, 6), (1, 3)]","[(1, 9), (2, 7), (3,), (4, 8)]"
191,3,8,"[(4, 1), (5, 2), (4, 2), (5, 6), (3, 6), (1, 3), (3, 3)]","[(5,), (7,), (6,), (2, 9), (1, 8), (4,)]"
192,28,4,"[(1, 4), (3, 2), (5, 2), (2, 2)]","[(5,), (1, 4), (7,)]"
193,9,8,"[(2, 6), (3, 3), (3, 4), (2, 6), (1, 6), (4, 1)]","[(8,), (6,), (7,), (3, 5), (1, 2, 4)]"
194,5,7,"[(6, 2), (5, 1), (6, 5), (4, 1), (2, 1), (6, 1), (5, 5)]","[(8,), (6,), (2, 9), (5,), (3,), (7,)]"
195,10,6,"[(2, 4), (4, 5), (3, 1), (6, 2), (6, 2), (3, 3)]","[(6,), (9,), (4,), (8,), (1, 7)]"
