Game Number,Score,Tiles Closed,Rolls,Moves
196,3,8,"[(5, 5), (5, 2), (5, 3), (2, 4), (5, 6), (1, 4)]","[(1, 9), (7,), (8,), (6,), (2, 4, 5)]"
197,11,7,"[(4, 4), (6, 2), (1, 3), (1, 5), (6, 2), (2, 6)]","[(8,), (1, 7), (4,), (6,), (3, 5)]"
198,17,6,"[(5, 3), (6, 2), (3, 5), (2, 2), (4, 3)]","[(8,), (1, 7), (2, 6), (4,)]"
199,4,8,"[(2, 6), (6, 4), (5, 4), (4, 5), (3, 2), (4, 1)]","[(8,), (1, 9), (2, 7), (3, 6), (5,)]"
200,14,7,"[(5, 3), (2, 1), (3, 4), (1, 2), (4, 6), (5, 3)]","[(8,), (3,), (7,), (1, 2), (4, 6)]"
201,2,8,"[(5, 3), (2, 2), (5, 1), (2, 3), (6, 6), (4, 4), (3, 3)]","[(8,), (4,), (6,), (5,), (3, 9), (1, 7)]"
202,16,6,"[(6, 5), (3, 6), (6, 3), (3, 5)]","[(2, 9), (1, 8), (3, 6)]"
203,13,6,"[(4, 2), (1, 1), (6, 2), (3, 2), (6, 5), (5, 3)]","[(6,), (2,), (8,), (5,), (4, 7)]"
204,15,6,"[(1, 4), (4, 4), (6, 6), (3, 2), (1, 4)]","[(5,), (8,), (3, 9), (1, 4)]"
205,21,5,"[(3, 2), (4, 2), (6, 2), (1, 4), (5, 1)]","[(5,), (6,), (8,), (1, 4)]"
206,16,6,"[(2, 1), (2, 3), (5, 2), (1, 3), (6, 4), (4, 3)]","[(3,), (5,), (7,), (4,), (1, 9)]"
207,13,6,"[(2, 1), (3, 3), (1, 4), (5, 3), (6, 4), (2, 3)]","[(3,), (6,), (5,), (8,), (1, 9)]"
208,10,6,"[(5, 1), (6, 2), (6, 5), (4, 6), (2, 1)]","[(6,), (8,), (2, 9), (3, 7)]"
209,0,9,"[(5, 5), (2, 6), (2, 6), (4, 6), (5, 4)]","[(1, 9), (8,), (2, 6), (3, 7), (4, 5)]"
210,17,5,"[(4, 4), (6, 5), (6, 3), (2, 1)]","[(8,), (2, 9), (3, 6)]"
211,18,5,"[(2, 1), (5, 6), (1, 6), (4, 2), (1, 2)]","[(3,), (2, 9), (7,), (6,)]"
212,8,7,"[(2, 2), (6, 3), (4, 1), (6, 6), (5, 2), (6, 1)]","[(4,), (9,), (5,), (1, 3, 8), (7,)]"
213,28,4,"[(3, 1), (1, 1), (6, 5), (2, 2)]","[(4,), (2,), (3, 8)]"
214,12,7,"[(5, 5), (3, 4), (3, 2), (3, 2), (5, 1), (3, 3)]","[(1, 9), (7,), (5,), (2, 3), (6,)]"
215,7,8,"[(6, 5), (6, 3), (6, 2), (5, 5), (3, 6)]","[(2, 9), (1, 8), (3, 5), (4, 6)]"
216,4,7,"[(1, 6), (4, 2), (6, 5), (4, 4), (6, 3), (6, 3)]","[(7,), (6,), (2, 9), (8,), (4, 5)]"
217,24,5,"[(6, 6), (2, 4), (2, 1), (1, 1)]","[(3, 9), (6,), (1, 2)]"
218,4,7,"[(3, 3), (3, 6), (5, 3), (4, 5), (6, 3), (6, 4)]","[(6,), (9,), (8,), (2, 7), (4, 5)]"
219,17,5,"[(4, 6), (6, 1), (5, 6), (1, 2)]","[(1, 9), (7,), (3, 8)]"
220,17,5,"[(1, 5), (5, 6), (6, 5), (1, 2)]","[(6,), (2, 9), (3, 8)]"
221,9,6,"[(3, 6), (1, 3), (5, 2), (4, 4), (4, 4), (6, 5)]","[(9,), (4,), (7,), (8,), (2, 6)]"
222,9,6,"[(6, 3), (2, 5), (2, 3), (4, 5), (4, 2), (6, 4)]","[(9,), (7,), (5,), (1, 8), (6,)]"
223,15,6,"[(3, 2), (2, 1), (1, 6), (1, 6), (4, 4), (5, 2)]","[(5,), (3,), (7,), (1, 6), (8,)]"
224,5,8,"[(1, 1), (6, 1), (6, 5), (6, 4), (6, 4), (3, 6)]","[(2,), (7,), (3, 8), (1, 9), (4, 6)]"
225,4,7,"[(3, 4), (2, 6), (2, 4), (2, 3), (3, 6), (1, 5), (4, 6)]","[(7,), (8,), (6,), (5,), (9,), (2, 4)]"
226,4,8,"[(5, 5), (6, 2), (2, 1), (5, 2), (1, 6), (3, 3), (5, 6)]","[(1, 9), (8,), (3,), (7,), (2, 5), (6,)]"
227,9,6,"[(3, 3), (3, 2), (3, 6), (4, 3), (3, 6), (5, 6)]","[(6,), (5,), (9,), (7,), (1, 8)]"
228,11,7,"[(6, 1), (4, 3), (6, 5), (3, 2), (2, 2), (5, 4)]","[(7,), (1, 6), (2, 9), (5,), (4,)]"
229,5,8,"[(3, 1), (1, 3), (4, 5), (6, 2), (5, 4), (2, 4), (2, 1)]","[(4,), (1, 3), (9,), (8,), (2, 7), (6,)]"
230,3,8,"[(3, 5), (4, 6), (3, 6), (4, 1), (6, 4), (1, 1)]","[(8,), (1, 9), (2, 7), (5,), (4, 6)]"
231,8,8,"[(2, 5), (5, 5), (4, 3), (4, 3), (1, 5), (4, 1)]","[(7,), (1, 9), (2, 5), (3, 4), (6,)]"
232,5,8,"[(2, 1), (5, 3), (2, 6), (6, 4), (5, 6), (4, 2)]","[(3,), (8,), (1, 7), (4, 6), (2, 9)]"
233,7,7,"[(1, 2), (5, 2), (4, 2), (4, 6), (6, 6), (5, 3)]","[(3,), (7,), (6,), (1, 9), (4, 8)]"
234,12,6,"[(6, 3), (5, 5), (1, 6), (4, 3), (6, 5)]","[(9,), (2, 8), (7,), (1, 6)]"
235,11,7,"[(5, 3), (1, 5), (1, 2), (4, 1), (6, 6), (2, 4)]","[(8,), (6,), (3,), (5,), (1, 2, 9)]"
236,33,3,"[(3, 2), (2, 2), (1, 2), (2, 2)]","[(5,), (4,), (3,)]"
237,7,8,"[(3, 6), (5, 4), (3, 2), (2, 1), (6, 6), (5, 3)]","[(9,), (1, 8), (5,), (3,), (2, 4, 6)]"
238,1,8,"[(2, 3), (5, 1), (1, 2), (2, 6), (3, 1), (6, 5), (5, 2), (3, 3)]","[(5,), (6,), (3,), (8,), (4,), (2, 9), (7,)]"
239,10,7,"[(2, 6), (1, 5), (5, 4), (3, 3), (4, 2), (1, 1)]","[(8,), (6,), (9,), (1, 5), (2, 4)]"
240,13,7,"[(4, 1), (1, 6), (3, 4), (3, 2), (2, 6), (1, 6)]","[(5,), (7,), (1, 6), (2, 3), (8,)]"
241,21,5,"[(6, 1), (2, 5), (5, 5), (1, 1)]","[(7,), (1, 6), (2, 8)]"
242,20,5,"[(3, 2), (6, 5), (6, 3), (2, 3)]","[(5,), (2, 9), (1, 8)]"
243,21,5,"[(3, 5), (4, 4), (2, 6), (1, 1)]","[(8,), (1, 7), (2, 6)]"
244,4,7,"[(2, 3), (4, 5), (5, 3), (1, 1), (4, 2), (5, 6), (3, 6)]","[(5,), (9,), (8,), (2,), (6,), (4, 7)]"
245,7,7,"[(3, 3), (4, 6), (4, 1), (4, 6), (4, 3), (4, 2)]","[(6,), (1, 9), (5,), (2, 8), (7,)]"
246,0,9,"[(2, 1), (6, 4), (2, 6), (3, 4), (3, 5), (5, 4)]","[(3,), (1, 9), (8,), (7,), (2, 6), (4, 5)]"
247,20,5,"[(4, 1), (1, 2), (6, 4), (2, 5), (2, 3)]","[(5,), (3,), (1, 9), (7,)]"
248,6,8,"[(3, 2), (3, 5), (1, 2), (5, 4), (2, 3), (4, 5), (2, 5)]","[(5,), (8,), (3,), (9,), (1, 4), (2, 7)]"
249,22,5,"[(1, 3), (5, 5), (2, 1), (2, 4), (2, 4)]","[(4,), (1, 9), (3,), (6,)]"
250,22,5,"[(3, 2), (6, 4), (1, 5), (1, 1), (5, 4)]","[(5,), (1, 9), (6,), (2,)]"
251,15,6,"[(4, 6), (3, 2), (3, 3), (4, 5), (1, 5)]","[(1, 9), (5,), (6,), (2, 7)]"
252,0,9,"[(6, 2), (6, 5), (4, 6), (3, 3), (6, 4)]","[(8,), (2, 9), (3, 7), (6,), (1, 4, 5)]"
253,17,7,"[(6, 1), (1, 3), (2, 1), (3, 4), (5, 2), (4, 3)]","[(7,), (4,), (3,), (1, 6), (2, 5)]"
254,8,7,"[(6, 3), (1, 4), (5, 6), (2, 4), (5, 1), (5, 4)]","[(9,), (5,), (3, 8), (6,), (2, 4)]"
255,8,7,"[(2, 6), (6, 1), (5, 2), (5, 4), (4, 2), (1, 3)]","[(8,), (7,), (1, 6), (9,), (2, 4)]"
256,9,8,"[(4, 4), (6, 2), (2, 2), (4, 1), (3, 5), (1, 2), (5, 3)]","[(8,), (1, 7), (4,), (5,), (2, 6), (3,)]"
257,15,6,"[(4, 3), (2, 1), (6, 1), (3, 1), (6, 3), (4, 5)]","[(7,), (3,), (1, 6), (4,), (9,)]"
258,10,7,"[(5, 4), (1, 4), (3, 1), (3, 6), (4, 4), (6, 2)]","[(9,), (5,), (4,), (1, 8), (2, 6)]"
259,0,9,"[(3, 6), (2, 1), (5, 3), (3, 2), (1, 3), (3, 3), (6, 4)]","[(9,), (3,), (8,), (5,), (4,), (6,), (1, 2, 7)]"
260,28,5,"[(1, 1), (1, 5), (4, 2), (1, 2), (1, 1)]","[(2,), (6,), (1, 5), (3,)]"
261,6,7,"[(3, 2), (6, 4), (3, 4), (6, 5), (1, 5), (4, 5)]","[(5,), (1, 9), (7,), (3, 8), (6,)]"
262,20,6,"[(6, 4), (2, 1), (4, 2), (4, 2), (4, 2)]","[(1, 9), (3,), (6,), (2, 4)]"
263,6,8,"[(1, 6), (6, 3), (6, 3), (1, 4), (1, 1), (3, 4), (3, 5)]","[(7,), (9,), (1, 8), (5,), (2,), (3, 4)]"
264,14,7,"[(3, 1), (1, 4), (3, 1), (5, 6), (4, 3), (2, 2)]","[(4,), (5,), (1, 3), (2, 9), (7,)]"
265,5,7,"[(6, 1), (4, 5), (5, 3), (1, 3), (6, 6), (6, 6)]","[(7,), (9,), (8,), (4,), (1, 5, 6)]"
266,20,6,"[(2, 5), (3, 1), (5, 2), (5, 2), (1, 1)]","[(7,), (4,), (1, 6), (2, 5)]"
267,0,9,"[(3, 2), (2, 4), (3, 5), (6, 1), (6, 1), (4, 5), (2, 1)]","[(5,), (6,), (8,), (7,), (3, 4), (9,), (1, 2)]"
268,3,8,"[(3, 2), (3, 1), (6, 3), (5, 4), (3, 3), (5, 4), (2, 4)]","[(5,), (4,), (9,), (1, 8), (6,), (2, 7)]"
269,15,6,"[(3, 6), (1, 6), (1, 2), (2, 5), (3, 1), (6, 3)]","[(9,), (7,), (3,), (1, 6), (4,)]"
270,15,6,"[(1, 5), (6, 4), (2, 6), (5, 1), (4, 5)]","[(6,), (1, 9), (8,), (2, 4)]"
271,16,6,"[(2, 6), (6, 1), (2, 5), (4, 3), (5, 3)]","[(8,), (7,), (1, 6), (2, 5)]"
272,0,9,"[(2, 2), (5, 4), (6, 1), (5, 3), (1, 4), (2, 3), (5, 2)]","[(4,), (9,), (7,), (8,), (5,), (2, 3), (1, 6)]"
273,7,7,"[(6, 5), (1, 4), (3, 5), (6, 4), (3, 1), (1, 2)]","[(2, 9), (5,), (8,), (3, 7), (4,)]"
274,9,7,"[(5, 6), (5, 5), (5, 2), (5, 3), (2, 6)]","[(2, 9), (3, 7), (1, 6), (8,)]"
275,0,9,"[(6, 3), (1, 6), (3, 2), (6, 2), (2, 6), (6, 2)]","[(9,), (7,), (5,), (8,), (2, 6), (1, 3, 4)]"
276,6,7,"[(2, 5), (4, 1), (6, 2), (6, 4), (5, 4), (2, 5)]","[(7,), (5,), (8,), (1, 9), (3, 6)]"
277,15,7,"[(3, 1), (3, 5), (6, 2), (4, 6), (6, 5)]","[(4,), (8,), (1, 7), (2, 3, 5)]"
278,2,8,"[(4, 1), (3, 2), (1, 6), (3, 6), (5, 4), (6, 2), (3, 6)]","[(5,), (1, 4), (7,), (9,), (3, 6), (8,)]"
279,10,7,"[(4, 1), (5, 5), (6, 4), (5, 5), (1, 6)]","[(5,), (1, 9), (2, 8), (3, 7)]"
280,7,6,"[(6, 6), (3, 2), (6, 1), (5, 1), (5, 3), (4, 6)]","[(3, 9), (5,), (7,), (6,), (8,)]"
281,2,8,"[(5, 3), (5, 5), (6, 1), (1, 3), (3, 3), (4, 4), (5, 3)]","[(8,), (1, 9), (7,), (4,), (6,), (3, 5)]"
282,16,7,"[(4, 2), (5, 1), (3, 2), (3, 5), (2, 2), (1, 5)]","[(6,), (1, 5), (2, 3), (8,), (4,)]"
283,8,8,"[(5, 1), (6, 6), (3, 2), (3, 2), (1, 1), (4, 3), (1, 2)]","[(6,), (3, 9), (5,), (1, 4), (2,), (7,)]"
284,10,7,"[(6, 4), (5, 5), (3, 4), (3, 5), (5, 4)]","[(1, 9), (2, 8), (7,), (3, 5)]"
285,10,7,"[(3, 5), (4, 3), (2, 6), (1, 4), (6, 1), (1, 6)]","[(8,), (7,), (2, 6), (5,), (3, 4)]"
286,8,8,"[(6, 1), (3, 3), (3, 2), (4, 6), (6, 3), (5, 6)]","[(7,), (6,), (5,), (1, 9), (2, 3, 4)]"
287,23,5,"[(3, 5), (2, 2), (4, 1), (2, 3), (1, 3)]","[(8,), (4,), (5,), (2, 3)]"
288,3,8,"[(2, 2), (4, 4), (1, 1), (3, 4), (3, 6), (2, 4), (1, 5), (1, 1)]","[(4,), (8,), (2,), (7,), (9,), (6,), (1, 5)]"
289,17,6,"[(2, 3), (5, 4), (5, 6), (2, 1), (3, 5)]","[(5,), (9,), (3, 8), (1, 2)]"
290,8,7,"[(5, 3), (5, 3), (5, 1), (4, 5), (5, 1), (4, 6)]","[(8,), (1, 7), (6,), (9,), (2, 4)]"
291,23,4,"[(5, 6), (5, 1), (4, 1), (1, 5)]","[(2, 9), (6,), (5,)]"
292,9,6,"[(5, 3), (4, 5), (6, 5), (2, 6), (6, 1)]","[(8,), (9,), (4, 7), (2, 6)]"
293,9,6,"[(1, 2), (3, 4), (3, 5), (4, 5), (1, 4), (2, 2), (5, 6)]","[(3,), (7,), (8,), (9,), (5,), (4,)]"
294,12,7,"[(6, 5), (3, 3), (3, 3), (5, 5), (5, 1)]","[(2, 9), (6,), (1, 5), (3, 7)]"
295,12,7,"[(6, 2), (4, 2), (2, 6), (2, 2), (1, 6), (1, 3)]","[(8,), (6,), (1, 7), (4,), (2, 5)]"
296,20,5,"[(1, 5), (2, 3), (2, 1), (5, 6), (4, 6)]","[(6,), (5,), (3,), (2, 9)]"
297,8,7,"[(2, 5), (5, 3), (3, 1), (6, 5), (1, 6), (2, 5)]","[(7,), (8,), (4,), (2, 9), (1, 6)]"
298,13,6,"[(6, 4), (1, 3), (1, 6), (6, 5), (6, 3)]","[(1, 9), (4,), (7,), (3, 8)]"
299,9,8,"[(5, 2), (3, 5), (2, 3), (3, 3), (4, 3), (1, 2), (6, 1)]","[(7,), (8,), (5,), (6,), (3, 4), (1, 2)]"
300,11,7,"[(2, 2), (4, 1), (4, 3), (5, 2), (6, 5), (2, 5)]","[(4,), (5,), (7,), (1, 6), (2, 9)]"
301,11,6,"[(3, 5), (5, 5), (2, 2), (6, 6), (1, 3)]","[(8,), (1, 9), (4,), (5, 7)]"
302,9,8,"[(2, 6), (5, 2), (4, 3), (5, 2), (6, 1), (5, 2)]","[(8,), (7,), (1, 6), (2, 5), (3, 4)]"
303,18,5,"[(3, 1), (6, 1), (6, 4), (4, 2), (2, 4)]","[(4,), (7,), (1, 9), (6,)]"
304,8,7,"[(3, 6), (6, 2), (2, 2), (3, 5), (4, 4), (5, 5)]","[(9,), (8,), (4,), (1, 7), (2, 6)]"
305,4,7,"[(3, 6), (3, 4), (3, 5), (2, 6), (5, 4), (2, 6)]","[(9,), (7,), (8,), (2, 6), (4, 5)]"
306,23,4,"[(1, 3), (2, 3), (4, 3), (5, 1), (3, 4)]","[(4,), (5,), (7,), (6,)]"
307,4,8,"[(3, 4), (2, 1), (6, 3), (1, 6), (4, 3), (4, 4), (1, 2)]","[(7,), (3,), (9,), (1, 6), (2, 5), (8,)]"
308,0,9,"[(4, 5), (3, 6), (6, 5), (2, 5), (5, 4)]","[(9,), (1, 8), (4, 7), (2, 5), (3, 6)]"
309,11,7,"[(3, 1), (3, 3), (1, 5), (5, 4), (1, 1), (2, 5), (5, 5)]","[(4,), (6,), (1, 5), (9,), (2,), (7,)]"
310,1,8,"[(1, 4), (5, 2), (6, 3), (6, 6), (6, 5), (5, 1)]","[(5,), (7,), (9,), (4, 8), (2, 3, 6)]"
311,19,6,"[(5, 1), (1, 6), (2, 2), (2, 1), (4, 2), (2, 1)]","[(6,), (7,), (4,), (3,), (1, 5)]"
312,9,7,"[(2, 1), (6, 5), (5, 3), (5, 3), (1, 5), (1, 2)]","[(3,), (2, 9), (8,), (1, 7), (6,)]"
313,14,6,"[(4, 1), (5, 4), (5, 3), (2, 2), (3, 2), (2, 3)]","[(5,), (9,), (8,), (4,), (2, 3)]"
314,19,5,"[(5, 2), (2, 1), (4, 4), (6, 2), (4, 4)]","[(7,), (3,), (8,), (2, 6)]"
315,17,5,"[(2, 4), (5, 2), (1, 6), (4, 4), (1, 5)]","[(6,), (7,), (2, 5), (8,)]"
316,15,6,"[(1, 1), (3, 2), (6, 1), (4, 5), (3, 4), (3, 2)]","[(2,), (5,), (7,), (9,), (1, 6)]"
317,10,7,"[(3, 2), (4, 3), (1, 2), (6, 3), (5, 6), (5, 6)]","[(5,), (7,), (3,), (9,), (1, 2, 8)]"
318,21,6,"[(5, 1), (3, 3), (2, 5), (3, 2), (1, 4)]","[(6,), (1, 5), (7,), (2, 3)]"
319,17,7,"[(1, 3), (6, 1), (5, 1), (2, 2), (6, 1), (4, 2)]","[(4,), (7,), (6,), (1, 3), (2, 5)]"
320,12,6,"[(3, 2), (2, 4), (4, 3), (5, 4), (5, 1), (3, 4)]","[(5,), (6,), (7,), (9,), (2, 4)]"
321,9,7,"[(5, 6), (3, 4), (6, 3), (5, 4), (5, 3)]","[(2, 9), (7,), (1, 8), (3, 6)]"
322,26,4,"[(2, 2), (2, 1), (6, 6), (1, 3)]","[(4,), (3,), (5, 7)]"
323,0,9,"[(5, 4), (6, 2), (3, 1), (3, 6), (5, 3), (1, 6)]","[(9,), (8,), (4,), (2, 7), (3, 5), (1, 6)]"
324,33,4,"[(1, 1), (1, 4), (1, 4), (2, 2)]","[(2,), (5,), (1, 4)]"
325,11,6,"[(1, 4), (3, 4), (6, 3), (4, 1), (4, 4), (1, 3)]","[(5,), (7,), (9,), (1, 4), (8,)]"
326,6,7,"[(1, 2), (6, 3), (6, 6), (5, 1), (6, 1), (1, 1), (2, 5)]","[(3,), (9,), (4, 8), (6,), (7,), (2,)]"
327,14,6,"[(6, 4), (6, 6), (3, 6), (2, 5)]","[(1, 9), (4, 8), (2, 7)]"
328,0,9,"[(5, 5), (6, 3), (2, 1), (6, 6), (2, 3), (4, 2)]","[(1, 9), (2, 7), (3,), (4, 8), (5,), (6,)]"
329,2,8,"[(2, 6), (5, 2), (3, 4), (2, 6), (6, 3), (3, 1), (4, 5)]","[(8,), (7,), (1, 6), (3, 5), (9,), (4,)]"
330,5,7,"[(4, 4), (4, 5), (2, 4), (2, 2), (4, 1), (6, 2), (5, 2)]","[(8,), (9,), (6,), (4,), (5,), (1, 7)]"
331,15,6,"[(2, 6), (2, 1), (1, 6), (3, 4), (2, 3), (1, 4)]","[(8,), (3,), (7,), (1, 6), (5,)]"
332,13,7,"[(5, 5), (6, 3), (2, 4), (1, 6), (1, 2)]","[(1, 9), (2, 7), (6,), (3, 4)]"
333,20,5,"[(2, 5), (3, 2), (4, 2), (1, 6), (5, 2)]","[(7,), (5,), (6,), (3, 4)]"
334,20,5,"[(3, 3), (3, 2), (2, 2), (2, 1), (3, 4), (4, 2)]","[(6,), (5,), (4,), (3,), (7,)]"
335,11,7,"[(6, 3), (5, 5), (5, 4), (1, 5), (1, 2)]","[(9,), (2, 8), (3, 6), (1, 5)]"
336,8,8,"[(1, 1), (2, 5), (3, 1), (5, 1), (3, 2), (5, 5), (2, 1), (1, 4)]","[(2,), (7,), (4,), (6,), (5,), (1, 9), (3,)]"
337,9,7,"[(5, 3), (1, 1), (4, 5), (6, 2), (3, 6), (1, 6)]","[(8,), (2,), (9,), (1, 7), (3, 6)]"
338,9,7,"[(6, 3), (2, 6), (1, 4), (3, 1), (3, 1), (3, 3), (2, 1)]","[(9,), (8,), (5,), (4,), (1, 3), (6,)]"
339,20,5,"[(4, 1), (1, 2), (5, 2), (6, 4), (4, 1)]","[(5,), (3,), (7,), (1, 9)]"
340,8,7,"[(6, 1), (5, 6), (4, 6), (5, 4), (4, 6)]","[(7,), (2, 9), (4, 6), (1, 8)]"
341,31,4,"[(2, 1), (4, 4), (1, 2), (5, 3)]","[(3,), (8,), (1, 2)]"
342,10,7,"[(5, 2), (4, 2), (1, 6), (2, 5), (6, 2), (5, 6)]","[(7,), (6,), (2, 5), (3, 4), (8,)]"
343,12,6,"[(5, 5), (6, 2), (1, 6), (6, 2), (1, 5)]","[(1, 9), (8,), (7,), (2, 6)]"
344,18,5,"[(3, 1), (6, 3), (3, 2), (4, 5), (3, 1)]","[(4,), (9,), (5,), (1, 8)]"
345,12,6,"[(4, 5), (5, 5), (4, 6), (2, 2), (3, 6)]","[(9,), (2, 8), (3, 7), (4,)]"
346,15,6,"[(1, 4), (6, 2), (2, 1), (6, 1), (5, 2), (3, 5)]","[(5,), (8,), (3,), (7,), (1, 6)]"
347,12,7,"[(5, 1), (1, 2), (6, 4), (3, 5), (1, 5), (1, 3)]","[(6,), (3,), (1, 9), (8,), (2, 4)]"
348,5,8,"[(3, 6), (5, 1), (6, 6), (2, 2), (3, 6), (3, 6)]","[(9,), (6,), (4, 8), (1, 3), (2, 7)]"
349,16,6,"[(2, 1), (4, 5), (2, 1), (3, 3), (3, 5), (1, 2)]","[(3,), (9,), (1, 2), (6,), (8,)]"
350,20,5,"[(4, 2), (1, 5), (1, 3), (5, 4), (2, 2)]","[(6,), (1, 5), (4,), (9,)]"
351,5,8,"[(2, 2), (5, 6), (3, 3), (5, 5), (3, 6), (1, 1)]","[(4,), (2, 9), (6,), (3, 7), (1, 8)]"
352,11,7,"[(5, 5), (5, 1), (5, 1), (6, 6), (1, 6)]","[(1, 9), (6,), (2, 4), (5, 7)]"
353,22,5,"[(5, 3), (4, 4), (4, 3), (6, 5)]","[(8,), (1, 7), (2, 5)]"
354,25,4,"[(3, 3), (2, 5), (6, 1), (1, 5)]","[(6,), (7,), (2, 5)]"
355,0,9,"[(2, 4), (1, 3), (5, 6), (1, 2), (6, 3), (6, 1), (3, 2)]","[(6,), (4,), (2, 9), (3,), (1, 8), (7,), (5,)]"
356,23,6,"[(1, 3), (1, 3), (3, 4), (1, 6), (5, 6)]","[(4,), (1, 3), (7,), (2, 5)]"
357,4,7,"[(3, 1), (4, 4), (1, 1), (3, 4), (4, 1), (5, 1), (4, 5), (3, 3)]","[(4,), (8,), (2,), (7,), (5,), (6,), (9,)]"
358,14,6,"[(1, 6), (2, 3), (4, 6), (4, 5), (1, 4)]","[(7,), (5,), (1, 9), (3, 6)]"
359,5,7,"[(6, 6), (4, 2), (1, 4), (4, 4), (4, 5), (6, 1)]","[(3, 9), (6,), (5,), (8,), (2, 7)]"
360,16,6,"[(1, 4), (6, 4), (5, 5), (2, 2), (2, 6)]","[(5,), (1, 9), (2, 8), (4,)]"
361,6,7,"[(4, 1), (2, 1), (2, 6), (1, 5), (5, 4), (5, 3), (2, 1)]","[(5,), (3,), (8,), (6,), (9,), (1, 7)]"
362,23,5,"[(2, 3), (3, 2), (6, 6), (6, 5)]","[(5,), (1, 4), (3, 9)]"
363,5,7,"[(2, 4), (3, 5), (5, 5), (5, 2), (4, 5), (5, 1)]","[(6,), (8,), (1, 9), (7,), (4, 5)]"
364,22,5,"[(2, 2), (3, 3), (4, 2), (1, 6), (2, 2)]","[(4,), (6,), (1, 5), (7,)]"
365,15,6,"[(6, 6), (4, 4), (2, 6), (1, 1), (6, 1)]","[(3, 9), (8,), (1, 7), (2,)]"
366,7,8,"[(5, 4), (1, 2), (1, 5), (1, 2), (3, 1), (1, 4), (4, 4), (6, 2)]","[(9,), (3,), (6,), (1, 2), (4,), (5,), (8,)]"
367,18,6,"[(3, 3), (5, 5), (5, 1), (3, 2), (2, 2)]","[(6,), (1, 9), (2, 4), (5,)]"
368,0,9,"[(2, 6), (1, 3), (6, 5), (6, 6), (6, 4)]","[(8,), (4,), (2, 9), (5, 7), (1, 3, 6)]"
369,8,7,"[(2, 4), (5, 4), (4, 3), (6, 3), (2, 4), (4, 6)]","[(6,), (9,), (7,), (1, 8), (2, 4)]"
370,9,8,"[(2, 5), (2, 2), (3, 5), (2, 4), (2, 3), (3, 3), (6, 5)]","[(7,), (4,), (8,), (6,), (5,), (1, 2, 3)]"
371,4,8,"[(1, 1), (6, 1), (6, 6), (6, 5), (6, 3), (5, 1)]","[(2,), (7,), (3, 9), (5, 6), (1, 8)]"
372,19,6,"[(6, 6), (2, 2), (2, 5), (1, 2), (6, 3)]","[(3, 9), (4,), (7,), (1, 2)]"
373,15,6,"[(4, 2), (4, 3), (4, 2), (6, 5), (2, 3)]","[(6,), (7,), (1, 5), (2, 9)]"
374,13,6,"[(1, 6), (5, 1), (3, 2), (2, 6), (2, 4), (1, 6)]","[(7,), (6,), (5,), (8,), (2, 4)]"
375,3,8,"[(5, 6), (3, 3), (6, 2), (2, 2), (5, 2), (5, 1), (1, 3)]","[(2, 9), (6,), (8,), (4,), (7,), (1, 5)]"
376,29,4,"[(4, 1), (3, 3), (4, 1), (2, 2)]","[(5,), (6,), (1, 4)]"
377,11,7,"[(3, 3), (6, 6), (4, 6), (1, 5), (1, 5)]","[(6,), (3, 9), (2, 8), (1, 5)]"
378,15,5,"[(4, 5), (5, 1), (5, 6), (1, 3), (2, 2)]","[(9,), (6,), (3, 8), (4,)]"
379,11,7,"[(3, 5), (6, 1), (3, 3), (5, 1), (1, 6), (2, 6)]","[(8,), (7,), (6,), (1, 5), (3, 4)]"
380,12,7,"[(1, 5), (2, 1), (1, 1), (6, 6), (5, 5), (3, 5)]","[(6,), (3,), (2,), (4, 8), (1, 9)]"
381,2,8,"[(1, 6), (6, 2), (6, 4), (6, 5), (4, 3), (6, 6)]","[(7,), (8,), (1, 9), (5, 6), (3, 4)]"
382,15,6,"[(6, 6), (5, 4), (4, 5), (6, 6)]","[(3, 9), (1, 8), (2, 7)]"
383,13,7,"[(1, 4), (4, 6), (6, 6), (1, 4), (5, 4)]","[(5,), (1, 9), (4, 8), (2, 3)]"
384,7,7,"[(6, 2), (5, 3), (4, 2), (5, 4), (6, 1), (4, 4)]","[(8,), (1, 7), (6,), (9,), (2, 5)]"
385,7,7,"[(5, 5), (5, 2), (5, 1), (2, 3), (6, 4), (6, 6)]","[(1, 9), (7,), (6,), (5,), (2, 8)]"
386,12,7,"[(1, 6), (3, 4), (6, 6), (1, 6), (6, 3)]","[(7,), (1, 6), (3, 9), (2, 5)]"
387,0,9,"[(2, 3), (5, 1), (6, 1), (5, 6), (5, 4), (4, 3)]","[(5,), (6,), (7,), (2, 9), (1, 8), (3, 4)]"
388,22,5,"[(4, 2), (1, 4), (5, 5), (1, 1), (2, 3)]","[(6,), (5,), (1, 9), (2,)]"
389,6,7,"[(6, 1), (6, 2), (6, 6), (1, 1), (1, 5), (3, 1), (6, 1)]","[(7,), (8,), (3, 9), (2,), (6,), (4,)]"
390,9,7,"[(2, 4), (2, 2), (4, 2), (5, 4), (5, 6), (4, 6)]","[(6,), (4,), (1, 5), (9,), (3, 8)]"
391,19,6,"[(1, 2), (2, 4), (1, 2), (5, 4), (3, 2), (3, 3)]","[(3,), (6,), (1, 2), (9,), (5,)]"
392,14,6,"[(6, 4), (3, 5), (6, 2), (4, 1), (6, 6)]","[(1, 9), (8,), (2, 6), (5,)]"
