Game Number,Score,Tiles Closed,Rolls,Moves
1065,27,5,"[(6, 2), (4, 6), (1, 2)]","[(1, 2, 5), (3, 7)]"
1066,25,5,"[(4, 4), (6, 6), (1, 4)]","[(1, 2, 5), (3, 9)]"
1067,25,5,"[(5, 4), (5, 6), (1, 1)]","[(1, 2, 6), (3, 8)]"
1068,0,9,"[(3, 1), (2, 6), (1, 4), (5, 4), (3, 1), (5, 3), (4, 3)]","[(1, 3), (2, 6), (5,), (9,), (4,), (8,), (7,)]"
1069,31,4,"[(1, 5), (6, 2), (3, 5)]","[(1, 2, 3), (8,)]"
1070,21,6,"[(6, 5), (5, 2), (3, 3), (1, 1)]","[(1, 2, 3, 5), (7,), (6,)]"
1071,17,7,"[(2, 2), (4, 4), (6, 3), (2, 5), (1, 2)]","[(1, 3), (2, 6), (4, 5), (7,)]"
1072,26,5,"[(3, 3), (2, 3), (5, 3), (2, 3)]","[(1, 2, 3), (5,), (8,)]"
1073,28,5,"[(3, 6), (2, 6), (4, 6)]","[(1, 2, 6), (3, 5)]"
1074,36,3,"[(3, 6), (4, 2)]","[(1, 2, 6)]"
1075,27,5,"[(3, 1), (5, 5), (2, 2), (1, 3)]","[(1, 3), (2, 8), (4,)]"
1076,32,4,"[(5, 1), (2, 5), (2, 1)]","[(1, 2, 3), (7,)]"
1077,28,5,"[(4, 1), (6, 6), (1, 6)]","[(1, 4), (2, 3, 7)]"
1078,21,6,"[(1, 1), (6, 4), (6, 6), (1, 3)]","[(2,), (1, 3, 6), (4, 8)]"
1079,19,6,"[(1, 6), (5, 5), (6, 3), (3, 6)]","[(1, 2, 4), (3, 7), (9,)]"
1080,27,5,"[(5, 4), (4, 1), (2, 2), (1, 3)]","[(1, 2, 6), (5,), (4,)]"
1081,22,6,"[(3, 4), (2, 4), (6, 4), (2, 2)]","[(1, 2, 4), (6,), (3, 7)]"
1082,8,8,"[(3, 6), (2, 2), (3, 5), (3, 4), (6, 3), (2, 3)]","[(1, 2, 6), (4,), (3, 5), (7,), (9,)]"
1083,30,5,"[(1, 6), (3, 5), (2, 2)]","[(1, 2, 4), (3, 5)]"
1084,9,8,"[(6, 2), (2, 6), (4, 5), (6, 5), (1, 5)]","[(1, 2, 5), (8,), (3, 6), (4, 7)]"
1085,34,4,"[(5, 6), (2, 3)]","[(1, 2, 3, 5)]"
1086,27,5,"[(5, 3), (5, 5), (3, 4)]","[(1, 2, 5), (3, 7)]"
1087,21,6,"[(6, 3), (2, 1), (2, 2), (6, 2), (5, 3)]","[(1, 2, 6), (3,), (4,), (8,)]"
1088,31,4,"[(6, 3), (1, 4), (1, 5)]","[(1, 2, 6), (5,)]"
1089,29,5,"[(3, 3), (6, 4), (1, 1)]","[(1, 2, 3), (4, 6)]"
1090,14,7,"[(5, 1), (3, 2), (5, 4), (5, 6), (5, 6)]","[(1, 2, 3), (5,), (9,), (4, 7)]"
1091,33,4,"[(1, 5), (5, 1), (5, 5)]","[(1, 2, 3), (6,)]"
1092,32,4,"[(5, 1), (3, 4), (5, 2)]","[(1, 2, 3), (7,)]"
1093,29,4,"[(4, 4), (2, 6), (3, 2)]","[(1, 2, 5), (8,)]"
1094,37,3,"[(5, 3), (1, 4)]","[(1, 2, 5)]"
1095,27,5,"[(3, 5), (5, 5), (3, 4)]","[(1, 2, 5), (3, 7)]"
1096,24,6,"[(4, 6), (6, 5), (6, 6)]","[(1, 2, 3, 4), (5, 6)]"
1097,31,4,"[(3, 3), (4, 4), (4, 4)]","[(1, 2, 3), (8,)]"
1098,36,3,"[(3, 6), (3, 3)]","[(1, 2, 6)]"
1099,22,6,"[(2, 6), (5, 3), (4, 3), (6, 2)]","[(1, 2, 5), (8,), (3, 4)]"
1100,0,9,"[(6, 5), (4, 5), (1, 3), (5, 3), (4, 2), (2, 5)]","[(1, 2, 3, 5), (9,), (4,), (8,), (6,), (7,)]"
1101,36,3,"[(3, 6), (1, 1)]","[(1, 2, 6)]"
1102,35,4,"[(5, 5), (6, 4)]","[(1, 2, 3, 4)]"
1103,37,3,"[(4, 4), (2, 3)]","[(1, 2, 5)]"
1104,25,5,"[(4, 5), (1, 3), (6, 1), (1, 6)]","[(1, 2, 6), (4,), (7,)]"
1105,35,4,"[(4, 1), (1, 4), (2, 2)]","[(1, 4), (2, 3)]"
1106,38,3,"[(2, 5), (1, 3)]","[(1, 2, 4)]"
1107,32,4,"[(1, 1), (1, 6), (3, 1), (1, 3)]","[(2,), (1, 6), (4,)]"
1108,30,5,"[(4, 6), (3, 2), (6, 6)]","[(1, 2, 3, 4), (5,)]"
1109,14,7,"[(2, 2), (2, 6), (2, 2), (3, 5), (4, 3), (1, 1)]","[(1, 3), (2, 6), (4,), (8,), (7,)]"
1110,19,6,"[(4, 2), (5, 3), (1, 4), (2, 5), (2, 3)]","[(1, 2, 3), (8,), (5,), (7,)]"
1111,35,4,"[(6, 4), (6, 4)]","[(1, 2, 3, 4)]"
1112,34,4,"[(6, 5), (3, 2)]","[(1, 2, 3, 5)]"
1113,16,7,"[(2, 1), (2, 4), (3, 5), (6, 6), (3, 1)]","[(1, 2), (6,), (3, 5), (4, 8)]"
1114,16,7,"[(3, 6), (5, 6), (3, 6), (5, 6)]","[(1, 2, 6), (3, 8), (4, 5)]"
1115,25,5,"[(1, 6), (2, 5), (2, 4), (6, 1)]","[(1, 2, 4), (7,), (6,)]"
1116,13,7,"[(2, 5), (3, 4), (5, 4), (4, 5), (2, 1)]","[(1, 2, 4), (7,), (3, 6), (9,)]"
1117,21,6,"[(2, 3), (2, 1), (5, 3), (3, 5), (6, 5)]","[(1, 4), (3,), (2, 6), (8,)]"
1118,21,6,"[(4, 3), (5, 6), (4, 2), (2, 4)]","[(1, 2, 4), (3, 8), (6,)]"
1119,31,4,"[(4, 5), (2, 3), (1, 1)]","[(1, 2, 6), (5,)]"
1120,9,8,"[(4, 2), (4, 5), (2, 4), (6, 1), (2, 6), (5, 1)]","[(1, 2, 3), (4, 5), (6,), (7,), (8,)]"
1121,27,5,"[(1, 2), (5, 2), (5, 3), (2, 1)]","[(1, 2), (3, 4), (8,)]"
1122,34,4,"[(2, 4), (2, 3), (1, 2)]","[(1, 2, 3), (5,)]"
1123,15,7,"[(4, 4), (5, 1), (3, 4), (6, 3), (1, 1)]","[(1, 2, 5), (6,), (3, 4), (9,)]"
1124,34,4,"[(1, 5), (1, 4), (4, 1)]","[(1, 2, 3), (5,)]"
1125,31,4,"[(2, 3), (5, 4), (3, 1)]","[(1, 4), (2, 7)]"
1126,17,7,"[(4, 4), (4, 6), (4, 6), (6, 6)]","[(1, 2, 5), (3, 7), (4, 6)]"
1127,22,6,"[(1, 5), (5, 2), (4, 6), (6, 4)]","[(1, 2, 3), (7,), (4, 6)]"
1128,22,6,"[(4, 5), (6, 1), (3, 4), (2, 2)]","[(1, 2, 6), (3, 4), (7,)]"
1129,17,7,"[(4, 5), (2, 5), (6, 6), (3, 4)]","[(1, 2, 6), (3, 4), (5, 7)]"
1130,23,6,"[(4, 4), (4, 3), (1, 6), (2, 3)]","[(1, 2, 5), (3, 4), (7,)]"
1131,33,4,"[(4, 5), (1, 2), (5, 5)]","[(1, 2, 6), (3,)]"
1132,29,5,"[(6, 4), (4, 2), (5, 6)]","[(1, 2, 3, 4), (6,)]"
1133,30,5,"[(2, 4), (3, 2), (2, 2), (5, 6)]","[(1, 2, 3), (5,), (4,)]"
1134,22,6,"[(6, 3), (5, 2), (5, 2), (4, 2)]","[(1, 2, 6), (3, 4), (7,)]"
1135,30,5,"[(5, 5), (3, 2), (6, 6)]","[(1, 2, 3, 4), (5,)]"
1136,38,3,"[(5, 2), (3, 1)]","[(1, 2, 4)]"
1137,33,4,"[(6, 6), (2, 4)]","[(1, 2, 3, 6)]"
1138,13,7,"[(5, 5), (3, 6), (4, 1), (3, 5), (5, 6)]","[(1, 2, 3, 4), (9,), (5,), (8,)]"
1139,29,5,"[(2, 5), (3, 6), (6, 4)]","[(1, 2, 4), (3, 6)]"
1140,32,4,"[(3, 2), (2, 6), (3, 1)]","[(1, 4), (2, 6)]"
1141,42,2,"[(1, 2), (1, 1)]","[(1, 2)]"
1142,22,6,"[(1, 6), (4, 6), (5, 1), (6, 5)]","[(1, 2, 4), (3, 7), (6,)]"
1143,17,7,"[(2, 1), (3, 6), (3, 4), (4, 5), (4, 6)]","[(1, 2), (3, 6), (7,), (4, 5)]"
1144,38,3,"[(2, 5), (2, 2)]","[(1, 2, 4)]"
1145,30,5,"[(3, 4), (5, 3), (3, 1)]","[(1, 2, 4), (3, 5)]"
1146,22,6,"[(3, 1), (3, 1), (3, 4), (6, 2), (2, 2)]","[(1, 3), (4,), (2, 5), (8,)]"
1147,32,4,"[(6, 3), (1, 3), (1, 5)]","[(1, 2, 6), (4,)]"
1148,29,5,"[(6, 4), (5, 1), (4, 2)]","[(1, 2, 3, 4), (6,)]"
1149,33,4,"[(6, 6), (4, 2)]","[(1, 2, 3, 6)]"
1150,21,6,"[(2, 4), (4, 6), (2, 6), (1, 5)]","[(1, 2, 3), (4, 6), (8,)]"
1151,21,6,"[(6, 6), (6, 6), (2, 6)]","[(1, 2, 3, 6), (4, 8)]"
1152,17,7,"[(4, 5), (5, 2), (6, 6), (6, 4)]","[(1, 2, 6), (3, 4), (5, 7)]"
1153,28,5,"[(6, 4), (1, 6), (2, 2)]","[(1, 2, 3, 4), (7,)]"
1154,12,7,"[(1, 5), (1, 4), (3, 4), (6, 3), (1, 5), (4, 6)]","[(1, 2, 3), (5,), (7,), (9,), (6,)]"
1155,15,7,"[(3, 5), (2, 4), (1, 6), (5, 4), (6, 6)]","[(1, 2, 5), (6,), (3, 4), (9,)]"
1156,15,7,"[(1, 5), (4, 2), (5, 4), (5, 4), (2, 2)]","[(1, 2, 3), (6,), (4, 5), (9,)]"
1157,15,7,"[(5, 6), (5, 3), (5, 6), (6, 1)]","[(1, 2, 3, 5), (8,), (4, 7)]"
1158,27,5,"[(1, 6), (2, 3), (1, 5), (5, 1)]","[(1, 2, 4), (5,), (6,)]"
1159,24,6,"[(6, 4), (6, 5), (5, 5)]","[(1, 2, 3, 4), (5, 6)]"
1160,35,4,"[(2, 1), (6, 1), (3, 1)]","[(1, 2), (3, 4)]"
1161,35,4,"[(1, 2), (1, 6), (1, 2)]","[(1, 2), (3, 4)]"
1162,26,5,"[(3, 1), (6, 2), (5, 2), (2, 1)]","[(1, 3), (2, 6), (7,)]"
1163,22,6,"[(3, 1), (1, 5), (5, 3), (2, 3), (4, 4)]","[(1, 3), (2, 4), (8,), (5,)]"
1164,27,5,"[(4, 3), (6, 5), (4, 4)]","[(1, 2, 4), (3, 8)]"
1165,27,5,"[(6, 1), (5, 6), (4, 4)]","[(1, 2, 4), (3, 8)]"
1166,30,5,"[(2, 5), (6, 2), (3, 1)]","[(1, 2, 4), (3, 5)]"
1167,16,7,"[(1, 2), (5, 3), (6, 6), (3, 3), (6, 5)]","[(1, 2), (3, 5), (4, 8), (6,)]"
1168,32,4,"[(6, 1), (3, 3), (4, 2)]","[(1, 2, 4), (6,)]"
1169,37,3,"[(2, 6), (1, 4)]","[(1, 2, 5)]"
1170,29,5,"[(1, 6), (4, 5), (5, 5)]","[(1, 2, 4), (3, 6)]"
1171,26,5,"[(6, 3), (4, 6), (3, 4)]","[(1, 2, 6), (3, 7)]"
1172,22,6,"[(6, 1), (3, 6), (6, 1), (5, 1)]","[(1, 2, 4), (3, 6), (7,)]"
1173,32,4,"[(2, 5), (5, 1), (5, 1)]","[(1, 2, 4), (6,)]"
1174,38,3,"[(1, 6), (1, 1)]","[(1, 2, 4)]"
1175,14,6,"[(4, 4), (5, 3), (3, 3), (5, 4), (5, 1)]","[(1, 2, 5), (8,), (6,), (9,)]"
1176,14,7,"[(1, 4), (2, 3), (3, 6), (1, 4), (2, 5), (2, 1)]","[(1, 4), (2, 3), (9,), (5,), (7,)]"
1177,17,7,"[(2, 5), (4, 6), (2, 3), (2, 4), (2, 3)]","[(1, 2, 4), (3, 7), (5,), (6,)]"
1178,25,5,"[(3, 1), (3, 4), (5, 4), (3, 2)]","[(1, 3), (2, 5), (9,)]"
1179,19,6,"[(1, 2), (3, 2), (4, 6), (2, 6), (6, 2)]","[(1, 2), (5,), (3, 7), (8,)]"
1180,9,8,"[(2, 4), (2, 5), (5, 3), (4, 1), (3, 1), (4, 2), (6, 2)]","[(1, 2, 3), (7,), (8,), (5,), (4,), (6,)]"
1181,16,7,"[(2, 2), (2, 6), (2, 6), (3, 6), (4, 2)]","[(1, 3), (2, 6), (8,), (4, 5)]"
1182,37,3,"[(4, 4), (2, 3)]","[(1, 2, 5)]"
1183,35,4,"[(4, 6), (1, 2)]","[(1, 2, 3, 4)]"
1184,14,7,"[(2, 3), (3, 6), (6, 5), (2, 4), (6, 6)]","[(1, 4), (2, 7), (3, 8), (6,)]"
1185,36,3,"[(5, 4), (3, 3)]","[(1, 2, 6)]"
1186,29,5,"[(3, 6), (4, 3), (1, 2)]","[(1, 2, 6), (3, 4)]"
1187,28,5,"[(2, 3), (2, 1), (6, 3), (3, 4)]","[(1, 4), (3,), (2, 7)]"
1188,14,7,"[(5, 6), (2, 2), (1, 6), (3, 6), (1, 6)]","[(1, 2, 3, 5), (4,), (7,), (9,)]"
1189,37,3,"[(3, 5), (1, 1)]","[(1, 2, 5)]"
1190,18,6,"[(1, 3), (2, 6), (5, 2), (2, 6), (5, 2)]","[(1, 3), (2, 6), (7,), (8,)]"
1191,18,6,"[(5, 5), (4, 5), (4, 4), (3, 5)]","[(1, 2, 3, 4), (9,), (8,)]"
1192,6,8,"[(6, 5), (6, 3), (3, 4), (6, 6), (5, 3)]","[(1, 2, 3, 5), (9,), (7,), (4, 8)]"
1193,30,5,"[(3, 1), (4, 2), (1, 4), (6, 5)]","[(1, 3), (2, 4), (5,)]"
1194,17,6,"[(5, 3), (5, 3), (6, 6), (4, 5)]","[(1, 2, 5), (8,), (3, 9)]"
1195,17,7,"[(6, 2), (5, 1), (4, 3), (4, 3), (2, 1)]","[(1, 2, 5), (6,), (3, 4), (7,)]"
1196,30,5,"[(4, 2), (6, 3), (6, 6)]","[(1, 2, 3), (4, 5)]"
1197,19,6,"[(5, 3), (4, 6), (2, 6), (3, 5)]","[(1, 2, 5), (3, 7), (8,)]"
1198,19,6,"[(4, 2), (3, 5), (4, 1), (2, 5), (6, 6)]","[(1, 2, 3), (8,), (5,), (7,)]"
1199,18,6,"[(6, 4), (5, 3), (4, 5), (3, 5)]","[(1, 2, 3, 4), (8,), (9,)]"
1200,28,5,"[(4, 5), (6, 2), (4, 1)]","[(1, 2, 6), (3, 5)]"
1201,16,7,"[(1, 2), (5, 3), (6, 2), (5, 5), (4, 1)]","[(1, 2), (3, 5), (8,), (4, 6)]"
1202,15,7,"[(3, 3), (3, 2), (4, 5), (4, 6), (6, 5)]","[(1, 2, 3), (5,), (9,), (4, 6)]"
1203,15,7,"[(4, 3), (4, 4), (5, 2), (2, 6), (3, 5)]","[(1, 2, 4), (3, 5), (7,), (8,)]"
1204,13,7,"[(6, 3), (3, 5), (2, 6), (5, 2), (4, 6)]","[(1, 2, 6), (3, 5), (8,), (7,)]"
1205,26,5,"[(6, 6), (1, 6), (2, 5)]","[(1, 2, 3, 6), (7,)]"
1206,34,4,"[(5, 6), (1, 4)]","[(1, 2, 3, 5)]"
1207,17,7,"[(1, 6), (3, 4), (4, 1), (5, 4), (4, 1)]","[(1, 2, 4), (7,), (5,), (3, 6)]"
1208,26,5,"[(1, 4), (3, 6), (4, 1), (1, 3)]","[(1, 4), (2, 7), (5,)]"
1209,13,7,"[(1, 6), (4, 3), (5, 1), (6, 6), (6, 3)]","[(1, 2, 4), (7,), (6,), (3, 9)]"
1210,41,2,"[(2, 2), (1, 2)]","[(1, 3)]"
1211,8,8,"[(4, 3), (4, 5), (1, 4), (3, 6), (2, 5), (1, 5)]","[(1, 2, 4), (3, 6), (5,), (9,), (7,)]"
1212,27,5,"[(5, 4), (5, 4), (3, 1)]","[(1, 2, 6), (4, 5)]"
1213,31,4,"[(1, 3), (3, 1), (5, 1), (5, 1)]","[(1, 3), (4,), (6,)]"
1214,31,4,"[(6, 3), (1, 4), (4, 2)]","[(1, 2, 6), (5,)]"
1215,21,6,"[(5, 1), (2, 6), (4, 6), (3, 5)]","[(1, 2, 3), (8,), (4, 6)]"
1216,20,6,"[(5, 2), (3, 6), (6, 3), (5, 1)]","[(1, 2, 4), (3, 6), (9,)]"
1217,31,4,"[(4, 1), (3, 6), (5, 5)]","[(1, 4), (2, 7)]"
1218,14,7,"[(3, 2), (1, 6), (1, 2), (1, 6), (5, 4), (1, 3)]","[(1, 4), (2, 5), (3,), (7,), (9,)]"
1219,26,5,"[(6, 3), (2, 1), (3, 4), (6, 4)]","[(1, 2, 6), (3,), (7,)]"
1220,31,4,"[(1, 5), (5, 3), (1, 1)]","[(1, 2, 3), (8,)]"
1221,27,5,"[(4, 6), (3, 5), (1, 3)]","[(1, 2, 3, 4), (8,)]"
1222,20,6,"[(2, 5), (1, 6), (6, 5), (3, 1)]","[(1, 2, 4), (7,), (3, 8)]"
1223,17,7,"[(5, 1), (4, 3), (4, 6), (3, 2), (3, 4)]","[(1, 2, 3), (7,), (4, 6), (5,)]"
1224,22,6,"[(1, 3), (5, 5), (6, 3), (5, 6)]","[(1, 3), (2, 8), (4, 5)]"
1225,23,6,"[(5, 5), (6, 1), (2, 3), (1, 3)]","[(1, 2, 3, 4), (7,), (5,)]"
1226,26,5,"[(6, 4), (6, 3), (5, 5)]","[(1, 2, 3, 4), (9,)]"
1227,16,7,"[(1, 1), (1, 6), (3, 6), (1, 2), (2, 6), (6, 5)]","[(2,), (1, 6), (4, 5), (3,), (8,)]"
1228,19,6,"[(3, 5), (1, 2), (6, 1), (4, 4), (6, 1)]","[(1, 2, 5), (3,), (7,), (8,)]"
1229,33,4,"[(2, 1), (6, 3), (4, 6)]","[(1, 2), (3, 6)]"
1230,36,3,"[(4, 5), (4, 2)]","[(1, 2, 6)]"
1231,16,7,"[(6, 2), (5, 1), (6, 5), (2, 2), (6, 4)]","[(1, 2, 5), (6,), (3, 8), (4,)]"
1232,29,5,"[(6, 3), (6, 1), (2, 2)]","[(1, 2, 6), (3, 4)]"
1233,38,3,"[(1, 6), (1, 1)]","[(1, 2, 4)]"
1234,34,4,"[(6, 5), (1, 1)]","[(1, 2, 3, 5)]"
1235,28,5,"[(2, 1), (5, 2), (2, 5), (1, 6)]","[(1, 2), (3, 4), (7,)]"
1236,29,5,"[(2, 3), (1, 5), (4, 1), (4, 6)]","[(1, 4), (6,), (2, 3)]"
1237,13,7,"[(5, 5), (1, 4), (4, 5), (5, 3), (1, 4)]","[(1, 2, 3, 4), (5,), (9,), (8,)]"
1238,31,4,"[(4, 2), (3, 5), (6, 2)]","[(1, 2, 3), (8,)]"
1239,30,5,"[(5, 3), (1, 6), (6, 6)]","[(1, 2, 5), (3, 4)]"
1240,22,6,"[(2, 4), (3, 6), (2, 6), (6, 6)]","[(1, 2, 3), (4, 5), (8,)]"
1241,17,7,"[(4, 5), (4, 6), (3, 6), (1, 3)]","[(1, 2, 6), (3, 7), (4, 5)]"
1242,37,3,"[(2, 6), (1, 1)]","[(1, 2, 5)]"
1243,19,6,"[(3, 6), (3, 6), (6, 2), (4, 2)]","[(1, 2, 6), (4, 5), (8,)]"
1244,18,6,"[(6, 4), (6, 2), (6, 3), (1, 1)]","[(1, 2, 3, 4), (8,), (9,)]"
1245,20,6,"[(5, 4), (2, 6), (3, 5), (1, 5)]","[(1, 2, 6), (3, 5), (8,)]"
1246,24,5,"[(2, 2), (4, 6), (1, 6), (2, 6)]","[(1, 3), (2, 8), (7,)]"
1247,17,7,"[(2, 6), (5, 5), (4, 6), (6, 4)]","[(1, 2, 5), (3, 7), (4, 6)]"
1248,7,8,"[(1, 2), (4, 4), (5, 5), (6, 3), (2, 6), (5, 5)]","[(1, 2), (3, 5), (4, 6), (9,), (8,)]"
1249,10,7,"[(5, 6), (6, 3), (4, 4), (6, 1), (3, 4)]","[(1, 2, 3, 5), (9,), (8,), (7,)]"
1250,15,7,"[(3, 4), (3, 2), (6, 5), (5, 2), (4, 6)]","[(1, 2, 4), (5,), (3, 8), (7,)]"
1251,24,5,"[(2, 4), (2, 6), (3, 4), (3, 5)]","[(1, 2, 3), (8,), (7,)]"
1252,32,4,"[(6, 1), (5, 1), (2, 2)]","[(1, 2, 4), (6,)]"
1253,15,7,"[(3, 5), (6, 3), (2, 2), (5, 4), (2, 2)]","[(1, 2, 5), (3, 6), (4,), (9,)]"
1254,24,5,"[(5, 1), (4, 3), (6, 2), (4, 3)]","[(1, 2, 3), (7,), (8,)]"
1255,21,6,"[(4, 1), (5, 6), (4, 4), (5, 3)]","[(1, 4), (2, 3, 6), (8,)]"
1256,25,5,"[(4, 3), (1, 4), (6, 2), (3, 5)]","[(1, 2, 4), (5,), (8,)]"
1257,27,5,"[(4, 6), (3, 5), (2, 6)]","[(1, 2, 3, 4), (8,)]"
1258,36,3,"[(4, 5), (1, 1)]","[(1, 2, 6)]"
1259,14,7,"[(3, 3), (6, 5), (2, 3), (6, 3), (2, 5)]","[(1, 2, 3), (4, 7), (5,), (9,)]"
1260,27,5,"[(5, 3), (5, 5), (2, 3)]","[(1, 2, 5), (3, 7)]"
1261,29,5,"[(2, 3), (2, 4), (3, 2), (1, 3)]","[(1, 4), (6,), (2, 3)]"
1262,35,4,"[(5, 5), (3, 1)]","[(1, 2, 3, 4)]"
1263,13,7,"[(4, 4), (6, 4), (2, 4), (6, 2), (1, 2)]","[(1, 2, 5), (3, 7), (6,), (8,)]"
1264,27,5,"[(3, 1), (6, 3), (3, 2), (4, 3)]","[(1, 3), (2, 7), (5,)]"
1265,38,3,"[(3, 4), (2, 2)]","[(1, 2, 4)]"
1266,30,5,"[(1, 3), (5, 6), (3, 2)]","[(1, 3), (2, 4, 5)]"
1267,21,6,"[(4, 4), (3, 4), (6, 3), (6, 5)]","[(1, 2, 5), (3, 4), (9,)]"
1268,26,5,"[(6, 6), (3, 4), (1, 1)]","[(1, 2, 3, 6), (7,)]"
1269,35,4,"[(1, 6), (2, 1), (5, 5)]","[(1, 2, 4), (3,)]"
1270,13,7,"[(2, 6), (2, 4), (6, 4), (2, 6), (6, 4)]","[(1, 2, 5), (6,), (3, 7), (8,)]"
1271,9,8,"[(4, 4), (2, 6), (1, 2), (2, 5), (5, 5), (2, 1)]","[(1, 2, 5), (8,), (3,), (7,), (4, 6)]"
1272,38,3,"[(3, 4), (1, 3)]","[(1, 2, 4)]"
1273,8,8,"[(1, 2), (2, 4), (4, 1), (5, 4), (4, 6), (1, 3), (3, 2)]","[(1, 2), (6,), (5,), (9,), (3, 7), (4,)]"
1274,37,3,"[(6, 2), (3, 2)]","[(1, 2, 5)]"
1275,11,7,"[(4, 4), (5, 1), (4, 5), (5, 3), (1, 2), (6, 6)]","[(1, 2, 5), (6,), (9,), (8,), (3,)]"
1276,22,6,"[(6, 6), (6, 5), (4, 2)]","[(1, 2, 3, 6), (4, 7)]"
1277,20,6,"[(2, 6), (5, 6), (4, 2), (4, 4)]","[(1, 2, 5), (3, 8), (6,)]"
1278,26,5,"[(2, 2), (4, 5), (3, 3), (6, 5)]","[(1, 3), (2, 7), (6,)]"
1279,18,6,"[(4, 5), (5, 5), (5, 3), (2, 5)]","[(1, 2, 6), (3, 7), (8,)]"
1280,32,4,"[(3, 1), (6, 3), (5, 2)]","[(1, 3), (2, 7)]"
1281,36,3,"[(3, 6), (4, 2)]","[(1, 2, 6)]"
1282,14,7,"[(4, 1), (3, 5), (2, 1), (6, 1), (4, 4), (1, 6)]","[(1, 4), (2, 6), (3,), (7,), (8,)]"
1283,30,5,"[(3, 5), (6, 1), (1, 2)]","[(1, 2, 5), (3, 4)]"
1284,38,3,"[(1, 6), (1, 1)]","[(1, 2, 4)]"
1285,12,7,"[(5, 2), (4, 3), (1, 4), (4, 4), (1, 5), (4, 2)]","[(1, 2, 4), (7,), (5,), (8,), (6,)]"
1286,28,5,"[(1, 1), (6, 3), (4, 2), (4, 1)]","[(2,), (1, 3, 5), (6,)]"
1287,20,6,"[(6, 4), (5, 4), (5, 1), (2, 1)]","[(1, 2, 3, 4), (9,), (6,)]"
1288,33,4,"[(1, 3), (3, 5), (2, 4)]","[(1, 3), (2, 6)]"
1289,27,5,"[(2, 3), (1, 5), (4, 3), (3, 1)]","[(1, 4), (6,), (2, 5)]"
1290,32,4,"[(2, 5), (3, 3), (3, 1)]","[(1, 2, 4), (6,)]"
1291,22,6,"[(6, 3), (6, 1), (2, 5), (1, 6)]","[(1, 2, 6), (3, 4), (7,)]"
1292,28,5,"[(4, 3), (5, 5), (4, 3)]","[(1, 2, 4), (3, 7)]"
1293,23,6,"[(6, 5), (6, 5), (1, 2)]","[(1, 2, 3, 5), (4, 7)]"
1294,24,6,"[(5, 5), (5, 1), (4, 1), (6, 6)]","[(1, 2, 3, 4), (6,), (5,)]"
1295,29,5,"[(2, 3), (6, 5), (2, 2)]","[(1, 4), (2, 3, 6)]"
1296,35,4,"[(6, 4), (2, 1)]","[(1, 2, 3, 4)]"
1297,31,4,"[(2, 6), (1, 5), (4, 1)]","[(1, 2, 5), (6,)]"
1298,27,5,"[(1, 5), (2, 5), (1, 4), (6, 1)]","[(1, 2, 3), (7,), (5,)]"
1299,27,5,"[(3, 3), (2, 2), (4, 4), (2, 1)]","[(1, 2, 3), (4,), (8,)]"
1300,25,5,"[(1, 3), (6, 2), (5, 3), (2, 1)]","[(1, 3), (2, 6), (8,)]"
1301,13,7,"[(4, 4), (2, 4), (4, 6), (2, 6), (3, 5)]","[(1, 2, 5), (6,), (3, 7), (8,)]"
1302,23,6,"[(5, 1), (3, 1), (2, 3), (3, 4), (4, 6)]","[(1, 2, 3), (4,), (5,), (7,)]"
1303,15,7,"[(3, 2), (4, 5), (5, 3), (5, 3), (2, 2)]","[(1, 4), (2, 7), (3, 5), (8,)]"
1304,38,3,"[(2, 1), (2, 2), (2, 2)]","[(1, 2), (4,)]"
1305,20,6,"[(3, 1), (4, 6), (4, 2), (1, 4), (5, 5)]","[(1, 3), (2, 8), (6,), (5,)]"
1306,30,5,"[(1, 6), (6, 2), (6, 4)]","[(1, 2, 4), (3, 5)]"
1307,13,7,"[(1, 2), (3, 5), (3, 5), (3, 6), (2, 2), (4, 4)]","[(1, 2), (3, 5), (8,), (9,), (4,)]"
1308,19,6,"[(6, 3), (6, 3), (2, 6), (4, 1)]","[(1, 2, 6), (4, 5), (8,)]"
1309,27,5,"[(3, 5), (5, 5), (6, 5)]","[(1, 2, 5), (3, 7)]"
1310,15,7,"[(3, 5), (5, 6), (5, 6), (3, 4)]","[(1, 2, 5), (3, 8), (4, 7)]"
1311,28,5,"[(6, 1), (4, 6), (2, 5)]","[(1, 2, 4), (3, 7)]"
1312,31,4,"[(1, 1), (3, 2), (1, 6), (4, 3)]","[(2,), (1, 4), (7,)]"
1313,25,5,"[(1, 3), (6, 4), (1, 5), (3, 3)]","[(1, 3), (2, 8), (6,)]"
1314,28,5,"[(2, 5), (6, 4), (1, 6)]","[(1, 2, 4), (3, 7)]"
1315,33,4,"[(2, 1), (6, 3), (1, 5)]","[(1, 2), (3, 6)]"
1316,24,6,"[(2, 2), (1, 5), (5, 1), (2, 3), (2, 1)]","[(1, 3), (2, 4), (6,), (5,)]"
1317,39,3,"[(3, 3), (1, 1)]","[(1, 2, 3)]"
1318,40,2,"[(4, 1), (2, 2)]","[(1, 4)]"
1319,20,6,"[(5, 1), (6, 2), (3, 4), (1, 3), (6, 6)]","[(1, 2, 3), (8,), (7,), (4,)]"
1320,24,6,"[(6, 6), (4, 5), (4, 1)]","[(1, 2, 3, 6), (4, 5)]"
