Game Number,Score,Tiles Closed,Rolls,Moves
20,35,4,"[(4, 1), (2, 3), (5, 5)]","[(1, 4), (2, 3)]"
21,26,5,"[(5, 2), (6, 6), (6, 3)]","[(1, 2, 4), (3, 9)]"
22,32,4,"[(3, 1), (3, 1), (1, 4), (3, 2)]","[(1, 3), (4,), (5,)]"
23,30,5,"[(1, 4), (6, 4), (1, 3)]","[(1, 4), (2, 3, 5)]"
24,25,5,"[(4, 2), (5, 1), (3, 5), (6, 2)]","[(1, 2, 3), (6,), (8,)]"
25,34,4,"[(6, 5), (2, 1)]","[(1, 2, 3, 5)]"
26,27,5,"[(1, 4), (2, 3), (6, 2), (5, 3)]","[(1, 4), (2, 3), (8,)]"
27,14,7,"[(2, 3), (5, 3), (6, 5), (4, 3), (3, 5)]","[(1, 4), (2, 6), (3, 8), (7,)]"
28,28,5,"[(2, 6), (3, 3), (1, 2), (3, 2)]","[(1, 2, 5), (6,), (3,)]"
29,20,6,"[(3, 5), (3, 5), (4, 5), (3, 2)]","[(1, 2, 5), (8,), (3, 6)]"
30,35,4,"[(1, 6), (2, 1), (1, 1)]","[(1, 2, 4), (3,)]"
31,24,6,"[(3, 2), (1, 2), (5, 1), (2, 5), (2, 2)]","[(1, 4), (3,), (6,), (2, 5)]"
32,29,5,"[(5, 4), (1, 6), (1, 2)]","[(1, 2, 6), (3, 4)]"
33,30,5,"[(1, 5), (3, 6), (5, 6)]","[(1, 2, 3), (4, 5)]"
34,0,9,"[(5, 2), (1, 5), (1, 6), (4, 4), (5, 3), (4, 5)]","[(1, 2, 4), (6,), (7,), (3, 5), (8,), (9,)]"
35,16,7,"[(6, 3), (2, 3), (2, 5), (5, 3), (1, 3)]","[(1, 2, 6), (5,), (3, 4), (8,)]"
36,29,5,"[(4, 2), (4, 6), (3, 3)]","[(1, 2, 3), (4, 6)]"
37,19,6,"[(4, 6), (6, 3), (3, 4), (1, 3)]","[(1, 2, 3, 4), (9,), (7,)]"
38,32,4,"[(4, 2), (5, 2), (1, 2)]","[(1, 2, 3), (7,)]"
39,17,7,"[(3, 1), (6, 6), (6, 6), (1, 1)]","[(1, 3), (2, 4, 6), (5, 7)]"
40,40,2,"[(4, 1), (2, 2)]","[(1, 4)]"
41,30,5,"[(3, 2), (6, 4), (6, 5)]","[(1, 4), (2, 3, 5)]"
42,26,5,"[(4, 1), (1, 6), (3, 4), (4, 3)]","[(1, 4), (2, 5), (7,)]"
43,19,6,"[(5, 6), (6, 3), (5, 1), (4, 5)]","[(1, 2, 3, 5), (9,), (6,)]"
44,10,7,"[(5, 6), (6, 1), (6, 2), (5, 4), (1, 6)]","[(1, 2, 3, 5), (7,), (8,), (9,)]"
45,17,7,"[(1, 2), (6, 1), (2, 4), (1, 4), (4, 3), (3, 4)]","[(1, 2), (3, 4), (6,), (5,), (7,)]"
46,16,7,"[(4, 6), (4, 4), (4, 2), (2, 3), (2, 1)]","[(1, 2, 3, 4), (8,), (6,), (5,)]"
47,23,5,"[(4, 4), (6, 2), (3, 3), (2, 4)]","[(1, 2, 5), (8,), (6,)]"
48,23,6,"[(1, 1), (5, 4), (5, 6), (4, 6)]","[(2,), (1, 3, 5), (4, 7)]"
49,18,6,"[(6, 6), (4, 4), (1, 6), (6, 5)]","[(1, 2, 3, 6), (8,), (7,)]"
50,7,8,"[(5, 1), (2, 2), (4, 4), (5, 4), (4, 1), (2, 4), (5, 4)]","[(1, 2, 3), (4,), (8,), (9,), (5,), (6,)]"
51,13,7,"[(3, 2), (4, 6), (4, 5), (5, 3), (2, 1)]","[(1, 4), (2, 3, 5), (9,), (8,)]"
52,18,6,"[(5, 6), (5, 4), (4, 3), (5, 6)]","[(1, 2, 3, 5), (9,), (7,)]"
53,26,5,"[(4, 1), (5, 2), (4, 3), (4, 6)]","[(1, 4), (2, 5), (7,)]"
54,24,6,"[(4, 1), (1, 4), (1, 4), (4, 2), (3, 3)]","[(1, 4), (2, 3), (5,), (6,)]"
55,24,6,"[(3, 6), (3, 4), (3, 2), (1, 1)]","[(1, 2, 6), (3, 4), (5,)]"
56,31,4,"[(2, 4), (6, 2), (3, 5)]","[(1, 2, 3), (8,)]"
57,27,5,"[(1, 4), (2, 4), (4, 3), (4, 2)]","[(1, 4), (6,), (2, 5)]"
58,23,6,"[(1, 5), (1, 4), (5, 6), (6, 5)]","[(1, 2, 3), (5,), (4, 7)]"
59,25,5,"[(4, 4), (2, 1), (6, 3), (2, 3)]","[(1, 2, 5), (3,), (9,)]"
60,26,5,"[(2, 3), (1, 6), (4, 3), (1, 6)]","[(1, 4), (2, 5), (7,)]"
61,31,4,"[(3, 6), (2, 3), (2, 3)]","[(1, 2, 6), (5,)]"
62,27,5,"[(5, 2), (4, 1), (5, 1), (1, 1)]","[(1, 2, 4), (5,), (6,)]"
63,26,5,"[(3, 3), (2, 4), (5, 2), (1, 2)]","[(1, 2, 3), (6,), (7,)]"
64,20,6,"[(1, 4), (3, 6), (6, 5), (2, 1)]","[(1, 4), (2, 7), (3, 8)]"
65,30,5,"[(4, 2), (3, 6), (1, 2)]","[(1, 2, 3), (4, 5)]"
66,31,4,"[(6, 1), (6, 1), (4, 6)]","[(1, 2, 4), (7,)]"
67,30,5,"[(1, 4), (2, 3), (2, 3), (1, 3)]","[(1, 4), (2, 3), (5,)]"
68,12,7,"[(2, 2), (6, 2), (3, 1), (4, 5), (6, 2), (2, 2)]","[(1, 3), (2, 6), (4,), (9,), (8,)]"
69,28,5,"[(1, 1), (4, 5), (3, 3), (2, 1)]","[(2,), (1, 3, 5), (6,)]"
70,16,7,"[(4, 1), (6, 1), (5, 6), (4, 2), (4, 4)]","[(1, 4), (2, 5), (3, 8), (6,)]"
71,32,4,"[(4, 1), (6, 2), (1, 5)]","[(1, 4), (2, 6)]"
72,33,4,"[(4, 2), (2, 4), (3, 3)]","[(1, 2, 3), (6,)]"
73,17,7,"[(1, 4), (4, 5), (2, 1), (1, 4), (3, 3), (2, 3)]","[(1, 4), (2, 7), (3,), (5,), (6,)]"
74,16,7,"[(4, 4), (3, 1), (3, 3), (6, 5), (1, 4)]","[(1, 2, 5), (4,), (6,), (3, 8)]"
75,28,5,"[(3, 1), (5, 2), (5, 1), (3, 2)]","[(1, 3), (2, 5), (6,)]"
76,35,4,"[(1, 6), (2, 1), (1, 2)]","[(1, 2, 4), (3,)]"
77,7,8,"[(1, 1), (1, 6), (1, 3), (6, 2), (4, 4), (3, 6), (6, 6)]","[(2,), (1, 6), (4,), (3, 5), (8,), (9,)]"
78,28,5,"[(6, 2), (6, 3), (1, 5)]","[(1, 2, 5), (3, 6)]"
79,26,5,"[(1, 4), (4, 1), (4, 5), (6, 4)]","[(1, 4), (2, 3), (9,)]"
80,28,5,"[(2, 1), (2, 3), (4, 5), (3, 2)]","[(1, 2), (5,), (3, 6)]"
81,25,5,"[(1, 4), (5, 4), (5, 1), (1, 6)]","[(1, 4), (2, 7), (6,)]"
82,42,2,"[(1, 2), (1, 1)]","[(1, 2)]"
83,28,5,"[(2, 2), (2, 3), (5, 3), (3, 3)]","[(1, 3), (5,), (2, 6)]"
84,34,4,"[(6, 5), (1, 1)]","[(1, 2, 3, 5)]"
85,33,4,"[(6, 6), (3, 3)]","[(1, 2, 3, 6)]"
86,30,5,"[(4, 2), (6, 3), (1, 1)]","[(1, 2, 3), (4, 5)]"
87,0,9,"[(4, 6), (3, 2), (5, 3), (3, 4), (4, 2), (6, 3)]","[(1, 2, 3, 4), (5,), (8,), (7,), (6,), (9,)]"
88,31,4,"[(6, 3), (1, 4), (5, 1)]","[(1, 2, 6), (5,)]"
89,26,5,"[(3, 6), (5, 5), (5, 1)]","[(1, 2, 6), (3, 7)]"
90,14,7,"[(1, 2), (6, 5), (6, 1), (5, 5), (4, 2)]","[(1, 2), (3, 8), (7,), (4, 6)]"
91,13,7,"[(1, 3), (6, 6), (6, 1), (6, 3), (6, 1)]","[(1, 3), (2, 4, 6), (7,), (9,)]"
92,36,3,"[(6, 3), (4, 2)]","[(1, 2, 6)]"
93,35,4,"[(4, 3), (1, 2), (2, 1)]","[(1, 2, 4), (3,)]"
94,30,5,"[(1, 2), (6, 6), (2, 1)]","[(1, 2), (3, 4, 5)]"
95,38,3,"[(2, 5), (1, 3)]","[(1, 2, 4)]"
96,35,4,"[(2, 1), (1, 6), (4, 6)]","[(1, 2), (3, 4)]"
97,24,6,"[(1, 6), (5, 1), (5, 3), (3, 2)]","[(1, 2, 4), (6,), (3, 5)]"
98,17,7,"[(4, 3), (4, 3), (3, 3), (6, 2), (4, 1)]","[(1, 2, 4), (7,), (6,), (3, 5)]"
99,20,6,"[(6, 3), (2, 5), (3, 6), (1, 1)]","[(1, 2, 6), (3, 4), (9,)]"
100,19,6,"[(6, 5), (3, 3), (3, 6), (4, 5)]","[(1, 2, 3, 5), (6,), (9,)]"
101,29,5,"[(6, 3), (6, 1), (2, 2)]","[(1, 2, 6), (3, 4)]"
102,20,6,"[(4, 1), (5, 1), (1, 4), (4, 5), (1, 2)]","[(1, 4), (6,), (2, 3), (9,)]"
103,19,6,"[(6, 2), (6, 5), (3, 4), (5, 6)]","[(1, 2, 5), (3, 8), (7,)]"
104,31,4,"[(4, 5), (3, 2), (3, 3)]","[(1, 2, 6), (5,)]"
105,19,6,"[(5, 6), (3, 4), (4, 4), (6, 1)]","[(1, 2, 3, 5), (7,), (8,)]"
106,34,4,"[(5, 6), (4, 1)]","[(1, 2, 3, 5)]"
107,0,9,"[(2, 2), (5, 5), (6, 5), (5, 4), (5, 6)]","[(1, 3), (2, 8), (4, 7), (9,), (5, 6)]"
108,28,5,"[(6, 6), (3, 2), (1, 4)]","[(1, 2, 3, 6), (5,)]"
109,27,5,"[(2, 6), (3, 1), (2, 4), (2, 2)]","[(1, 2, 5), (4,), (6,)]"
110,31,4,"[(2, 5), (1, 6), (4, 6)]","[(1, 2, 4), (7,)]"
111,38,3,"[(2, 5), (1, 3)]","[(1, 2, 4)]"
112,29,5,"[(3, 6), (1, 3), (1, 2), (2, 4)]","[(1, 2, 6), (4,), (3,)]"
113,12,7,"[(6, 2), (5, 1), (5, 4), (6, 4), (3, 6)]","[(1, 2, 5), (6,), (9,), (3, 7)]"
114,10,7,"[(3, 6), (6, 3), (3, 6), (5, 3), (3, 2)]","[(1, 2, 6), (4, 5), (9,), (8,)]"
115,31,4,"[(1, 4), (5, 4), (1, 6)]","[(1, 4), (2, 7)]"
116,23,6,"[(3, 4), (1, 4), (2, 1), (4, 3), (2, 5)]","[(1, 2, 4), (5,), (3,), (7,)]"
117,22,6,"[(3, 5), (4, 3), (4, 4), (6, 4)]","[(1, 2, 5), (3, 4), (8,)]"
118,24,6,"[(2, 1), (5, 2), (6, 5), (5, 6)]","[(1, 2), (3, 4), (5, 6)]"
119,37,3,"[(4, 4), (2, 3)]","[(1, 2, 5)]"
120,24,6,"[(1, 2), (6, 2), (6, 4), (2, 3)]","[(1, 2), (3, 5), (4, 6)]"
121,30,5,"[(3, 4), (5, 3), (3, 2)]","[(1, 2, 4), (3, 5)]"
122,12,7,"[(5, 4), (2, 3), (4, 6), (3, 6), (6, 3)]","[(1, 2, 6), (5,), (3, 7), (9,)]"
123,35,4,"[(5, 5), (2, 2)]","[(1, 2, 3, 4)]"
124,37,3,"[(3, 5), (1, 4)]","[(1, 2, 5)]"
125,33,4,"[(6, 6), (4, 6)]","[(1, 2, 3, 6)]"
126,20,6,"[(1, 5), (2, 4), (5, 3), (2, 3), (5, 3)]","[(1, 2, 3), (6,), (8,), (5,)]"
127,21,6,"[(4, 6), (4, 4), (2, 4), (2, 4)]","[(1, 2, 3, 4), (8,), (6,)]"
128,22,6,"[(5, 3), (6, 2), (1, 6), (6, 2)]","[(1, 2, 5), (8,), (3, 4)]"
129,30,5,"[(2, 6), (1, 6), (6, 4)]","[(1, 2, 5), (3, 4)]"
130,6,8,"[(5, 6), (2, 2), (6, 1), (6, 3), (3, 5), (4, 4)]","[(1, 2, 3, 5), (4,), (7,), (9,), (8,)]"
131,20,6,"[(3, 6), (5, 6), (4, 1), (1, 4)]","[(1, 2, 6), (3, 8), (5,)]"
132,9,8,"[(2, 6), (5, 6), (3, 4), (5, 5), (5, 6)]","[(1, 2, 5), (3, 8), (7,), (4, 6)]"
133,24,6,"[(3, 6), (3, 2), (1, 6), (3, 1)]","[(1, 2, 6), (5,), (3, 4)]"
134,17,7,"[(3, 4), (1, 5), (3, 5), (3, 4), (5, 2)]","[(1, 2, 4), (6,), (3, 5), (7,)]"
135,18,6,"[(4, 4), (3, 3), (3, 1), (5, 4), (3, 2)]","[(1, 2, 5), (6,), (4,), (9,)]"
136,29,4,"[(2, 6), (5, 3), (2, 3)]","[(1, 2, 5), (8,)]"
137,15,7,"[(4, 4), (6, 6), (6, 4), (2, 4)]","[(1, 2, 5), (3, 9), (4, 6)]"
138,9,8,"[(5, 1), (3, 2), (2, 4), (1, 6), (3, 5), (3, 1), (6, 1)]","[(1, 2, 3), (5,), (6,), (7,), (8,), (4,)]"
139,30,5,"[(4, 4), (2, 5), (3, 1)]","[(1, 2, 5), (3, 4)]"
140,24,6,"[(2, 1), (4, 5), (3, 6), (4, 6)]","[(1, 2), (3, 6), (4, 5)]"
141,24,6,"[(2, 5), (6, 2), (2, 4), (1, 5)]","[(1, 2, 4), (3, 5), (6,)]"
142,8,8,"[(5, 5), (3, 3), (4, 3), (6, 3), (4, 1), (4, 3)]","[(1, 2, 3, 4), (6,), (7,), (9,), (5,)]"
143,26,5,"[(1, 5), (1, 6), (1, 5), (2, 1)]","[(1, 2, 3), (7,), (6,)]"
144,17,7,"[(4, 3), (6, 1), (6, 2), (3, 3), (1, 1)]","[(1, 2, 4), (7,), (3, 5), (6,)]"
145,30,5,"[(6, 2), (3, 4), (1, 2)]","[(1, 2, 5), (3, 4)]"
146,23,6,"[(5, 2), (2, 3), (5, 5), (1, 3)]","[(1, 2, 4), (5,), (3, 7)]"
147,20,6,"[(5, 6), (6, 2), (5, 1), (1, 4)]","[(1, 2, 3, 5), (8,), (6,)]"
148,30,5,"[(1, 6), (5, 3), (2, 3)]","[(1, 2, 4), (3, 5)]"
149,20,6,"[(3, 6), (6, 2), (3, 5), (4, 2)]","[(1, 2, 6), (3, 5), (8,)]"
150,19,6,"[(5, 3), (4, 4), (6, 4), (1, 1)]","[(1, 2, 5), (8,), (3, 7)]"
151,0,9,"[(1, 5), (5, 1), (4, 5), (5, 2), (3, 5), (5, 4)]","[(1, 2, 3), (6,), (4, 5), (7,), (8,), (9,)]"
152,41,2,"[(1, 3), (2, 1)]","[(1, 3)]"
153,31,4,"[(6, 2), (1, 5), (2, 3)]","[(1, 2, 5), (6,)]"
154,19,6,"[(6, 3), (6, 3), (2, 6), (5, 1)]","[(1, 2, 6), (4, 5), (8,)]"
155,17,7,"[(6, 2), (2, 2), (5, 4), (5, 2), (5, 6)]","[(1, 2, 5), (4,), (3, 6), (7,)]"
156,17,7,"[(4, 4), (6, 4), (2, 4), (3, 1), (5, 5)]","[(1, 2, 5), (3, 7), (6,), (4,)]"
157,23,6,"[(1, 2), (5, 5), (5, 4), (4, 3)]","[(1, 2), (3, 7), (4, 5)]"
158,17,7,"[(5, 3), (5, 5), (4, 6), (3, 1)]","[(1, 2, 5), (3, 7), (4, 6)]"
159,24,6,"[(4, 1), (5, 2), (4, 5), (1, 2)]","[(1, 4), (2, 5), (3, 6)]"
160,18,6,"[(6, 2), (5, 3), (6, 5), (5, 3)]","[(1, 2, 5), (8,), (4, 7)]"
161,27,5,"[(5, 3), (5, 5), (2, 1)]","[(1, 2, 5), (3, 7)]"
162,29,5,"[(2, 2), (4, 2), (5, 1), (1, 5)]","[(1, 3), (2, 4), (6,)]"
163,15,7,"[(5, 2), (5, 4), (4, 1), (4, 5), (4, 1)]","[(1, 2, 4), (3, 6), (5,), (9,)]"
164,23,6,"[(4, 3), (3, 2), (5, 5), (1, 6)]","[(1, 2, 4), (5,), (3, 7)]"
165,15,7,"[(3, 1), (3, 2), (6, 5), (4, 6), (6, 6)]","[(1, 3), (5,), (2, 9), (4, 6)]"
166,37,3,"[(2, 6), (3, 2)]","[(1, 2, 5)]"
167,28,5,"[(6, 3), (4, 4), (4, 2)]","[(1, 2, 6), (3, 5)]"
168,33,4,"[(6, 6), (1, 5)]","[(1, 2, 3, 6)]"
169,35,4,"[(2, 5), (1, 2), (5, 5)]","[(1, 2, 4), (3,)]"
170,28,5,"[(5, 2), (1, 2), (4, 3), (4, 3)]","[(1, 2, 4), (3,), (7,)]"
171,36,3,"[(3, 6), (4, 2)]","[(1, 2, 6)]"
172,26,5,"[(5, 3), (5, 6), (1, 1)]","[(1, 2, 5), (3, 8)]"
173,5,8,"[(4, 1), (5, 6), (3, 5), (3, 6), (6, 1), (5, 2)]","[(1, 4), (2, 3, 6), (8,), (9,), (7,)]"
174,15,7,"[(3, 2), (5, 3), (3, 5), (6, 3), (2, 4)]","[(1, 4), (2, 6), (3, 5), (9,)]"
175,21,6,"[(5, 6), (3, 4), (4, 2), (6, 5)]","[(1, 2, 3, 5), (7,), (6,)]"
176,15,7,"[(4, 4), (4, 5), (5, 4), (1, 3), (5, 5)]","[(1, 2, 5), (3, 6), (9,), (4,)]"
177,14,7,"[(6, 1), (6, 6), (6, 6), (1, 6)]","[(1, 2, 4), (3, 9), (5, 7)]"
178,24,6,"[(4, 6), (6, 5), (2, 4)]","[(1, 2, 3, 4), (5, 6)]"
179,37,3,"[(2, 6), (3, 2)]","[(1, 2, 5)]"
180,24,6,"[(1, 3), (4, 2), (6, 5), (3, 2)]","[(1, 3), (2, 4), (5, 6)]"
181,21,6,"[(3, 1), (6, 3), (4, 1), (4, 2), (5, 5)]","[(1, 3), (2, 7), (5,), (6,)]"
182,21,6,"[(6, 3), (6, 4), (2, 3), (5, 5)]","[(1, 2, 6), (3, 7), (5,)]"
183,28,5,"[(6, 5), (3, 3), (3, 2)]","[(1, 2, 3, 5), (6,)]"
184,28,5,"[(5, 2), (6, 4), (2, 5)]","[(1, 2, 4), (3, 7)]"
185,30,5,"[(4, 4), (5, 2), (1, 2)]","[(1, 2, 5), (3, 4)]"
186,31,4,"[(2, 3), (5, 1), (2, 1), (5, 1)]","[(1, 4), (6,), (3,)]"
187,37,3,"[(2, 6), (3, 2)]","[(1, 2, 5)]"
188,20,6,"[(6, 2), (3, 5), (6, 3), (5, 3)]","[(1, 2, 5), (8,), (3, 6)]"
189,14,7,"[(4, 3), (1, 6), (1, 5), (5, 6), (4, 2)]","[(1, 2, 4), (7,), (6,), (3, 8)]"
190,35,4,"[(4, 6), (5, 5)]","[(1, 2, 3, 4)]"
191,15,7,"[(6, 2), (4, 6), (6, 2), (1, 3), (1, 2)]","[(1, 2, 5), (3, 7), (8,), (4,)]"
192,17,7,"[(3, 4), (3, 5), (4, 3), (5, 1), (4, 1)]","[(1, 2, 4), (3, 5), (7,), (6,)]"
193,9,8,"[(2, 5), (3, 3), (1, 4), (4, 4), (6, 4), (3, 4)]","[(1, 2, 4), (6,), (5,), (8,), (3, 7)]"
194,19,6,"[(5, 4), (4, 5), (6, 2), (3, 1)]","[(1, 2, 6), (4, 5), (8,)]"
195,24,6,"[(2, 2), (2, 4), (1, 4), (5, 1), (3, 2)]","[(1, 3), (2, 4), (5,), (6,)]"
196,16,7,"[(2, 6), (4, 2), (2, 5), (5, 3), (1, 3)]","[(1, 2, 5), (6,), (3, 4), (8,)]"
197,24,6,"[(3, 2), (2, 1), (3, 2), (2, 6), (6, 4)]","[(1, 4), (3,), (5,), (2, 6)]"
198,32,4,"[(3, 1), (4, 5), (2, 5)]","[(1, 3), (2, 7)]"
199,36,3,"[(3, 6), (1, 1)]","[(1, 2, 6)]"
200,39,3,"[(5, 1), (1, 2)]","[(1, 2, 3)]"
201,4,8,"[(1, 1), (4, 3), (5, 3), (6, 3), (2, 6), (6, 1), (6, 5)]","[(2,), (1, 6), (3, 5), (9,), (8,), (7,)]"
202,36,3,"[(5, 4), (3, 3)]","[(1, 2, 6)]"
203,9,8,"[(6, 5), (1, 6), (2, 4), (6, 6), (6, 5)]","[(1, 2, 3, 5), (7,), (6,), (4, 8)]"
204,27,5,"[(1, 1), (2, 6), (4, 4), (4, 4)]","[(2,), (1, 3, 4), (8,)]"
205,39,3,"[(2, 4), (1, 1)]","[(1, 2, 3)]"
206,11,7,"[(2, 3), (4, 2), (4, 4), (4, 4), (2, 5), (5, 2)]","[(1, 4), (6,), (3, 5), (8,), (7,)]"
207,24,6,"[(4, 5), (1, 3), (4, 4), (2, 3)]","[(1, 2, 6), (4,), (3, 5)]"
208,36,3,"[(4, 5), (3, 3)]","[(1, 2, 6)]"
209,29,5,"[(5, 4), (4, 3), (2, 2)]","[(1, 2, 6), (3, 4)]"
210,23,6,"[(6, 5), (5, 6), (5, 6)]","[(1, 2, 3, 5), (4, 7)]"
211,35,4,"[(2, 3), (4, 1), (5, 5)]","[(1, 4), (2, 3)]"
212,13,7,"[(6, 3), (4, 3), (5, 4), (3, 4), (6, 5)]","[(1, 2, 6), (3, 4), (9,), (7,)]"
213,23,6,"[(1, 6), (3, 5), (4, 3), (1, 4)]","[(1, 2, 4), (3, 5), (7,)]"
214,0,9,"[(3, 4), (5, 3), (6, 3), (1, 5), (2, 5), (6, 2)]","[(1, 2, 4), (3, 5), (9,), (6,), (7,), (8,)]"
215,4,8,"[(3, 5), (6, 6), (4, 3), (3, 5), (4, 2), (6, 1)]","[(1, 2, 5), (3, 9), (7,), (8,), (6,)]"
216,27,5,"[(6, 5), (3, 4), (2, 3)]","[(1, 2, 3, 5), (7,)]"
217,13,7,"[(4, 5), (1, 3), (1, 2), (4, 5), (5, 2), (5, 6)]","[(1, 2, 6), (4,), (3,), (9,), (7,)]"
218,37,3,"[(2, 6), (3, 2)]","[(1, 2, 5)]"
219,16,7,"[(6, 3), (6, 5), (6, 3), (1, 4)]","[(1, 2, 6), (3, 8), (4, 5)]"
220,23,6,"[(4, 2), (5, 4), (3, 4), (1, 4)]","[(1, 2, 3), (4, 5), (7,)]"
221,22,6,"[(6, 5), (1, 3), (3, 5), (5, 3)]","[(1, 2, 3, 5), (4,), (8,)]"
222,18,6,"[(3, 6), (4, 5), (4, 5), (6, 6)]","[(1, 2, 6), (4, 5), (9,)]"
223,30,5,"[(4, 2), (3, 6), (3, 1)]","[(1, 2, 3), (4, 5)]"
224,20,6,"[(2, 3), (2, 3), (5, 3), (3, 4), (6, 6)]","[(1, 4), (2, 3), (8,), (7,)]"
225,24,6,"[(2, 1), (1, 6), (6, 5), (2, 1)]","[(1, 2), (3, 4), (5, 6)]"
226,24,6,"[(5, 6), (6, 4), (3, 3)]","[(1, 2, 3, 5), (4, 6)]"
227,21,6,"[(3, 1), (4, 2), (5, 1), (2, 6), (3, 5)]","[(1, 3), (2, 4), (6,), (8,)]"
228,23,6,"[(5, 6), (6, 5), (2, 1)]","[(1, 2, 3, 5), (4, 7)]"
229,3,8,"[(4, 5), (4, 5), (3, 6), (5, 2), (6, 2), (6, 5)]","[(1, 2, 6), (4, 5), (9,), (7,), (8,)]"
230,41,2,"[(3, 1), (2, 1)]","[(1, 3)]"
231,24,6,"[(1, 1), (6, 4), (6, 3), (5, 1)]","[(2,), (1, 3, 6), (4, 5)]"
232,32,4,"[(1, 2), (6, 4), (1, 1)]","[(1, 2), (3, 7)]"
233,12,7,"[(4, 2), (3, 2), (1, 6), (4, 5), (3, 3), (5, 6)]","[(1, 2, 3), (5,), (7,), (9,), (6,)]"
234,33,4,"[(2, 2), (4, 4), (1, 2)]","[(1, 3), (2, 6)]"
235,35,4,"[(6, 4), (1, 3)]","[(1, 2, 3, 4)]"
236,33,4,"[(4, 2), (3, 3), (2, 4)]","[(1, 2, 3), (6,)]"
237,27,5,"[(5, 1), (6, 6), (2, 1)]","[(1, 2, 3), (4, 8)]"
238,27,5,"[(2, 4), (3, 1), (2, 6), (1, 1)]","[(1, 2, 3), (4,), (8,)]"
239,17,7,"[(4, 5), (3, 5), (6, 5), (5, 1)]","[(1, 2, 6), (3, 5), (4, 7)]"
240,0,9,"[(4, 3), (6, 1), (5, 3), (4, 4), (3, 6), (1, 5)]","[(1, 2, 4), (7,), (3, 5), (8,), (9,), (6,)]"
241,35,4,"[(5, 5), (3, 1)]","[(1, 2, 3, 4)]"
242,20,6,"[(2, 5), (5, 5), (3, 5), (3, 1)]","[(1, 2, 4), (3, 7), (8,)]"
243,33,4,"[(3, 1), (4, 4), (2, 4)]","[(1, 3), (2, 6)]"
244,16,6,"[(3, 2), (4, 4), (2, 5), (4, 5), (4, 6)]","[(1, 4), (2, 6), (7,), (9,)]"
245,27,5,"[(4, 6), (4, 4), (5, 3)]","[(1, 2, 3, 4), (8,)]"
246,15,7,"[(2, 5), (6, 5), (2, 3), (5, 2), (6, 4)]","[(1, 2, 4), (3, 8), (5,), (7,)]"
247,35,4,"[(3, 1), (5, 1), (1, 1)]","[(1, 3), (2, 4)]"
248,20,6,"[(2, 3), (5, 3), (5, 4), (1, 2), (6, 3)]","[(1, 4), (2, 6), (9,), (3,)]"
249,19,6,"[(6, 4), (3, 6), (5, 2), (3, 4)]","[(1, 2, 3, 4), (9,), (7,)]"
250,17,7,"[(1, 4), (4, 5), (5, 4), (1, 4), (5, 1)]","[(1, 4), (2, 7), (3, 6), (5,)]"
251,7,8,"[(5, 5), (3, 2), (2, 4), (5, 3), (5, 4), (6, 2)]","[(1, 2, 3, 4), (5,), (6,), (8,), (9,)]"
