Game Number,Score,Tiles Closed,Rolls,Moves
1565,13,7,"[(2, 5), (6, 6), (6, 1), (3, 3), (2, 1)]","[(1, 2, 4), (3, 9), (7,), (6,)]"
1566,27,5,"[(3, 3), (3, 4), (4, 1), (1, 4)]","[(1, 2, 3), (7,), (5,)]"
1567,9,8,"[(1, 6), (6, 5), (2, 5), (4, 1), (1, 5), (5, 3)]","[(1, 2, 4), (3, 8), (7,), (5,), (6,)]"
1568,17,7,"[(2, 2), (6, 2), (3, 6), (2, 5), (6, 1)]","[(1, 3), (2, 6), (4, 5), (7,)]"
1569,31,4,"[(6, 2), (5, 1), (2, 3)]","[(1, 2, 5), (6,)]"
1570,16,7,"[(3, 6), (5, 3), (6, 6), (6, 6)]","[(1, 2, 6), (3, 5), (4, 8)]"
1571,32,4,"[(4, 2), (2, 5), (1, 1)]","[(1, 2, 3), (7,)]"
1572,29,4,"[(3, 5), (3, 5), (3, 2)]","[(1, 2, 5), (8,)]"
1573,24,6,"[(3, 3), (5, 4), (3, 3), (2, 2)]","[(1, 2, 3), (4, 5), (6,)]"
1574,39,3,"[(5, 1), (2, 1)]","[(1, 2, 3)]"
1575,31,4,"[(6, 1), (6, 1), (3, 4)]","[(1, 2, 4), (7,)]"
1576,29,5,"[(2, 2), (5, 1), (3, 3), (4, 6)]","[(1, 3), (2, 4), (6,)]"
1577,20,6,"[(1, 4), (5, 4), (6, 5), (4, 3)]","[(1, 4), (2, 7), (3, 8)]"
1578,17,7,"[(4, 1), (2, 1), (1, 4), (4, 4), (1, 6), (4, 2)]","[(1, 4), (3,), (5,), (2, 6), (7,)]"
1579,24,6,"[(1, 6), (2, 3), (5, 4), (2, 3)]","[(1, 2, 4), (5,), (3, 6)]"
1580,22,6,"[(5, 4), (6, 4), (2, 2), (5, 5)]","[(1, 2, 6), (3, 7), (4,)]"
1581,23,6,"[(5, 3), (3, 4), (1, 6), (2, 2)]","[(1, 2, 5), (3, 4), (7,)]"
1582,36,3,"[(1, 3), (3, 2), (1, 2)]","[(1, 3), (5,)]"
1583,25,5,"[(4, 1), (2, 4), (6, 3), (3, 4)]","[(1, 4), (6,), (2, 7)]"
1584,29,5,"[(5, 4), (1, 2), (2, 2), (4, 2)]","[(1, 2, 6), (3,), (4,)]"
1585,31,4,"[(1, 6), (5, 2), (3, 1)]","[(1, 2, 4), (7,)]"
1586,21,6,"[(6, 2), (4, 6), (1, 5), (5, 2)]","[(1, 2, 5), (3, 7), (6,)]"
1587,18,6,"[(4, 3), (6, 5), (4, 5), (2, 2)]","[(1, 2, 4), (3, 8), (9,)]"
1588,13,7,"[(1, 3), (5, 4), (5, 5), (3, 6), (1, 6)]","[(1, 3), (2, 7), (4, 6), (9,)]"
1589,18,6,"[(3, 4), (3, 2), (5, 3), (3, 4), (6, 4)]","[(1, 2, 4), (5,), (8,), (7,)]"
1590,14,7,"[(2, 3), (3, 2), (1, 4), (6, 1), (3, 6), (3, 4)]","[(1, 4), (2, 3), (5,), (7,), (9,)]"
1591,13,7,"[(6, 4), (4, 1), (6, 2), (6, 3), (6, 4)]","[(1, 2, 3, 4), (5,), (8,), (9,)]"
1592,34,4,"[(6, 5), (2, 3)]","[(1, 2, 3, 5)]"
1593,30,5,"[(5, 2), (6, 2), (1, 4)]","[(1, 2, 4), (3, 5)]"
1594,16,7,"[(1, 2), (4, 3), (3, 3), (4, 4), (1, 4), (1, 3)]","[(1, 2), (3, 4), (6,), (8,), (5,)]"
1595,13,7,"[(6, 5), (4, 4), (6, 1), (5, 1), (4, 3)]","[(1, 2, 3, 5), (8,), (7,), (6,)]"
1596,22,6,"[(4, 6), (6, 1), (3, 3), (6, 6)]","[(1, 2, 3, 4), (7,), (6,)]"
1597,41,2,"[(1, 3), (1, 2)]","[(1, 3)]"
1598,29,4,"[(2, 6), (2, 6), (5, 3)]","[(1, 2, 5), (8,)]"
1599,20,6,"[(5, 3), (5, 4), (6, 2), (6, 2)]","[(1, 2, 5), (3, 6), (8,)]"
1600,27,5,"[(1, 1), (5, 6), (1, 4), (5, 2)]","[(2,), (1, 3, 7), (5,)]"
1601,36,3,"[(3, 6), (4, 2)]","[(1, 2, 6)]"
1602,20,6,"[(1, 3), (6, 6), (4, 5), (4, 2)]","[(1, 3), (2, 4, 6), (9,)]"
1603,21,6,"[(1, 5), (1, 5), (5, 3), (1, 3), (1, 3)]","[(1, 2, 3), (6,), (8,), (4,)]"
1604,37,3,"[(6, 2), (2, 3)]","[(1, 2, 5)]"
1605,10,7,"[(5, 6), (5, 4), (5, 3), (3, 4), (3, 4)]","[(1, 2, 3, 5), (9,), (8,), (7,)]"
1606,23,6,"[(6, 4), (3, 4), (4, 1), (6, 5)]","[(1, 2, 3, 4), (7,), (5,)]"
1607,21,6,"[(1, 6), (6, 6), (3, 2), (1, 4)]","[(1, 2, 4), (3, 9), (5,)]"
1608,24,6,"[(6, 5), (6, 4), (1, 5)]","[(1, 2, 3, 5), (4, 6)]"
1609,12,7,"[(4, 6), (3, 3), (5, 4), (3, 5), (6, 2)]","[(1, 2, 3, 4), (6,), (9,), (8,)]"
1610,25,5,"[(3, 6), (6, 5), (4, 2)]","[(1, 2, 6), (3, 8)]"
1611,23,6,"[(1, 4), (2, 5), (5, 5), (3, 2)]","[(1, 4), (2, 5), (3, 7)]"
1612,28,5,"[(4, 5), (6, 2), (2, 1)]","[(1, 2, 6), (3, 5)]"
1613,26,5,"[(2, 6), (5, 6), (1, 4)]","[(1, 2, 5), (3, 8)]"
1614,25,5,"[(2, 5), (6, 1), (3, 3), (5, 5)]","[(1, 2, 4), (7,), (6,)]"
1615,24,6,"[(2, 1), (3, 5), (5, 5), (6, 4)]","[(1, 2), (3, 5), (4, 6)]"
1616,24,6,"[(4, 1), (3, 5), (3, 5), (3, 2)]","[(1, 4), (2, 6), (3, 5)]"
1617,22,6,"[(2, 2), (4, 4), (6, 1), (2, 2), (6, 4)]","[(1, 3), (2, 6), (7,), (4,)]"
1618,32,4,"[(5, 2), (4, 2), (2, 4)]","[(1, 2, 4), (6,)]"
1619,21,6,"[(2, 5), (2, 6), (3, 6), (6, 3)]","[(1, 2, 4), (3, 5), (9,)]"
1620,31,4,"[(6, 1), (3, 4), (4, 3)]","[(1, 2, 4), (7,)]"
1621,35,4,"[(1, 5), (1, 3), (3, 1)]","[(1, 2, 3), (4,)]"
1622,32,4,"[(1, 1), (5, 6), (2, 1)]","[(2,), (1, 3, 7)]"
1623,24,5,"[(1, 1), (3, 1), (6, 1), (3, 5), (4, 4)]","[(2,), (1, 3), (7,), (8,)]"
1624,29,5,"[(3, 2), (2, 3), (2, 4), (4, 6)]","[(1, 4), (2, 3), (6,)]"
1625,38,3,"[(5, 2), (1, 1)]","[(1, 2, 4)]"
1626,33,4,"[(4, 2), (4, 2), (1, 5)]","[(1, 2, 3), (6,)]"
1627,20,6,"[(4, 5), (6, 1), (3, 6), (5, 4)]","[(1, 2, 6), (3, 4), (9,)]"
1628,27,5,"[(5, 6), (2, 5), (2, 1)]","[(1, 2, 3, 5), (7,)]"
1629,35,4,"[(3, 3), (1, 3), (4, 6)]","[(1, 2, 3), (4,)]"
1630,29,4,"[(6, 2), (5, 3), (3, 2)]","[(1, 2, 5), (8,)]"
1631,16,7,"[(3, 6), (4, 1), (1, 6), (4, 4), (4, 2)]","[(1, 2, 6), (5,), (3, 4), (8,)]"
1632,17,7,"[(3, 1), (1, 4), (3, 4), (5, 1), (3, 3), (6, 4)]","[(1, 3), (5,), (7,), (2, 4), (6,)]"
1633,24,6,"[(3, 6), (6, 6), (6, 4)]","[(1, 2, 6), (3, 4, 5)]"
1634,28,5,"[(1, 6), (6, 4), (5, 5)]","[(1, 2, 4), (3, 7)]"
1635,29,5,"[(1, 1), (4, 1), (3, 6), (6, 4)]","[(2,), (1, 4), (3, 6)]"
1636,23,6,"[(1, 4), (3, 4), (4, 6), (2, 2)]","[(1, 4), (2, 5), (3, 7)]"
1637,14,7,"[(5, 1), (4, 3), (4, 4), (6, 4), (5, 5)]","[(1, 2, 3), (7,), (8,), (4, 6)]"
1638,17,7,"[(3, 1), (5, 6), (1, 5), (4, 3), (6, 4)]","[(1, 3), (2, 4, 5), (6,), (7,)]"
1639,8,8,"[(1, 6), (1, 4), (2, 4), (1, 6), (6, 6), (2, 3)]","[(1, 2, 4), (5,), (6,), (7,), (3, 9)]"
1640,15,7,"[(6, 5), (5, 5), (6, 3), (6, 6)]","[(1, 2, 3, 5), (4, 6), (9,)]"
1641,37,3,"[(2, 6), (2, 3)]","[(1, 2, 5)]"
1642,20,6,"[(2, 2), (2, 2), (4, 5), (4, 4), (1, 6)]","[(1, 3), (4,), (2, 7), (8,)]"
1643,34,4,"[(5, 6), (2, 3)]","[(1, 2, 3, 5)]"
1644,23,6,"[(2, 6), (1, 6), (4, 3), (3, 4)]","[(1, 2, 5), (3, 4), (7,)]"
1645,28,5,"[(4, 3), (4, 6), (1, 1)]","[(1, 2, 4), (3, 7)]"
1646,28,5,"[(2, 6), (5, 4), (1, 1)]","[(1, 2, 5), (3, 6)]"
1647,4,8,"[(2, 1), (1, 2), (5, 2), (5, 3), (5, 6), (3, 6), (6, 5)]","[(1, 2), (3,), (7,), (8,), (5, 6), (9,)]"
1648,17,6,"[(5, 3), (6, 5), (3, 6), (6, 3)]","[(1, 2, 5), (3, 8), (9,)]"
1649,27,5,"[(1, 3), (1, 1), (3, 1), (2, 6), (3, 1)]","[(1, 3), (2,), (4,), (8,)]"
1650,20,6,"[(4, 4), (2, 6), (5, 4), (1, 1)]","[(1, 2, 5), (8,), (3, 6)]"
1651,19,6,"[(5, 4), (4, 1), (5, 4), (2, 1), (6, 4)]","[(1, 2, 6), (5,), (9,), (3,)]"
1652,13,7,"[(2, 5), (6, 4), (5, 4), (2, 4), (1, 6)]","[(1, 2, 4), (3, 7), (9,), (6,)]"
1653,36,3,"[(5, 4), (1, 5)]","[(1, 2, 6)]"
1654,21,6,"[(3, 1), (4, 1), (5, 1), (5, 4), (3, 1)]","[(1, 3), (5,), (2, 4), (9,)]"
1655,25,5,"[(1, 1), (4, 6), (5, 3), (3, 5)]","[(2,), (1, 3, 6), (8,)]"
1656,17,7,"[(5, 2), (2, 5), (2, 1), (5, 6), (1, 4)]","[(1, 2, 4), (7,), (3,), (5, 6)]"
1657,13,7,"[(4, 5), (6, 1), (3, 6), (1, 6), (5, 6)]","[(1, 2, 6), (3, 4), (9,), (7,)]"
1658,19,6,"[(1, 4), (5, 2), (5, 1), (6, 2), (4, 4)]","[(1, 4), (2, 5), (6,), (8,)]"
1659,16,7,"[(2, 4), (2, 4), (6, 6), (2, 3), (1, 4)]","[(1, 2, 3), (6,), (4, 8), (5,)]"
1660,29,5,"[(3, 6), (5, 2), (6, 4)]","[(1, 2, 6), (3, 4)]"
1661,13,7,"[(2, 2), (1, 6), (5, 2), (2, 4), (6, 2), (4, 6)]","[(1, 3), (2, 5), (7,), (6,), (8,)]"
1662,15,7,"[(6, 2), (3, 1), (6, 4), (3, 5), (4, 6)]","[(1, 2, 5), (4,), (3, 7), (8,)]"
1663,13,7,"[(1, 6), (3, 6), (3, 6), (4, 3), (6, 3)]","[(1, 2, 4), (3, 6), (9,), (7,)]"
1664,25,5,"[(1, 4), (6, 1), (6, 2), (6, 2)]","[(1, 4), (2, 5), (8,)]"
1665,35,4,"[(1, 3), (5, 1), (2, 1)]","[(1, 3), (2, 4)]"
1666,27,5,"[(4, 5), (2, 2), (2, 3), (1, 5)]","[(1, 2, 6), (4,), (5,)]"
1667,19,6,"[(5, 3), (5, 5), (6, 2), (6, 2)]","[(1, 2, 5), (3, 7), (8,)]"
1668,21,6,"[(4, 3), (6, 3), (5, 3), (4, 4)]","[(1, 2, 4), (3, 6), (8,)]"
1669,32,4,"[(2, 4), (6, 1), (1, 2)]","[(1, 2, 3), (7,)]"
1670,36,3,"[(4, 5), (2, 4)]","[(1, 2, 6)]"
1671,38,3,"[(1, 6), (1, 1)]","[(1, 2, 4)]"
1672,34,4,"[(6, 5), (3, 2)]","[(1, 2, 3, 5)]"
1673,22,6,"[(4, 6), (5, 2), (5, 1), (3, 3)]","[(1, 2, 3, 4), (7,), (6,)]"
1674,19,6,"[(2, 5), (6, 4), (6, 3), (1, 6)]","[(1, 2, 4), (3, 7), (9,)]"
1675,14,7,"[(3, 2), (4, 5), (2, 4), (5, 6), (6, 6)]","[(1, 4), (2, 7), (6,), (3, 8)]"
1676,31,4,"[(1, 6), (2, 5), (4, 6)]","[(1, 2, 4), (7,)]"
1677,23,6,"[(1, 1), (5, 4), (2, 2), (1, 6), (1, 6)]","[(2,), (1, 3, 5), (4,), (7,)]"
1678,22,6,"[(2, 4), (3, 1), (2, 6), (3, 2), (5, 6)]","[(1, 2, 3), (4,), (8,), (5,)]"
1679,25,5,"[(5, 6), (3, 6), (6, 3)]","[(1, 2, 3, 5), (9,)]"
1680,22,6,"[(1, 6), (1, 5), (1, 6), (1, 2), (5, 6)]","[(1, 2, 4), (6,), (7,), (3,)]"
1681,24,6,"[(5, 4), (6, 6), (2, 2)]","[(1, 2, 6), (3, 4, 5)]"
1682,29,5,"[(2, 4), (6, 4), (5, 1)]","[(1, 2, 3), (4, 6)]"
1683,35,4,"[(1, 2), (6, 1), (1, 2)]","[(1, 2), (3, 4)]"
1684,20,6,"[(1, 4), (5, 4), (6, 5), (6, 1)]","[(1, 4), (2, 7), (3, 8)]"
1685,13,7,"[(1, 4), (5, 6), (2, 5), (5, 4), (3, 4)]","[(1, 4), (2, 3, 6), (7,), (9,)]"
1686,23,6,"[(4, 3), (2, 6), (5, 2), (5, 6)]","[(1, 2, 4), (3, 5), (7,)]"
1687,20,6,"[(2, 6), (3, 6), (6, 2), (4, 4)]","[(1, 2, 5), (3, 6), (8,)]"
1688,8,8,"[(1, 3), (3, 6), (5, 4), (5, 4), (1, 5), (2, 4)]","[(1, 3), (2, 7), (4, 5), (9,), (6,)]"
1689,22,6,"[(4, 5), (2, 5), (6, 1), (6, 5)]","[(1, 2, 6), (3, 4), (7,)]"
1690,26,5,"[(5, 6), (6, 2), (4, 1)]","[(1, 2, 3, 5), (8,)]"
1691,14,7,"[(6, 3), (6, 5), (5, 2), (3, 1), (4, 2)]","[(1, 2, 6), (3, 8), (7,), (4,)]"
1692,34,4,"[(5, 6), (1, 1)]","[(1, 2, 3, 5)]"
1693,26,5,"[(4, 1), (6, 3), (1, 4), (2, 2)]","[(1, 4), (2, 7), (5,)]"
1694,10,7,"[(5, 1), (3, 2), (2, 5), (3, 6), (3, 5), (5, 6)]","[(1, 2, 3), (5,), (7,), (9,), (8,)]"
1695,31,4,"[(3, 6), (2, 3), (4, 2)]","[(1, 2, 6), (5,)]"
1696,14,7,"[(2, 1), (4, 4), (1, 3), (3, 4), (4, 5), (2, 5)]","[(1, 2), (3, 5), (4,), (7,), (9,)]"
1697,17,7,"[(2, 2), (4, 3), (2, 5), (6, 4), (2, 2)]","[(1, 3), (2, 5), (7,), (4, 6)]"
1698,28,5,"[(2, 2), (3, 1), (5, 4), (5, 5)]","[(1, 3), (4,), (2, 7)]"
1699,33,4,"[(2, 5), (2, 3), (1, 4)]","[(1, 2, 4), (5,)]"
1700,6,8,"[(6, 2), (3, 4), (6, 3), (2, 5), (6, 2), (3, 2)]","[(1, 2, 5), (3, 4), (9,), (7,), (8,)]"
1701,27,5,"[(4, 3), (5, 1), (4, 1), (3, 1)]","[(1, 2, 4), (6,), (5,)]"
1702,15,7,"[(2, 6), (5, 1), (3, 6), (1, 6), (4, 1)]","[(1, 2, 5), (6,), (9,), (3, 4)]"
1703,20,6,"[(3, 3), (1, 5), (3, 5), (2, 3), (1, 2)]","[(1, 2, 3), (6,), (8,), (5,)]"
1704,24,6,"[(6, 1), (2, 6), (4, 2), (4, 1)]","[(1, 2, 4), (3, 5), (6,)]"
1705,33,4,"[(3, 2), (1, 6), (2, 2)]","[(1, 4), (2, 5)]"
1706,22,6,"[(4, 6), (2, 4), (2, 5), (1, 6)]","[(1, 2, 3, 4), (6,), (7,)]"
1707,17,7,"[(3, 1), (4, 4), (2, 5), (6, 3), (5, 5)]","[(1, 3), (2, 6), (7,), (4, 5)]"
1708,16,7,"[(6, 6), (3, 6), (6, 2), (3, 3)]","[(1, 2, 3, 6), (4, 5), (8,)]"
1709,39,3,"[(5, 1), (1, 1)]","[(1, 2, 3)]"
1710,18,6,"[(4, 5), (5, 6), (1, 6), (5, 6)]","[(1, 2, 6), (3, 8), (7,)]"
1711,34,4,"[(3, 3), (4, 1), (1, 2)]","[(1, 2, 3), (5,)]"
1712,27,5,"[(2, 2), (5, 2), (1, 6), (5, 2)]","[(1, 3), (2, 5), (7,)]"
1713,17,7,"[(5, 5), (5, 2), (5, 6), (2, 1)]","[(1, 2, 3, 4), (7,), (5, 6)]"
1714,24,6,"[(4, 1), (6, 2), (5, 3), (6, 5)]","[(1, 4), (2, 6), (3, 5)]"
1715,32,4,"[(1, 2), (4, 2), (2, 2), (1, 5)]","[(1, 2), (6,), (4,)]"
1716,23,6,"[(5, 6), (5, 6), (4, 6)]","[(1, 2, 3, 5), (4, 7)]"
1717,25,5,"[(2, 2), (6, 2), (2, 6), (1, 1)]","[(1, 3), (2, 6), (8,)]"
1718,30,5,"[(5, 6), (3, 1), (1, 3)]","[(1, 2, 3, 5), (4,)]"
1719,35,4,"[(3, 2), (1, 4), (1, 1)]","[(1, 4), (2, 3)]"
1720,21,6,"[(6, 4), (5, 4), (1, 4), (4, 6)]","[(1, 2, 3, 4), (9,), (5,)]"
1721,31,4,"[(3, 1), (4, 6), (2, 1)]","[(1, 3), (2, 8)]"
1722,20,6,"[(2, 3), (5, 4), (6, 5), (2, 1)]","[(1, 4), (2, 7), (3, 8)]"
1723,36,3,"[(5, 4), (2, 4)]","[(1, 2, 6)]"
1724,14,7,"[(1, 5), (3, 6), (3, 6), (4, 3), (2, 5)]","[(1, 2, 3), (4, 5), (9,), (7,)]"
1725,30,5,"[(6, 1), (2, 6), (3, 1)]","[(1, 2, 4), (3, 5)]"
1726,29,4,"[(5, 3), (4, 4), (5, 3)]","[(1, 2, 5), (8,)]"
1727,28,5,"[(5, 2), (6, 4), (2, 5)]","[(1, 2, 4), (3, 7)]"
1728,24,6,"[(3, 6), (1, 6), (2, 3), (3, 2)]","[(1, 2, 6), (3, 4), (5,)]"
1729,16,6,"[(1, 6), (6, 1), (2, 4), (3, 6), (4, 5)]","[(1, 2, 4), (7,), (6,), (9,)]"
1730,17,7,"[(1, 1), (3, 4), (2, 1), (6, 3), (5, 2), (5, 5)]","[(2,), (1, 6), (3,), (4, 5), (7,)]"
1731,9,8,"[(2, 5), (6, 5), (4, 1), (2, 4), (6, 1), (3, 1)]","[(1, 2, 4), (3, 8), (5,), (6,), (7,)]"
1732,22,6,"[(1, 1), (2, 5), (1, 6), (3, 4), (6, 4)]","[(2,), (1, 6), (3, 4), (7,)]"
1733,9,8,"[(4, 5), (2, 6), (2, 5), (2, 2), (5, 3), (3, 2)]","[(1, 2, 6), (3, 5), (7,), (4,), (8,)]"
1734,15,7,"[(6, 5), (6, 1), (6, 6), (3, 4)]","[(1, 2, 3, 5), (7,), (4, 8)]"
1735,20,6,"[(1, 5), (5, 5), (6, 3), (2, 2)]","[(1, 2, 3), (4, 6), (9,)]"
1736,17,7,"[(3, 2), (3, 2), (6, 1), (5, 6), (1, 6)]","[(1, 4), (2, 3), (7,), (5, 6)]"
1737,31,4,"[(3, 3), (2, 6), (2, 1)]","[(1, 2, 3), (8,)]"
1738,16,7,"[(3, 5), (5, 2), (4, 4), (4, 2), (2, 6)]","[(1, 2, 5), (3, 4), (8,), (6,)]"
1739,41,2,"[(1, 3), (1, 2)]","[(1, 3)]"
1740,23,6,"[(5, 6), (6, 5), (3, 1)]","[(1, 2, 3, 5), (4, 7)]"
1741,36,3,"[(6, 3), (1, 5)]","[(1, 2, 6)]"
1742,35,4,"[(6, 4), (4, 6)]","[(1, 2, 3, 4)]"
1743,26,5,"[(4, 2), (1, 5), (4, 3), (6, 4)]","[(1, 2, 3), (6,), (7,)]"
1744,28,5,"[(4, 4), (5, 4), (1, 5)]","[(1, 2, 5), (3, 6)]"
1745,24,6,"[(4, 4), (1, 3), (4, 5), (2, 1)]","[(1, 2, 5), (4,), (3, 6)]"
1746,9,8,"[(3, 5), (3, 5), (4, 2), (1, 3), (5, 5), (4, 4)]","[(1, 2, 5), (8,), (6,), (4,), (3, 7)]"
1747,34,4,"[(6, 5), (2, 1)]","[(1, 2, 3, 5)]"
1748,23,5,"[(6, 1), (1, 5), (3, 6), (2, 4)]","[(1, 2, 4), (6,), (9,)]"
1749,28,5,"[(1, 6), (1, 6), (2, 1), (1, 3)]","[(1, 2, 4), (7,), (3,)]"
1750,25,5,"[(3, 4), (2, 5), (4, 2), (3, 3)]","[(1, 2, 4), (7,), (6,)]"
1751,39,3,"[(1, 5), (1, 1)]","[(1, 2, 3)]"
1752,30,5,"[(4, 3), (5, 3), (6, 4)]","[(1, 2, 4), (3, 5)]"
1753,35,4,"[(1, 1), (5, 3), (2, 1)]","[(2,), (1, 3, 4)]"
1754,14,7,"[(2, 5), (5, 5), (6, 3), (3, 2), (5, 4)]","[(1, 2, 4), (3, 7), (9,), (5,)]"
1755,29,5,"[(2, 2), (6, 6), (5, 5)]","[(1, 3), (2, 4, 6)]"
1756,15,7,"[(5, 4), (4, 5), (6, 6), (4, 5)]","[(1, 2, 6), (4, 5), (3, 9)]"
1757,18,6,"[(6, 2), (1, 5), (3, 6), (2, 2), (2, 2)]","[(1, 2, 5), (6,), (9,), (4,)]"
1758,19,6,"[(6, 4), (5, 4), (3, 4), (5, 4)]","[(1, 2, 3, 4), (9,), (7,)]"
1759,6,8,"[(1, 3), (5, 2), (6, 5), (6, 2), (3, 6), (3, 5)]","[(1, 3), (2, 5), (4, 7), (8,), (9,)]"
1760,31,4,"[(6, 1), (5, 2), (6, 1)]","[(1, 2, 4), (7,)]"
1761,24,6,"[(1, 6), (6, 3), (2, 3), (5, 6)]","[(1, 2, 4), (3, 6), (5,)]"
1762,16,6,"[(4, 1), (6, 3), (1, 5), (5, 4), (1, 1)]","[(1, 4), (2, 7), (6,), (9,)]"
1763,29,5,"[(5, 2), (6, 3), (3, 3)]","[(1, 2, 4), (3, 6)]"
1764,16,7,"[(1, 2), (5, 4), (3, 6), (5, 3), (5, 1)]","[(1, 2), (3, 6), (4, 5), (8,)]"
1765,20,6,"[(3, 4), (4, 2), (4, 3), (1, 4), (3, 2)]","[(1, 2, 4), (6,), (7,), (5,)]"
1766,31,4,"[(3, 4), (5, 2), (3, 1)]","[(1, 2, 4), (7,)]"
1767,33,4,"[(6, 6), (5, 5)]","[(1, 2, 3, 6)]"
1768,14,7,"[(3, 2), (6, 3), (2, 4), (2, 1), (6, 2), (4, 2)]","[(1, 4), (2, 7), (6,), (3,), (8,)]"
1769,5,8,"[(3, 6), (1, 3), (6, 6), (6, 2), (3, 4), (1, 1)]","[(1, 2, 6), (4,), (3, 9), (8,), (7,)]"
1770,12,7,"[(1, 3), (4, 4), (3, 2), (5, 2), (4, 5), (4, 3)]","[(1, 3), (2, 6), (5,), (7,), (9,)]"
1771,35,4,"[(2, 1), (2, 5), (1, 3)]","[(1, 2), (3, 4)]"
1772,20,6,"[(6, 2), (6, 3), (3, 5), (2, 3)]","[(1, 2, 5), (3, 6), (8,)]"
1773,25,5,"[(2, 3), (4, 5), (4, 2), (2, 4)]","[(1, 4), (2, 7), (6,)]"
1774,19,6,"[(6, 5), (4, 4), (5, 2), (5, 6)]","[(1, 2, 3, 5), (8,), (7,)]"
1775,33,4,"[(2, 2), (4, 4), (5, 5)]","[(1, 3), (2, 6)]"
1776,30,5,"[(2, 2), (3, 3), (1, 4), (6, 5)]","[(1, 3), (2, 4), (5,)]"
1777,12,7,"[(4, 6), (3, 3), (5, 3), (4, 5), (1, 2)]","[(1, 2, 3, 4), (6,), (8,), (9,)]"
1778,29,4,"[(6, 2), (6, 2), (4, 4)]","[(1, 2, 5), (8,)]"
1779,34,4,"[(3, 1), (4, 3), (2, 1)]","[(1, 3), (2, 5)]"
1780,23,6,"[(2, 2), (6, 1), (3, 1), (2, 5), (5, 2)]","[(1, 3), (2, 5), (4,), (7,)]"
1781,29,5,"[(2, 5), (5, 4), (5, 6)]","[(1, 2, 4), (3, 6)]"
1782,33,4,"[(2, 2), (5, 3), (4, 6)]","[(1, 3), (2, 6)]"
1783,36,3,"[(2, 2), (1, 4), (3, 2)]","[(1, 3), (5,)]"
1784,5,8,"[(4, 6), (6, 2), (5, 1), (2, 5), (4, 5), (6, 1)]","[(1, 2, 3, 4), (8,), (6,), (7,), (9,)]"
1785,30,5,"[(6, 2), (3, 4), (2, 2)]","[(1, 2, 5), (3, 4)]"
1786,17,7,"[(1, 3), (3, 5), (1, 3), (3, 2), (6, 1), (4, 6)]","[(1, 3), (2, 6), (4,), (5,), (7,)]"
1787,9,8,"[(2, 6), (6, 2), (6, 5), (6, 3), (6, 5)]","[(1, 2, 5), (8,), (4, 7), (3, 6)]"
1788,13,7,"[(3, 3), (5, 1), (1, 4), (2, 5), (4, 4), (5, 3)]","[(1, 2, 3), (6,), (5,), (7,), (8,)]"
1789,27,5,"[(6, 5), (2, 5), (1, 4)]","[(1, 2, 3, 5), (7,)]"
1790,27,5,"[(2, 1), (5, 2), (3, 5), (1, 1)]","[(1, 2), (3, 4), (8,)]"
1791,21,6,"[(2, 2), (2, 4), (3, 3), (4, 4), (1, 1)]","[(1, 3), (2, 4), (6,), (8,)]"
1792,21,6,"[(1, 2), (2, 4), (2, 5), (5, 3), (3, 1)]","[(1, 2), (6,), (3, 4), (8,)]"
1793,17,7,"[(4, 4), (6, 1), (1, 6), (5, 1), (3, 4)]","[(1, 2, 5), (3, 4), (7,), (6,)]"
1794,16,7,"[(3, 3), (4, 1), (2, 6), (6, 4), (5, 1)]","[(1, 2, 3), (5,), (8,), (4, 6)]"
1795,25,5,"[(2, 4), (2, 4), (4, 4), (3, 5)]","[(1, 2, 3), (6,), (8,)]"
1796,15,7,"[(3, 2), (6, 4), (3, 5), (3, 4), (1, 3)]","[(1, 4), (2, 3, 5), (8,), (7,)]"
1797,39,3,"[(3, 3), (1, 1)]","[(1, 2, 3)]"
1798,17,7,"[(6, 6), (4, 3), (5, 4), (1, 2)]","[(1, 2, 3, 6), (7,), (4, 5)]"
1799,24,6,"[(4, 3), (5, 3), (5, 1), (3, 1)]","[(1, 2, 4), (3, 5), (6,)]"
1800,28,5,"[(4, 6), (6, 1), (6, 1)]","[(1, 2, 3, 4), (7,)]"
1801,14,7,"[(1, 1), (3, 2), (4, 3), (6, 5), (2, 4), (3, 3)]","[(2,), (1, 4), (7,), (3, 8), (6,)]"
1802,31,4,"[(2, 5), (5, 2), (5, 2)]","[(1, 2, 4), (7,)]"
1803,26,5,"[(6, 4), (3, 6), (5, 5)]","[(1, 2, 3, 4), (9,)]"
1804,43,1,"[(1, 1), (1, 1)]","[(2,)]"
1805,31,4,"[(4, 4), (1, 5), (3, 2)]","[(1, 2, 5), (6,)]"
1806,22,6,"[(4, 6), (4, 4), (3, 2), (6, 5)]","[(1, 2, 3, 4), (8,), (5,)]"
1807,28,5,"[(5, 4), (4, 4), (2, 4)]","[(1, 2, 6), (3, 5)]"
1808,17,7,"[(2, 3), (6, 6), (6, 5), (3, 2)]","[(1, 4), (2, 3, 7), (5, 6)]"
1809,13,7,"[(2, 1), (6, 4), (6, 4), (4, 5), (1, 3)]","[(1, 2), (3, 7), (4, 6), (9,)]"
1810,29,5,"[(4, 2), (1, 3), (4, 2), (2, 2)]","[(1, 2, 3), (4,), (6,)]"
1811,30,5,"[(1, 5), (3, 6), (5, 6)]","[(1, 2, 3), (4, 5)]"
