Game Number,Score,Tiles Closed,Rolls,Moves
55,20,6,"[(6, 3), (6, 3), (4, 3), (2, 3)]","[(1, 2, 6), (4, 5), (7,)]"
56,29,4,"[(6, 2), (6, 2), (3, 3)]","[(1, 7), (2, 6)]"
57,26,5,"[(1, 6), (6, 6), (1, 4)]","[(3, 4), (1, 5, 6)]"
58,25,5,"[(2, 2), (5, 3), (4, 4), (5, 3)]","[(1, 3), (2, 6), (8,)]"
59,25,5,"[(2, 3), (2, 6), (6, 1), (4, 6)]","[(1, 4), (2, 6), (7,)]"
60,23,6,"[(3, 2), (6, 1), (6, 4), (6, 6)]","[(5,), (1, 2, 4), (3, 7)]"
61,34,4,"[(5, 6), (2, 3)]","[(1, 2, 3, 5)]"
62,7,7,"[(4, 2), (5, 5), (4, 6), (3, 1), (5, 3), (3, 1)]","[(6,), (1, 9), (3, 7), (4,), (8,)]"
63,12,7,"[(5, 1), (1, 2), (4, 5), (3, 5), (4, 3), (4, 5)]","[(1, 5), (3,), (9,), (2, 6), (7,)]"
64,21,6,"[(1, 6), (5, 6), (2, 4), (4, 6)]","[(3, 4), (1, 2, 8), (6,)]"
65,29,5,"[(4, 6), (4, 2), (5, 5)]","[(1, 3, 6), (2, 4)]"
66,6,8,"[(5, 5), (5, 4), (2, 1), (5, 4), (4, 4), (1, 4)]","[(1, 9), (2, 7), (3,), (4, 5), (8,)]"
67,12,7,"[(3, 5), (5, 3), (6, 3), (6, 2), (4, 4)]","[(1, 7), (2, 6), (4, 5), (8,)]"
68,12,7,"[(5, 3), (3, 3), (2, 5), (2, 3), (4, 3), (5, 2)]","[(8,), (2, 4), (1, 6), (5,), (7,)]"
69,34,3,"[(5, 6), (1, 5)]","[(1, 4, 6)]"
70,12,7,"[(3, 1), (4, 2), (6, 3), (4, 1), (5, 4), (1, 4)]","[(1, 3), (6,), (9,), (5,), (2, 7)]"
71,19,6,"[(4, 2), (5, 6), (4, 5), (5, 1)]","[(1, 2, 3), (5, 6), (9,)]"
72,8,8,"[(4, 1), (4, 2), (5, 6), (1, 3), (2, 5), (1, 3), (5, 2)]","[(5,), (6,), (2, 9), (4,), (7,), (1, 3)]"
73,7,8,"[(1, 4), (3, 3), (2, 6), (5, 6), (2, 6), (3, 1)]","[(1, 4), (6,), (8,), (2, 9), (3, 5)]"
74,16,7,"[(5, 3), (1, 4), (5, 4), (1, 6), (5, 1)]","[(8,), (5,), (3, 6), (1, 2, 4)]"
75,24,5,"[(2, 2), (1, 1), (4, 4), (4, 3), (6, 1)]","[(1, 3), (2,), (8,), (7,)]"
76,32,4,"[(2, 6), (4, 1), (1, 3)]","[(3, 5), (1, 4)]"
77,28,5,"[(5, 1), (6, 5), (1, 2)]","[(1, 5), (2, 3, 6)]"
78,20,6,"[(2, 1), (1, 3), (4, 4), (6, 4), (4, 4)]","[(3,), (4,), (1, 7), (2, 8)]"
79,32,4,"[(4, 2), (1, 6), (5, 1)]","[(2, 4), (1, 6)]"
80,15,6,"[(3, 5), (4, 3), (4, 3), (3, 5), (2, 2)]","[(2, 6), (3, 4), (7,), (8,)]"
81,28,5,"[(1, 1), (1, 5), (6, 3), (4, 1)]","[(2,), (6,), (1, 3, 5)]"
82,29,4,"[(5, 5), (3, 3), (5, 5)]","[(1, 2, 7), (6,)]"
83,9,8,"[(6, 3), (1, 5), (3, 6), (1, 6), (3, 2), (4, 4)]","[(1, 8), (6,), (2, 7), (3, 4), (5,)]"
84,24,6,"[(4, 6), (6, 5), (1, 1)]","[(1, 2, 3, 4), (5, 6)]"
85,14,6,"[(4, 3), (2, 6), (6, 3), (2, 5), (1, 5)]","[(1, 6), (8,), (4, 5), (7,)]"
86,24,5,"[(6, 6), (4, 5), (2, 1)]","[(1, 2, 3, 6), (9,)]"
87,23,6,"[(2, 6), (1, 6), (4, 3), (4, 6)]","[(3, 5), (1, 2, 4), (7,)]"
88,22,6,"[(3, 2), (3, 2), (3, 3), (5, 2), (2, 2)]","[(1, 4), (2, 3), (6,), (7,)]"
89,26,5,"[(6, 6), (1, 6), (3, 5)]","[(1, 3, 8), (2, 5)]"
90,15,7,"[(6, 4), (6, 4), (4, 6), (4, 6)]","[(2, 8), (1, 4, 5), (3, 7)]"
91,0,9,"[(5, 2), (6, 6), (5, 5), (5, 5), (1, 5)]","[(7,), (4, 8), (2, 3, 5), (1, 9), (6,)]"
92,13,7,"[(4, 5), (6, 1), (6, 1), (6, 3), (3, 1)]","[(2, 7), (1, 6), (3, 4), (9,)]"
93,23,6,"[(5, 3), (5, 5), (2, 2), (3, 2)]","[(1, 2, 5), (3, 7), (4,)]"
94,14,7,"[(5, 2), (2, 2), (4, 5), (6, 5), (6, 5)]","[(7,), (1, 3), (9,), (2, 4, 5)]"
95,12,6,"[(2, 1), (5, 1), (2, 6), (5, 4), (4, 3), (2, 1)]","[(3,), (2, 4), (8,), (9,), (7,)]"
96,19,6,"[(1, 6), (6, 2), (5, 6), (1, 4)]","[(1, 2, 4), (8,), (5, 6)]"
97,15,6,"[(2, 1), (6, 3), (2, 4), (4, 1), (6, 1), (4, 5)]","[(1, 2), (9,), (6,), (5,), (7,)]"
98,28,4,"[(3, 5), (5, 4), (1, 1)]","[(2, 6), (4, 5)]"
99,36,3,"[(5, 1), (2, 1), (2, 1)]","[(2, 4), (3,)]"
100,9,8,"[(4, 3), (6, 1), (5, 2), (1, 6), (2, 6), (1, 2)]","[(2, 5), (3, 4), (7,), (1, 6), (8,)]"
101,11,7,"[(4, 5), (2, 4), (1, 2), (3, 4), (3, 6), (4, 6)]","[(1, 8), (2, 4), (3,), (7,), (9,)]"
102,6,8,"[(1, 4), (6, 4), (3, 5), (4, 5), (4, 3), (3, 4)]","[(2, 3), (1, 4, 5), (8,), (9,), (7,)]"
103,31,4,"[(2, 3), (4, 5), (1, 3)]","[(1, 4), (2, 7)]"
104,15,7,"[(5, 5), (2, 3), (2, 6), (2, 5), (6, 1)]","[(1, 4, 5), (2, 3), (8,), (7,)]"
105,32,4,"[(1, 3), (3, 6), (2, 3)]","[(4,), (1, 3, 5)]"
106,22,6,"[(2, 1), (5, 5), (4, 6), (1, 1)]","[(1, 2), (4, 6), (3, 7)]"
107,12,7,"[(1, 3), (6, 5), (4, 4), (4, 6), (4, 2)]","[(1, 3), (2, 9), (8,), (4, 6)]"
108,0,9,"[(2, 3), (3, 5), (2, 3), (5, 5), (5, 3), (6, 3)]","[(1, 4), (2, 6), (5,), (3, 7), (8,), (9,)]"
109,27,4,"[(5, 6), (3, 4), (6, 1)]","[(2, 3, 6), (7,)]"
110,5,8,"[(6, 2), (3, 6), (4, 2), (6, 3), (4, 4), (3, 6)]","[(1, 7), (2, 3, 4), (6,), (9,), (8,)]"
111,36,3,"[(5, 4), (3, 2)]","[(1, 3, 5)]"
112,17,6,"[(4, 6), (3, 4), (3, 2), (3, 3), (6, 6)]","[(1, 9), (3, 4), (5,), (6,)]"
113,22,6,"[(1, 2), (5, 5), (1, 6), (2, 1), (4, 6)]","[(1, 2), (4, 6), (7,), (3,)]"
114,26,5,"[(5, 6), (5, 3), (3, 4)]","[(1, 3, 7), (2, 6)]"
115,24,5,"[(6, 2), (1, 6), (1, 5), (3, 3)]","[(2, 6), (7,), (1, 5)]"
116,16,7,"[(2, 4), (6, 6), (6, 5), (2, 1)]","[(1, 2, 3), (4, 8), (5, 6)]"
117,26,5,"[(3, 6), (5, 5), (6, 1)]","[(1, 2, 6), (3, 7)]"
118,26,4,"[(3, 2), (3, 4), (4, 3), (2, 2)]","[(5,), (3, 4), (7,)]"
119,24,5,"[(6, 5), (4, 6), (1, 4)]","[(5, 6), (1, 2, 7)]"
120,14,7,"[(1, 3), (5, 5), (5, 3), (4, 5), (4, 1)]","[(4,), (2, 3, 5), (1, 7), (9,)]"
121,28,5,"[(5, 4), (6, 2), (2, 1)]","[(3, 6), (1, 2, 5)]"
122,25,5,"[(4, 2), (4, 6), (3, 1), (2, 3)]","[(1, 5), (3, 7), (4,)]"
123,20,6,"[(5, 1), (5, 6), (5, 3), (4, 1)]","[(1, 2, 3), (5, 6), (8,)]"
124,12,7,"[(1, 2), (4, 6), (6, 5), (4, 5), (2, 3)]","[(1, 2), (3, 7), (5, 6), (9,)]"
125,17,6,"[(3, 5), (3, 4), (3, 4), (3, 3), (1, 3)]","[(8,), (1, 6), (7,), (2, 4)]"
126,15,6,"[(5, 5), (3, 2), (4, 5), (2, 4), (4, 5)]","[(3, 7), (1, 4), (9,), (6,)]"
127,25,5,"[(5, 5), (4, 6), (1, 3)]","[(4, 6), (1, 2, 7)]"
128,20,5,"[(5, 6), (4, 2), (6, 2), (5, 1)]","[(5, 6), (2, 4), (8,)]"
129,14,7,"[(2, 6), (6, 2), (4, 3), (2, 6), (2, 2)]","[(1, 3, 4), (2, 6), (7,), (8,)]"
130,14,6,"[(1, 4), (5, 4), (4, 5), (3, 5), (3, 3)]","[(1, 4), (9,), (3, 6), (8,)]"
131,7,7,"[(4, 4), (2, 1), (2, 4), (2, 2), (4, 5), (2, 6), (6, 5)]","[(1, 7), (3,), (6,), (4,), (9,), (8,)]"
132,23,5,"[(6, 3), (3, 2), (4, 4), (2, 3)]","[(1, 2, 6), (5,), (8,)]"
133,27,5,"[(2, 5), (1, 4), (5, 1), (2, 3)]","[(1, 2, 4), (5,), (6,)]"
134,25,5,"[(6, 2), (1, 2), (5, 4), (3, 5)]","[(8,), (1, 2), (4, 5)]"
135,14,6,"[(3, 5), (1, 5), (1, 1), (3, 4), (3, 5), (2, 1)]","[(3, 5), (6,), (2,), (7,), (8,)]"
136,33,3,"[(5, 3), (2, 2), (3, 2)]","[(3, 5), (4,)]"
137,26,5,"[(4, 1), (3, 4), (1, 6), (4, 1)]","[(1, 4), (2, 5), (7,)]"
138,22,6,"[(6, 2), (2, 3), (5, 5), (5, 6)]","[(2, 6), (1, 4), (3, 7)]"
139,20,6,"[(2, 1), (6, 6), (4, 6), (1, 3)]","[(3,), (1, 4, 7), (2, 8)]"
140,36,3,"[(6, 3), (2, 1)]","[(1, 3, 5)]"
141,25,5,"[(6, 4), (3, 3), (3, 1), (5, 3)]","[(2, 8), (1, 5), (4,)]"
142,27,5,"[(2, 3), (1, 2), (6, 4), (6, 2)]","[(1, 4), (3,), (2, 8)]"
143,30,5,"[(2, 2), (3, 2), (5, 1), (4, 1)]","[(4,), (2, 3), (1, 5)]"
144,24,6,"[(3, 2), (2, 4), (1, 4), (3, 2), (4, 1)]","[(2, 3), (6,), (5,), (1, 4)]"
145,33,4,"[(1, 1), (4, 6), (2, 3)]","[(2,), (1, 4, 5)]"
146,14,7,"[(5, 4), (4, 5), (2, 2), (5, 4), (2, 6)]","[(3, 6), (2, 7), (4,), (1, 8)]"
147,14,7,"[(3, 6), (1, 4), (5, 2), (4, 6), (1, 2)]","[(4, 5), (2, 3), (7,), (1, 9)]"
148,31,4,"[(3, 2), (6, 3), (3, 2)]","[(2, 3), (4, 5)]"
149,40,2,"[(2, 3), (1, 3)]","[(1, 4)]"
150,21,6,"[(1, 4), (6, 4), (3, 3), (1, 2), (5, 5)]","[(5,), (1, 2, 7), (6,), (3,)]"
151,40,2,"[(3, 2), (1, 1)]","[(2, 3)]"
152,26,5,"[(3, 4), (4, 3), (1, 4), (1, 5)]","[(3, 4), (1, 6), (5,)]"
153,19,6,"[(1, 3), (2, 2), (1, 6), (6, 5), (2, 1)]","[(1, 3), (4,), (7,), (5, 6)]"
154,9,8,"[(1, 1), (6, 6), (6, 5), (6, 5), (4, 6)]","[(2,), (1, 3, 8), (4, 7), (5, 6)]"
155,5,8,"[(3, 4), (6, 6), (4, 2), (2, 5), (2, 6), (4, 5)]","[(1, 2, 4), (3, 9), (6,), (7,), (8,)]"
156,17,7,"[(3, 4), (1, 1), (1, 4), (4, 3), (1, 6), (6, 6)]","[(1, 6), (2,), (5,), (7,), (3, 4)]"
157,31,4,"[(2, 1), (2, 2), (6, 1), (5, 5)]","[(1, 2), (4,), (7,)]"
158,17,7,"[(5, 6), (1, 1), (2, 5), (3, 5), (4, 3)]","[(1, 4, 6), (2,), (7,), (3, 5)]"
159,19,5,"[(4, 1), (2, 5), (6, 2), (5, 1), (1, 6)]","[(2, 3), (7,), (8,), (6,)]"
160,13,7,"[(6, 6), (2, 4), (4, 3), (6, 1), (3, 3)]","[(1, 3, 8), (6,), (7,), (2, 5)]"
161,12,7,"[(4, 3), (3, 6), (2, 6), (5, 4), (4, 2)]","[(1, 2, 4), (3, 6), (8,), (9,)]"
162,14,7,"[(6, 6), (4, 4), (1, 6), (2, 2), (1, 3)]","[(1, 2, 9), (3, 5), (7,), (4,)]"
163,30,4,"[(3, 3), (5, 4), (1, 1)]","[(1, 5), (2, 7)]"
164,14,7,"[(5, 4), (2, 3), (3, 3), (6, 5), (5, 5)]","[(2, 7), (1, 4), (6,), (3, 8)]"
165,15,7,"[(5, 1), (5, 2), (5, 3), (5, 4), (4, 4)]","[(1, 2, 3), (7,), (8,), (4, 5)]"
166,13,6,"[(1, 3), (5, 6), (5, 4), (3, 5), (1, 4)]","[(1, 3), (5, 6), (9,), (8,)]"
167,24,6,"[(2, 5), (3, 3), (3, 5), (5, 6)]","[(2, 5), (6,), (1, 3, 4)]"
168,13,7,"[(5, 2), (3, 2), (5, 6), (5, 4), (5, 5)]","[(1, 6), (2, 3), (4, 7), (9,)]"
169,4,8,"[(6, 2), (4, 3), (3, 4), (4, 6), (5, 4), (4, 2)]","[(3, 5), (1, 6), (7,), (2, 8), (9,)]"
170,17,7,"[(1, 4), (1, 6), (5, 1), (6, 4), (5, 2)]","[(1, 4), (2, 5), (6,), (3, 7)]"
171,5,7,"[(6, 1), (1, 4), (5, 2), (6, 6), (4, 5), (3, 1)]","[(7,), (5,), (1, 6), (4, 8), (9,)]"
172,15,7,"[(4, 3), (4, 3), (4, 5), (1, 6), (3, 5)]","[(2, 5), (3, 4), (1, 8), (7,)]"
173,15,7,"[(5, 4), (5, 5), (6, 5), (2, 3)]","[(3, 6), (1, 9), (2, 4, 5)]"
174,37,3,"[(1, 3), (3, 1), (1, 2)]","[(1, 3), (4,)]"
175,9,7,"[(6, 3), (5, 3), (6, 3), (4, 6), (3, 3)]","[(3, 6), (1, 7), (9,), (2, 8)]"
176,12,7,"[(5, 3), (4, 4), (4, 6), (3, 4), (1, 5)]","[(1, 2, 5), (8,), (4, 6), (7,)]"
177,26,5,"[(6, 1), (6, 6), (1, 1)]","[(1, 2, 4), (3, 9)]"
178,21,6,"[(6, 6), (1, 4), (2, 5), (5, 6)]","[(1, 5, 6), (2, 3), (7,)]"
179,23,6,"[(5, 1), (1, 1), (4, 3), (5, 2), (6, 1)]","[(1, 5), (2,), (3, 4), (7,)]"
180,12,7,"[(3, 1), (4, 3), (4, 2), (6, 3), (4, 3), (1, 4)]","[(1, 3), (2, 5), (6,), (9,), (7,)]"
181,37,3,"[(1, 2), (4, 1), (1, 3)]","[(3,), (1, 4)]"
182,39,3,"[(2, 4), (1, 1)]","[(1, 2, 3)]"
183,23,5,"[(3, 1), (1, 6), (6, 5), (4, 2)]","[(4,), (1, 6), (2, 9)]"
184,34,3,"[(5, 6), (1, 1)]","[(2, 3, 6)]"
185,36,3,"[(4, 2), (1, 2), (1, 2)]","[(1, 5), (3,)]"
186,10,7,"[(6, 4), (4, 2), (6, 5), (2, 6), (1, 5)]","[(1, 9), (2, 4), (5, 6), (8,)]"
187,24,6,"[(4, 4), (1, 5), (4, 3), (1, 5)]","[(1, 2, 5), (6,), (3, 4)]"
188,11,7,"[(3, 4), (4, 6), (4, 5), (4, 4), (5, 3)]","[(2, 5), (1, 9), (3, 6), (8,)]"
189,0,9,"[(2, 6), (3, 1), (5, 2), (6, 1), (6, 5), (2, 6)]","[(3, 5), (4,), (7,), (1, 6), (2, 9), (8,)]"
190,27,4,"[(1, 6), (3, 4), (2, 2), (3, 3)]","[(1, 6), (7,), (4,)]"
191,13,7,"[(1, 2), (4, 3), (6, 5), (6, 5), (6, 5)]","[(1, 2), (7,), (5, 6), (3, 8)]"
192,26,5,"[(6, 2), (3, 4), (2, 2), (6, 2)]","[(8,), (2, 5), (1, 3)]"
193,18,6,"[(2, 1), (2, 3), (5, 4), (5, 5), (1, 5)]","[(1, 2), (5,), (9,), (4, 6)]"
194,37,2,"[(4, 4), (1, 1)]","[(2, 6)]"
195,24,5,"[(4, 3), (5, 5), (3, 1), (1, 3)]","[(1, 6), (2, 8), (4,)]"
196,8,8,"[(4, 6), (4, 5), (4, 1), (3, 4), (4, 2), (5, 6)]","[(1, 2, 3, 4), (9,), (5,), (7,), (6,)]"
197,28,5,"[(5, 1), (2, 5), (1, 3), (2, 1)]","[(1, 2, 3), (7,), (4,)]"
198,14,7,"[(6, 1), (6, 5), (2, 5), (4, 2), (4, 4)]","[(1, 2, 4), (3, 8), (7,), (6,)]"
199,8,7,"[(2, 6), (2, 1), (4, 2), (6, 5), (3, 6), (1, 6)]","[(8,), (3,), (1, 5), (4, 7), (9,)]"
200,31,4,"[(5, 3), (2, 4), (2, 4)]","[(2, 6), (1, 5)]"
201,24,5,"[(3, 6), (3, 2), (3, 4), (5, 6)]","[(4, 5), (2, 3), (7,)]"
202,40,2,"[(2, 3), (2, 1)]","[(2, 3)]"
203,36,3,"[(1, 6), (1, 1), (3, 1)]","[(3, 4), (2,)]"
204,10,7,"[(4, 5), (4, 1), (6, 1), (2, 4), (4, 4), (3, 1)]","[(3, 6), (5,), (7,), (2, 4), (8,)]"
205,21,6,"[(4, 4), (1, 2), (3, 3), (1, 6), (1, 6)]","[(2, 6), (3,), (1, 5), (7,)]"
206,32,3,"[(6, 2), (4, 1), (1, 3)]","[(8,), (1, 4)]"
207,16,6,"[(4, 6), (1, 3), (3, 4), (3, 5), (5, 1)]","[(1, 3, 6), (4,), (7,), (8,)]"
208,20,6,"[(1, 5), (5, 4), (3, 1), (1, 5), (5, 1)]","[(1, 5), (2, 7), (4,), (6,)]"
209,14,7,"[(3, 1), (2, 2), (5, 4), (3, 6), (4, 1), (3, 4)]","[(4,), (1, 3), (2, 7), (9,), (5,)]"
210,33,4,"[(4, 2), (3, 3), (2, 2)]","[(1, 5), (2, 4)]"
211,31,4,"[(5, 2), (1, 6), (4, 6)]","[(1, 2, 4), (7,)]"
212,28,4,"[(4, 6), (2, 5), (4, 2)]","[(2, 8), (1, 6)]"
213,29,5,"[(1, 3), (1, 2), (5, 4), (3, 3)]","[(4,), (1, 2), (3, 6)]"
214,21,6,"[(6, 4), (3, 4), (6, 1), (6, 4)]","[(2, 3, 5), (7,), (1, 6)]"
215,23,5,"[(5, 6), (4, 2), (4, 1), (3, 3)]","[(1, 2, 8), (6,), (5,)]"
216,26,5,"[(4, 4), (5, 2), (2, 2), (4, 4)]","[(8,), (2, 5), (1, 3)]"
217,19,6,"[(1, 4), (2, 2), (4, 6), (3, 4), (3, 3)]","[(5,), (1, 3), (4, 6), (7,)]"
218,7,7,"[(4, 6), (3, 6), (1, 3), (5, 3), (6, 1), (5, 6)]","[(1, 3, 6), (9,), (4,), (8,), (7,)]"
219,26,5,"[(3, 1), (2, 3), (6, 4), (6, 4)]","[(4,), (2, 3), (1, 9)]"
220,27,5,"[(6, 6), (3, 3), (5, 1)]","[(1, 2, 4, 5), (6,)]"
221,9,7,"[(6, 5), (5, 5), (4, 4), (2, 5), (3, 4)]","[(2, 3, 6), (1, 9), (8,), (7,)]"
222,20,6,"[(2, 3), (4, 5), (6, 5), (4, 1)]","[(1, 4), (2, 7), (5, 6)]"
223,22,5,"[(2, 5), (4, 3), (5, 4), (5, 5)]","[(1, 2, 4), (7,), (9,)]"
224,16,6,"[(4, 5), (4, 2), (6, 2), (3, 3), (3, 3)]","[(2, 7), (1, 5), (8,), (6,)]"
225,27,5,"[(5, 4), (6, 3), (2, 4)]","[(1, 2, 6), (4, 5)]"
226,30,4,"[(3, 1), (5, 6), (2, 2)]","[(1, 3), (4, 7)]"
227,28,5,"[(3, 6), (6, 2), (1, 1)]","[(1, 2, 6), (3, 5)]"
228,14,7,"[(1, 3), (6, 4), (3, 6), (2, 6), (3, 4)]","[(1, 3), (4, 6), (2, 7), (8,)]"
229,15,6,"[(1, 1), (2, 5), (1, 6), (4, 1), (3, 6), (4, 6)]","[(2,), (1, 6), (7,), (5,), (9,)]"
230,13,7,"[(4, 6), (2, 1), (6, 2), (6, 5), (6, 1)]","[(1, 2, 7), (3,), (8,), (5, 6)]"
231,7,8,"[(2, 6), (2, 1), (4, 6), (3, 5), (4, 5), (1, 2)]","[(1, 2, 5), (3,), (4, 6), (8,), (9,)]"
232,31,4,"[(2, 5), (6, 1), (1, 1)]","[(1, 2, 4), (7,)]"
233,7,8,"[(1, 6), (4, 4), (5, 3), (3, 3), (5, 4), (1, 2)]","[(1, 2, 4), (3, 5), (8,), (6,), (9,)]"
234,26,5,"[(1, 6), (6, 3), (1, 2), (2, 1)]","[(1, 2, 4), (9,), (3,)]"
235,16,6,"[(5, 2), (5, 6), (6, 5), (4, 1)]","[(3, 4), (2, 9), (5, 6)]"
236,16,7,"[(2, 5), (2, 4), (2, 6), (4, 4), (2, 1)]","[(3, 4), (6,), (1, 2, 5), (8,)]"
237,9,7,"[(1, 1), (5, 5), (1, 5), (6, 5), (3, 4), (2, 5)]","[(2,), (1, 9), (6,), (3, 8), (7,)]"
